ccle	outlier	tissue	ic50
LAMA_84	1188	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.62
42_MG_BA	1205	CENTRAL_NERVOUS_SYSTEM	9.77
HuH_7	1031	BILIARY	9.87
SU_DHL_10	1810	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.1
JVM_3	1107	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.1
KELLY	3202	CENTRAL_NERVOUS_SYSTEM	10.2
HCC1806	1902	BREAST	10.2
MES_SA	1704	BONE_AND_SOFT_TISSUE	10.4
CW_2	1588	LARGE_INTESTINE	10.5
NCI_H650	2428	LUNG	10.7
NCI_H2228	1017	LUNG	10.7
GA_10	1826	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.8
A4_Fuk	1385	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.9
L_363	4784	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11
G_402	1831	KIDNEY	11
NCI_H2444	1677	LUNG	11.1
KMRC_20	1262	KIDNEY	11.2
JHH_4	639	BILIARY	11.2
NCI_H28	1513	LUNG	11.4
NCI_H596	1226	LUNG	11.6
HPAC	8112	PANCREAS	11.9
SU_DHL_4	2126	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.9
JM1	1519	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12
RERF_LC_KJ	1503	LUNG	12.1
NCI_H2023	772	LUNG	12.2
T98G	554	CENTRAL_NERVOUS_SYSTEM	12.2
WSU_DLCL2	4467	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.2
KARPAS_299	1559	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.3
KM12	7295	LARGE_INTESTINE	12.3
huH_1	2674	BILIARY	12.3
EFO_21	3455	OVARY	12.4
JHOS_4	1052	OVARY	12.6
NCI_H661	2000	LUNG	12.7
SK_OV_3	814	OVARY	12.8
RH_41	1785	BONE_AND_SOFT_TISSUE	12.9
KP_N_YN	4239	CENTRAL_NERVOUS_SYSTEM	12.9
KYM_1	1284	BONE_AND_SOFT_TISSUE	13.1
SBC_5	1111	LUNG	13.4
CAL_120	1098	BREAST	13.6
697	730	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.7
NCI_H23	2264	LUNG	13.7
NALM_6	2227	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.9
GCT	1148	BONE_AND_SOFT_TISSUE	13.9
H4	1205	CENTRAL_NERVOUS_SYSTEM	14
RPMI_8402	966	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.1
MHH_CALL_2	1264	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.1
KARPAS_422	2297	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.2
HCC1937	1797	BREAST	14.3
YH_13	4922	CENTRAL_NERVOUS_SYSTEM	14.3
FTC_133	695	THYROID	14.5
PC_14	1015	LUNG	14.9
NCI_H1755	853	LUNG	15
L_1236	1962	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.4
RS4_11	2514	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.6
NCI_H1155	1694	LUNG	15.6
TC_71	1189	BONE_AND_SOFT_TISSUE	15.7
MHH_ES_1	2971	BONE_AND_SOFT_TISSUE	15.9
SU_DHL_6	2510	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.1
NCI_H1651	1194	LUNG	16.3
Raji	1268	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.4
SK_N_DZ	1709	CENTRAL_NERVOUS_SYSTEM	16.7
EKVX	862	LUNG	16.9
MPP_89	2517	LUNG	17
NCI_H1650	1842	LUNG	17.3
NCI_H146	2113	LUNG	17.8
Hs_683	659	CENTRAL_NERVOUS_SYSTEM	18
EJM	1421	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.1
SU_DHL_8	1686	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.1
SF268	1239	CENTRAL_NERVOUS_SYSTEM	18.2
639_V	1004	URINARY_TRACT	18.2
NAMALWA	1188	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.4
BL_41	1617	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.4
UACC_893	2098	BREAST	18.5
NCI_H1436	2328	LUNG	18.5
MFE_296	897	CERVICAL	18.6
KE_37	1823	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.8
MDA_MB_415	4686	BREAST	18.9
ALL_SIL	771	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.9
L_540	1561	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.9
SHP_77	2657	LUNG	19.1
HuTu_80	1204	STOMACH	19.1
HCC1187	1592	BREAST	19.2
NCI_H2066	2876	LUNG	19.5
RCH_ACV	812	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.5
COLO_800	879	SKIN	19.6
NCI_H211	1679	LUNG	19.7
NCI_H1048	1439	LUNG	20.1
CMK	1367	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	20.4
T84	1086	LARGE_INTESTINE	20.7
NCI_H1105	5366	LUNG	21.4
BT_20	1141	BREAST	21.6
P12_ICHIKAWA	2998	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	21.6
GB_1	1201	CENTRAL_NERVOUS_SYSTEM	21.9
DEL	2253	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23
HEL	1202	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23.4
NU_DUL_1	1426	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23.8
SUP_T1	3163	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24.3
SK_MEL_31	980	SKIN	24.4
BL_70	1633	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	25.1
NCI_H1838	1509	LUNG	25.3
NCI_H1648	1958	LUNG	25.6
HSC_2	1018	UPPER_AERODIGESTIVE_TRACT	25.8
LN_18	1230	CENTRAL_NERVOUS_SYSTEM	26.2
HCC1500	2489	BREAST	27.7
Calu_3	1066	LUNG	28.2
OPM_2	1925	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.1
KM_H2	1707	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.8
KLE	1367	CERVICAL	29.8
ST486	6104	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	30.2
NCI_H1781	1021	LUNG	30.6
LP_1	1932	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	32.4
Daudi	1832	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	33
NCI_H82	1749	LUNG	33.9
NCI_H2081	3414	LUNG	34.4
NCI_H1395	1857	LUNG	34.9
NCI_H1876	5253	LUNG	34.9
PF_382	7791	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	35.4
BEN	2683	LUNG	36
HH	1352	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	36.4
KNS_42	1188	CENTRAL_NERVOUS_SYSTEM	37.3
NCI_H524	3023	LUNG	37.4
HT	2079	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	38.5
SNB75	574	CENTRAL_NERVOUS_SYSTEM	38.7
COLO_684	3120	CERVICAL	38.8
NCI_H1563	895	LUNG	38.9
NCI_H810	2808	LUNG	39.1
CADO_ES1	2276	BONE_AND_SOFT_TISSUE	40
NCI_H196	1458	LUNG	40.2
ChaGo_K_1	1243	LUNG	40.4
NCI_H526	1480	LUNG	40.5
LCLC_103H	891	LUNG	40.7
SK_ES_1	1705	BONE_AND_SOFT_TISSUE	40.8
SNU_1040	1734	LARGE_INTESTINE	40.9
NCI_H2029	1837	LUNG	41.1
GRANTA_519	2896	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	41.3
L_428	1690	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	41.7
MDA_MB_468	1145	BREAST	42.3
LK_2	1133	LUNG	42.4
MDA_MB_175_VII	1481	BREAST	42.6
Saos_2	1387	BONE_AND_SOFT_TISSUE	42.6
TE_6	2551	OESOPHAGUS	44.1
AM_38	1235	CENTRAL_NERVOUS_SYSTEM	44.7
HCC2157	1383	BREAST	49.3
KYSE_70	956	OESOPHAGUS	52.9
NCI_H209	1778	LUNG	53.3
NCI_H2227	3241	LUNG	54.7
BT_474	945	BREAST	54.9
NCI_H2170	1601	LUNG	55.7
NCI_H1694	2639	LUNG	56.3
MDA_MB_157	2006	BREAST	56.8
CHP_126	2950	CENTRAL_NERVOUS_SYSTEM	56.9
NCI_H1703	944	LUNG	57.4
CA46	2924	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	57.4
NCI_H520	2006	LUNG	57.8
NCI_H2172	1286	LUNG	59.6
HCC1569	2098	BREAST	59.9
Hs_940_T	971	SKIN	60.2
NCI_H1092	3599	LUNG	61.1
SK_MM_2	1329	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	61.6
EFM_192A	909	BREAST	61.9
HCC38	1276	BREAST	64
CAMA_1	1439	BREAST	64
EFM_19	1148	BREAST	64
TT	5223	THYROID	64.2
NCI_H69	2664	LUNG	66.2
SCLC_21H	14354	LUNG	66.8
EN	2151	CERVICAL	68.3
HCC202	1080	BREAST	83.2
COR_L95	2822	LUNG	86
MFE_280	1628	CERVICAL	91.8
NCI_N87	1684	STOMACH	117
BT_483	857	BREAST	173
ZR_75_30	1194	BREAST	227
