ccle	outlier	tissue	ic50
SCC_15	569	UPPER_AERODIGESTIVE_TRACT	0.562
ME_1	821	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.58
THP_1	1267	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.584
P31_FUJ	1126	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.605
MSTO_211H	837	LUNG	0.609
JVM_2	2315	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.637
NCI_H1395	1857	LUNG	0.669
U_87_MG	1236	CENTRAL_NERVOUS_SYSTEM	0.748
NCI_H1838	1509	LUNG	0.752
NCI_H2081	3414	LUNG	0.824
KG_1	829	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.952
COLO_800	879	SKIN	1.02
SUP_T1	3163	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.12
KASUMI_1	2236	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.15
SK_MM_2	1329	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.19
COLO_829	1027	SKIN	1.32
CL_11	1045	LARGE_INTESTINE	1.33
JVM_3	1107	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.49
SKM_1	805	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.66
AM_38	1235	CENTRAL_NERVOUS_SYSTEM	1.71
NCI_H1385	21906	LUNG	1.76
NCI_H1666	1473	LUNG	2.08
NCI_H716	1647	LARGE_INTESTINE	2.11
CW_2	1588	LARGE_INTESTINE	2.36
RCC10RGB	1641	KIDNEY	5.93
EKVX	862	LUNG	8.85
