ccle	outlier	tissue	ic50
MOLP_8	744	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	3.63
SK_N_DZ	1709	CENTRAL_NERVOUS_SYSTEM	3.65
OVCAR_4	736	OVARY	3.66
HT_144	630	SKIN	3.73
NCI_H1963	2030	LUNG	3.95
KELLY	3202	CENTRAL_NERVOUS_SYSTEM	3.97
KCL_22	1110	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.03
MHH_NB_11	38432	CENTRAL_NERVOUS_SYSTEM	4.04
KMS_12_BM	1638	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.13
SHP_77	2657	LUNG	4.27
ST486	6104	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.3
SU_DHL_1	6979	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.33
MC116	1302	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.38
KM_H2	1707	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.41
GI_1	866	CENTRAL_NERVOUS_SYSTEM	4.57
SK_LMS_1	755	BONE_AND_SOFT_TISSUE	4.71
OPM_2	1925	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.86
SK_MEL_1	2259	SKIN	4.92
TE_441_T	3689	BONE_AND_SOFT_TISSUE	4.97
JM1	1519	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.24
EJM	1421	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.32
ES_2	873	OVARY	5.33
K_562	1379	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.34
HEL	1202	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.43
PF_382	7791	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.64
NALM_6	2227	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.7
KS_1	700	CENTRAL_NERVOUS_SYSTEM	5.75
HCC1187	1592	BREAST	6
OCI_AML3	1116	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.02
ONS_76	2314	CENTRAL_NERVOUS_SYSTEM	6.05
CAL_148	1255	BREAST	6.1
KU812	1189	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.11
L_1236	1962	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.14
UACC_257	1719	SKIN	6.2
GB_1	1201	CENTRAL_NERVOUS_SYSTEM	6.5
LC_1F	1389	LUNG	6.58
ME_1	821	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.81
SK_MM_2	1329	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.83
CMK	1367	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.93
JURL_MK1	4191	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7
OS_RC_2	1390	KIDNEY	7.09
NOMO_1	1786	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7.11
NCI_H1385	21906	LUNG	7.12
NCI_H1155	1694	LUNG	7.13
PL_21	2004	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7.14
HCC2157	1383	BREAST	7.61
NCI_H524	3023	LUNG	7.63
CHP_126	2950	CENTRAL_NERVOUS_SYSTEM	7.91
SCLC_21H	14354	LUNG	8.16
WSU_DLCL2	4467	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8.24
TE_1	996	OESOPHAGUS	8.35
AMO_1	1746	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8.4
A101D	829	SKIN	8.71
SK_N_FI	2223	CENTRAL_NERVOUS_SYSTEM	8.73
KYM_1	1284	BONE_AND_SOFT_TISSUE	9.06
NCI_H2126	2746	LUNG	9.27
L_363	4784	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.45
TC_71	1189	BONE_AND_SOFT_TISSUE	9.52
HCC1500	2489	BREAST	9.56
SK_ES_1	1705	BONE_AND_SOFT_TISSUE	9.79
HT	2079	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.82
TE_8	3840	OESOPHAGUS	9.82
Toledo	3601	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.95
MPP_89	2517	LUNG	10
NCI_H1648	1958	LUNG	10
SJSA_1	1112	BONE_AND_SOFT_TISSUE	10.1
NCI_H1694	2639	LUNG	10.3
RL95_2	901	CERVICAL	10.3
THP_1	1267	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.6
SCC_15	569	UPPER_AERODIGESTIVE_TRACT	10.8
KURAMOCHI	1804	OVARY	11.2
KNS_42	1188	CENTRAL_NERVOUS_SYSTEM	11.2
COLO_684	3120	CERVICAL	11.2
NCI_H1666	1473	LUNG	12
SF268	1239	CENTRAL_NERVOUS_SYSTEM	12
NCI_H1876	5253	LUNG	12.1
NCI_H1355	1337	LUNG	12.2
NCI_H211	1679	LUNG	12.3
UACC_812	9782	BREAST	12.6
COLO_800	879	SKIN	12.7
SIMA	2852	CENTRAL_NERVOUS_SYSTEM	12.8
Raji	1268	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.8
P3HR_1	1568	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.2
HH	1352	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.2
NCI_H716	1647	LARGE_INTESTINE	13.3
RPMI_8402	966	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.5
U_87_MG	1236	CENTRAL_NERVOUS_SYSTEM	13.8
NCI_H747	1364	LARGE_INTESTINE	15.5
MOLT_13	3827	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.6
JVM_3	1107	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16
KARPAS_299	1559	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.3
NCI_H2081	3414	LUNG	16.6
NCI_H1975	874	LUNG	17.1
BT_474	945	BREAST	17.3
NCI_H82	1749	LUNG	17.4
L_428	1690	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.3
NCI_H23	2264	LUNG	18.4
NCI_H1869	2447	LUNG	18.7
NCI_H1299	1098	LUNG	18.8
NCI_H2196	2857	LUNG	19.2
MSTO_211H	837	LUNG	19.6
P31_FUJ	1126	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	20.2
SNU_5	822	STOMACH	20.6
TF_1	1542	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	20.6
ECC12	1822	STOMACH	20.9
GRANTA_519	2896	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	21.6
HCC1599	6658	BREAST	22
EC_GI_10	4318	OESOPHAGUS	22.9
NCI_H69	2664	LUNG	23.1
NCI_H2227	3241	LUNG	23.3
COR_L95	2822	LUNG	23.8
AM_38	1235	CENTRAL_NERVOUS_SYSTEM	23.8
NCI_H1395	1857	LUNG	26.4
NCI_H209	1778	LUNG	28.3
RS4_11	2514	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.1
CA46	2924	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.2
TALL_1	5061	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	32.5
MDST8	1313	LARGE_INTESTINE	32.8
COLO_829	1027	SKIN	33.4
KASUMI_1	2236	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	39.5
SKM_1	805	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	39.9
CL_11	1045	LARGE_INTESTINE	40.8
TE_6	2551	OESOPHAGUS	42.1
SUP_T1	3163	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	44.7
JVM_2	2315	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	44.8
CW_2	1588	LARGE_INTESTINE	48.2
NCI_H526	1480	LUNG	54.1
NCI_H1092	3599	LUNG	54.2
KARPAS_422	2297	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	54.9
TE_15	826	OESOPHAGUS	60.2
KALS_1	2047	CENTRAL_NERVOUS_SYSTEM	69.3
CAS_1	1586	CENTRAL_NERVOUS_SYSTEM	71.2
KP_N_YN	4239	CENTRAL_NERVOUS_SYSTEM	83.1
NCI_H1838	1509	LUNG	94.2
EKVX	862	LUNG	94.8
RCC10RGB	1641	KIDNEY	144
SNB75	574	CENTRAL_NERVOUS_SYSTEM	159
