ccle	outlier	tissue	ic50
OCI_AML2	2205	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8.23
MONO_MAC_6	1471	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8.36
OVCAR_4	736	OVARY	8.37
JM1	1519	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8.92
TF_1	1542	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.21
EHEB	1698	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.3
NCI_H2171	3025	LUNG	9.47
KE_37	1823	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.61
WSU_DLCL2	4467	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.62
HT_144	630	SKIN	9.69
NCI_H211	1679	LUNG	9.89
EJM	1421	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.1
A3_KAW	1897	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.4
L_540	1561	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.4
KP_N_YN	4239	CENTRAL_NERVOUS_SYSTEM	10.5
NCI_H2126	2746	LUNG	11
AMO_1	1746	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.1
LC_1F	1389	LUNG	11.2
P31_FUJ	1126	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.7
KMS_12_BM	1638	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.2
OCI_AML3	1116	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.2
SU_DHL_8	1686	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.5
Toledo	3601	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.8
ES_2	873	OVARY	12.9
L_1236	1962	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.8
THP_1	1267	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.8
Calu_6	1156	LUNG	14
TE_9	962	OESOPHAGUS	14
NALM_6	2227	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14
JJN_3	1083	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.3
CHP_126	2950	CENTRAL_NERVOUS_SYSTEM	14.3
HEL	1202	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.6
SF539	714	CENTRAL_NERVOUS_SYSTEM	14.7
OPM_2	1925	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.8
SK_MEL_1	2259	SKIN	15
TE_441_T	3689	BONE_AND_SOFT_TISSUE	15.1
L_363	4784	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.2
KARPAS_299	1559	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.2
OCI_LY_19	2809	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.3
NCI_H1155	1694	LUNG	15.3
CMK	1367	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.4
EC_GI_10	4318	OESOPHAGUS	15.4
KYM_1	1284	BONE_AND_SOFT_TISSUE	15.5
RPMI_8226	1249	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.7
KARPAS_620	2397	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16
SK_N_FI	2223	CENTRAL_NERVOUS_SYSTEM	16.1
HCC1187	1592	BREAST	16.7
MOLT_13	3827	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.7
LP_1	1932	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17
GRANTA_519	2896	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17.1
HH	1352	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17.8
KM_H2	1707	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.2
OCI_AML5	1455	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.3
BT_474	945	BREAST	18.3
CAL_148	1255	BREAST	18.6
KG_1	829	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.7
NCI_H1963	2030	LUNG	19
NOMO_1	1786	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.1
KARPAS_422	2297	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.2
HL_60	4186	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.3
RS4_11	2514	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.6
KP_N_RT_BM_1	5933	CENTRAL_NERVOUS_SYSTEM	19.6
NCI_H209	1778	LUNG	19.8
KASUMI_1	2236	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.9
AM_38	1235	CENTRAL_NERVOUS_SYSTEM	19.9
NCI_H82	1749	LUNG	20.1
MOLP_8	744	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	20.6
SUP_T1	3163	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	21.6
SJSA_1	1112	BONE_AND_SOFT_TISSUE	21.6
SK_LMS_1	755	BONE_AND_SOFT_TISSUE	21.6
L_428	1690	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	21.9
TALL_1	5061	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.1
HT	2079	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.3
SCLC_21H	14354	LUNG	22.8
EKVX	862	LUNG	22.8
A4_Fuk	1385	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.9
Raji	1268	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23.3
CA46	2924	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23.4
NCI_H1092	3599	LUNG	23.4
MDST8	1313	LARGE_INTESTINE	23.9
A101D	829	SKIN	24.3
RCC10RGB	1641	KIDNEY	24.7
HCC2157	1383	BREAST	24.8
SIMA	2852	CENTRAL_NERVOUS_SYSTEM	25.3
NCI_H1838	1509	LUNG	26.6
HCC1500	2489	BREAST	26.6
NCI_H1666	1473	LUNG	26.8
NCI_H526	1480	LUNG	27
NCI_H1876	5253	LUNG	27.7
NCI_H23	2264	LUNG	27.9
COLO_829	1027	SKIN	27.9
UACC_257	1719	SKIN	28
SK_ES_1	1705	BONE_AND_SOFT_TISSUE	28.5
JVM_3	1107	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29
SNU_5	822	STOMACH	29.8
NCI_H716	1647	LARGE_INTESTINE	30.1
NCI_H69	2664	LUNG	30.6
ONS_76	2314	CENTRAL_NERVOUS_SYSTEM	30.8
MHH_NB_11	38432	CENTRAL_NERVOUS_SYSTEM	30.9
NCI_H1385	21906	LUNG	31.9
COLO_684	3120	CERVICAL	32.4
NCI_H2196	2857	LUNG	32.5
U_87_MG	1236	CENTRAL_NERVOUS_SYSTEM	32.6
SK_MM_2	1329	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	34.4
PL_21	2004	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	36.3
ME_1	821	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	36.4
MDA_MB_134_VI	8586	BREAST	40.7
CL_11	1045	LARGE_INTESTINE	40.9
CAS_1	1586	CENTRAL_NERVOUS_SYSTEM	41
COR_L95	2822	LUNG	43.6
NCI_H2081	3414	LUNG	44.1
CW_2	1588	LARGE_INTESTINE	45.3
SCC_15	569	UPPER_AERODIGESTIVE_TRACT	50.9
