ccle	outlier	tissue	ic50
RPMI_8402	966	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.3
HEL	1202	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.6
L_1236	1962	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.7
HCC1500	2489	BREAST	14.8
COLO_800	879	SKIN	14.8
MDA_MB_134_VI	8586	BREAST	14.8
JM1	1519	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.9
TC_71	1189	BONE_AND_SOFT_TISSUE	15
AMO_1	1746	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15
KARPAS_299	1559	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.1
OPM_2	1925	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.2
HH	1352	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.2
SCC_15	569	UPPER_AERODIGESTIVE_TRACT	15.2
NCI_H1155	1694	LUNG	15.3
LXF_289	3464	LUNG	15.3
CMK	1367	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.4
WSU_DLCL2	4467	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.6
JVM_2	2315	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.7
DOHH_2	1409	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.9
L_363	4784	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.1
KARPAS_620	2397	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.1
KALS_1	2047	CENTRAL_NERVOUS_SYSTEM	16.1
TE_6	2551	OESOPHAGUS	16.2
OCI_LY_19	2809	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.2
EJM	1421	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.4
MOLT_13	3827	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.7
P3HR_1	1568	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.9
LP_1	1932	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17
NCI_H82	1749	LUNG	17
ES_2	873	OVARY	17.1
HCC1187	1592	BREAST	17.2
Daudi	1832	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17.5
TALL_1	5061	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17.8
HCC1599	6658	BREAST	17.9
KM_H2	1707	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18
THP_1	1267	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.1
KELLY	3202	CENTRAL_NERVOUS_SYSTEM	18.2
NCI_H1963	2030	LUNG	18.3
TE_1	996	OESOPHAGUS	18.3
KG_1	829	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.4
MONO_MAC_6	1471	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.5
PF_382	7791	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.9
HL_60	4186	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19
SCLC_21H	14354	LUNG	19
U_87_MG	1236	CENTRAL_NERVOUS_SYSTEM	19.1
NCI_H1092	3599	LUNG	19.4
SF126	698	CENTRAL_NERVOUS_SYSTEM	19.8
CAL_148	1255	BREAST	20
TE_15	826	OESOPHAGUS	20.1
SK_UT_1	2106	BONE_AND_SOFT_TISSUE	20.1
SK_LMS_1	755	BONE_AND_SOFT_TISSUE	20.3
TE_10	4325	OESOPHAGUS	20.9
SU_DHL_8	1686	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	21.2
MOLP_8	744	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	21.5
NOMO_1	1786	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	21.6
COLO_829	1027	SKIN	21.7
GRANTA_519	2896	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.2
GI_1	866	CENTRAL_NERVOUS_SYSTEM	22.2
HT	2079	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.3
L_428	1690	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.6
COLO_684	3120	CERVICAL	22.8
MSTO_211H	837	LUNG	23
AM_38	1235	CENTRAL_NERVOUS_SYSTEM	23.2
SK_N_FI	2223	CENTRAL_NERVOUS_SYSTEM	23.2
KASUMI_1	2236	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23.4
Raji	1268	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24.3
SIMA	2852	CENTRAL_NERVOUS_SYSTEM	24.3
MHH_NB_11	38432	CENTRAL_NERVOUS_SYSTEM	24.7
NCI_H1648	1958	LUNG	25.3
HOP_62	780	LUNG	25.3
TF_1	1542	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	26.2
NCI_H526	1480	LUNG	26.8
KARPAS_422	2297	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	27.5
MDST8	1313	LARGE_INTESTINE	27.6
KNS_42	1188	CENTRAL_NERVOUS_SYSTEM	27.9
NCI_H23	2264	LUNG	28
A4_Fuk	1385	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	28.6
EC_GI_10	4318	OESOPHAGUS	28.6
NCI_H2081	3414	LUNG	28.8
JVM_3	1107	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29
CAS_1	1586	CENTRAL_NERVOUS_SYSTEM	29.1
SKM_1	805	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.2
NCI_H1876	5253	LUNG	29.7
NCI_H209	1778	LUNG	29.9
Toledo	3601	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.9
SF268	1239	CENTRAL_NERVOUS_SYSTEM	29.9
CA46	2924	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	30.1
ONS_76	2314	CENTRAL_NERVOUS_SYSTEM	30.4
SNU_5	822	STOMACH	30.8
SK_ES_1	1705	BONE_AND_SOFT_TISSUE	31
SJSA_1	1112	BONE_AND_SOFT_TISSUE	31.2
TE_8	3840	OESOPHAGUS	32
NCI_H1869	2447	LUNG	32.2
TE_9	962	OESOPHAGUS	32.3
KURAMOCHI	1804	OVARY	33.9
SK_MM_2	1329	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	34.2
KM12	7295	LARGE_INTESTINE	34.2
HCC2157	1383	BREAST	34.5
NCI_H716	1647	LARGE_INTESTINE	34.6
UACC_257	1719	SKIN	35.3
A101D	829	SKIN	35.5
NCI_H1385	21906	LUNG	35.9
KP_N_YN	4239	CENTRAL_NERVOUS_SYSTEM	35.9
PL_21	2004	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	36.4
NCI_H1975	874	LUNG	36.9
NCI_H69	2664	LUNG	37
GB_1	1201	CENTRAL_NERVOUS_SYSTEM	37.2
KS_1	700	CENTRAL_NERVOUS_SYSTEM	37.5
BT_474	945	BREAST	37.8
ME_1	821	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	40.8
NCI_H1299	1098	LUNG	41.9
NCI_H1838	1509	LUNG	42.7
CW_2	1588	LARGE_INTESTINE	43.2
NCI_H747	1364	LARGE_INTESTINE	43.7
SH_4	1508	SKIN	44.5
COR_L95	2822	LUNG	44.7
CL_11	1045	LARGE_INTESTINE	44.7
LC_1F	1389	LUNG	45.7
EHEB	1698	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	50.1
OVCAR_4	736	OVARY	51.5
NCI_H2126	2746	LUNG	53.1
NCI_H1355	1337	LUNG	57.7
SNB75	574	CENTRAL_NERVOUS_SYSTEM	58.4
OS_RC_2	1390	KIDNEY	60.6
KLE	1367	CERVICAL	65.8
RCC10RGB	1641	KIDNEY	178
EKVX	862	LUNG	231
