Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
OCI-AML5	LAML	blood	acute_myeloid_leukaemia	0.399	0.867
HT-115	COREAD	digestive_system	large_intestine	0.402	0.868
JHU-029	HNSC	aero_digestive_tract	head_and_neck	0.404	0.823
WM1552C	SKCM	skin	melanoma	0.404	0.852
HOS	UNCLASSIFIED	bone	osteosarcoma	0.405	0.886
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	0.405	0.907
HCC-827	LUAD	lung	lung_NSCLC_adenocarcinoma	0.405	0.833
ES8	UNCLASSIFIED	bone	ewings_sarcoma	0.408	0.867
NCI-H2052	MESO	lung	mesothelioma	0.409	0.82
MCF7	BRCA	breast	breast	0.409	0.849
DU-4475	BRCA	breast	breast	0.41	0.893
PANC-10-05	PAAD	pancreas	pancreas	0.411	0.82
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	0.412	0.85
MRK-nu-1	BRCA	breast	breast	0.415	0.87
D-263MG	GBM	nervous_system	glioma	0.415	0.828
SW156	KIRC	kidney	kidney	0.417	0.841
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	0.422	0.848
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.423	0.835
HSC-3	HNSC	aero_digestive_tract	head_and_neck	0.425	0.886
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.425	0.881
OS-RC-2	KIRC	kidney	kidney	0.425	0.807
A2058	SKCM	skin	melanoma	0.425	0.877
SW780	BLCA	urogenital_system	bladder	0.426	0.845
SK-MEL-30	SKCM	skin	melanoma	0.427	0.85
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	0.428	0.84
JM1	DLBC	blood	B_cell_lymphoma	0.429	0.886
ACHN	KIRC	kidney	kidney	0.429	0.84
NCI-H460	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.43	0.876
BICR31	HNSC	aero_digestive_tract	head_and_neck	0.432	0.859
LOU-NH91	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.432	0.847
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	0.433	0.845
IMR-5	NB	nervous_system	neuroblastoma	0.433	0.891
A4-Fuk	DLBC	blood	B_cell_lymphoma	0.434	0.854
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	0.434	0.866
U251	GBM	nervous_system	glioma	0.434	0.869
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.435	0.906
BC-3	DLBC	blood	B_cell_lymphoma	0.436	0.881
CAL-78	UNCLASSIFIED	bone	chondrosarcoma	0.439	0.84
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	0.44	0.86
GAMG	LGG	nervous_system	glioma	0.44	0.855
NCI-H2369	MESO	lung	mesothelioma	0.441	0.856
KMRC-1	KIRC	kidney	kidney	0.445	0.854
ES7	UNCLASSIFIED	bone	ewings_sarcoma	0.448	0.859
EFE-184	UNCLASSIFIED	urogenital_system	endometrium	0.448	0.779
KARPAS-45	ALL	blood	lymphoblastic_leukemia	0.448	0.897
BL-70	UNCLASSIFIED	blood	Burkitt_lymphoma	0.449	0.899
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	0.45	0.842
CHL-1	SKCM	skin	melanoma	0.452	0.874
A704	KIRC	kidney	kidney	0.455	0.87
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	0.456	0.893
NCI-H1734	LUAD	lung	lung_NSCLC_adenocarcinoma	0.457	0.851
ESS-1	UNCLASSIFIED	urogenital_system	endometrium	0.458	0.884
RKO	COREAD	digestive_system	large_intestine	0.461	0.879
HCC38	BRCA	breast	breast	0.461	0.854
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	0.462	0.89
HT-144	SKCM	skin	melanoma	0.462	0.85
NCI-H3118	UNCLASSIFIED	aero_digestive_tract	head_and_neck	0.464	0.853
ML-2	LAML	blood	acute_myeloid_leukaemia	0.466	0.888
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	0.468	0.869
HA7-RCC	KIRC	kidney	kidney	0.469	0.853
VMRC-RCZ	KIRC	kidney	kidney	0.471	0.845
RXF393	KIRC	kidney	kidney	0.474	0.822
A375	SKCM	skin	melanoma	0.475	0.905
SK-HEP-1	LIHC	digestive_system	liver	0.481	0.882
SCC90	HNSC	aero_digestive_tract	head_and_neck	0.483	0.82
G-MEL	SKCM	skin	melanoma	0.486	0.873
NOS-1	UNCLASSIFIED	bone	osteosarcoma	0.486	0.842
TE-15	ESCA	aero_digestive_tract	oesophagus	0.487	0.853
CHSA0011	UNCLASSIFIED	bone	chondrosarcoma	0.488	0.823
RL95-2	UNCLASSIFIED	urogenital_system	endometrium	0.489	0.873
PCI-6A	HNSC	aero_digestive_tract	head_and_neck	0.489	0.875
NCI-H2405	LUAD	lung	lung_NSCLC_adenocarcinoma	0.501	0.858
REH	UNCLASSIFIED	blood	B_cell_leukemia	0.504	0.881
NCI-H2722	MESO	lung	mesothelioma	0.507	0.849
ECC12	UNCLASSIFIED	digestive_system	stomach	0.509	0.842
BV-173	LCML	blood	chronic_myeloid_leukaemia	0.51	0.898
SUP-T1	ALL	blood	lymphoblastic_T_cell_leukaemia	0.511	0.891
MKN1	UNCLASSIFIED	digestive_system	stomach	0.512	0.868
MC116	DLBC	blood	B_cell_lymphoma	0.514	0.968
ES1	UNCLASSIFIED	bone	ewings_sarcoma	0.514	0.879
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	0.517	0.88
EW-7	UNCLASSIFIED	bone	ewings_sarcoma	0.519	0.9
SW1783	LGG	nervous_system	glioma	0.521	0.894
MPP-89	MESO	lung	mesothelioma	0.521	0.839
NCI-H290	MESO	lung	mesothelioma	0.522	0.892
TE-9	ESCA	aero_digestive_tract	oesophagus	0.522	0.871
HuO9	UNCLASSIFIED	bone	osteosarcoma	0.523	0.862
MOG-G-UVW	LGG	nervous_system	glioma	0.525	0.882
H2596	UNCLASSIFIED	lung	mesothelioma	0.526	0.899
BPH-1	UNCLASSIFIED	urogenital_system	prostate	0.527	0.863
KYSE-520	ESCA	aero_digestive_tract	oesophagus	0.528	0.837
HOP-92	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.529	0.857
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	0.529	0.897
NB4	LAML	blood	acute_myeloid_leukaemia	0.53	0.916
OVCAR-5	OV	urogenital_system	ovary	0.531	0.852
VMRC-RCW	KIRC	kidney	kidney	0.532	0.892
NCI-H1963	SCLC	lung	lung_small_cell_carcinoma	0.534	0.904
CAL-62	THCA	thyroid	thyroid	0.535	0.888
BxPC-3	PAAD	pancreas	pancreas	0.538	0.863
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	0.539	0.912
A101D	SKCM	skin	melanoma	0.55	0.852
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	0.553	0.91
CESS	LAML	blood	acute_myeloid_leukaemia	0.553	0.91
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	0.553	0.897
JHH-1	LIHC	digestive_system	liver	0.554	0.87
BHY	HNSC	aero_digestive_tract	head_and_neck	0.557	0.883
SK-LU-1	LUAD	lung	lung_NSCLC_adenocarcinoma	0.56	0.849
KYSE-180	ESCA	aero_digestive_tract	oesophagus	0.561	0.892
BC-2	UNCLASSIFIED	blood	B_cell_lymphoma	0.563	0.874
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	0.563	0.924
VM-CUB-1	BLCA	urogenital_system	bladder	0.565	0.89
SUP-B15	ALL	blood	lymphoblastic_leukemia	0.569	0.893
ASH-3	THCA	thyroid	thyroid	0.57	0.885
BE-13	ALL	blood	lymphoblastic_leukemia	0.57	0.896
SU-DHL-8	DLBC	blood	B_cell_lymphoma	0.571	0.897
KP-3	UNCLASSIFIED	pancreas	pancreas	0.572	0.86
UM-UC-3	BLCA	urogenital_system	bladder	0.574	0.897
NCI-H2869	MESO	lung	mesothelioma	0.58	0.855
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	0.582	0.911
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	0.585	0.877
SNG-M	UCEC	urogenital_system	endometrium	0.586	0.891
NH-12	NB	nervous_system	neuroblastoma	0.588	0.87
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	0.589	0.878
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	0.595	0.927
639-V	BLCA	urogenital_system	bladder	0.599	0.918
CAL-33	HNSC	aero_digestive_tract	head_and_neck	0.602	0.889
RH-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	0.603	0.922
HeLa	CESC	urogenital_system	cervix	0.604	0.898
GCT	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.606	0.902
NCI-H2171	SCLC	lung	lung_small_cell_carcinoma	0.609	0.916
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	0.61	0.881
SNU-182	LIHC	digestive_system	liver	0.615	0.885
WM35	SKCM	skin	melanoma	0.615	0.89
KYSE-220	ESCA	aero_digestive_tract	oesophagus	0.616	0.883
CS1	UNCLASSIFIED	bone	bone_other	0.628	0.876
CFPAC-1	PAAD	pancreas	pancreas	0.629	0.873
DSH1	BLCA	urogenital_system	bladder	0.63	0.901
LoVo	COREAD	digestive_system	large_intestine	0.636	0.892
LS-1034	COREAD	digestive_system	large_intestine	0.636	0.879
LB2241-RCC	KIRC	kidney	kidney	0.637	0.877
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	0.64	0.877
OAW-28	OV	urogenital_system	ovary	0.656	0.863
EFO-27	UNCLASSIFIED	urogenital_system	ovary	0.659	0.865
CTV-1	LAML	blood	acute_myeloid_leukaemia	0.66	0.938
PCI-30	HNSC	aero_digestive_tract	head_and_neck	0.661	0.867
MEG-01	LCML	blood	chronic_myeloid_leukaemia	0.663	0.908
HAL-01	ALL	blood	lymphoblastic_leukemia	0.665	0.919
C-4-I	CESC	urogenital_system	cervix	0.665	0.885
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	0.667	0.905
SCC-9	HNSC	aero_digestive_tract	head_and_neck	0.675	0.864
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	0.678	0.89
HL-60	LAML	blood	acute_myeloid_leukaemia	0.679	0.918
Detroit562	HNSC	aero_digestive_tract	head_and_neck	0.681	0.906
Sarc9371	UNCLASSIFIED	bone	bone_other	0.685	0.835
RERF-GC-1B	STAD	digestive_system	stomach	0.688	0.884
8305C	THCA	thyroid	thyroid	0.691	0.861
HEL	LAML	blood	acute_myeloid_leukaemia	0.691	0.934
MS751	CESC	urogenital_system	cervix	0.691	0.914
NCI-H1048	SCLC	lung	lung_small_cell_carcinoma	0.698	0.92
OSC-19	HNSC	aero_digestive_tract	head_and_neck	0.702	0.896
Daoy	MB	nervous_system	medulloblastoma	0.705	0.919
NCI-H2731	MESO	lung	mesothelioma	0.708	0.882
LS-180	COREAD	digestive_system	large_intestine	0.708	0.882
NCI-H719	UNCLASSIFIED	lung	lung_small_cell_carcinoma	0.708	0.896
RERF-LC-KJ	LUAD	lung	lung_NSCLC_adenocarcinoma	0.709	0.898
NCI-H2804	MESO	lung	mesothelioma	0.709	0.888
COLO-680N	ESCA	aero_digestive_tract	oesophagus	0.71	0.878
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	0.719	0.892
SUP-M2	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	0.721	0.957
OAW-42	OV	urogenital_system	ovary	0.721	0.892
NU-DUL-1	DLBC	blood	B_cell_lymphoma	0.722	0.944
NB13	NB	nervous_system	neuroblastoma	0.724	0.925
NCI-H1522	UNCLASSIFIED	lung	lung_small_cell_carcinoma	0.732	0.928
GB-1	GBM	nervous_system	glioma	0.735	0.881
CAL-85-1	BRCA	breast	breast	0.736	0.87
NCI-H1703	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	0.737	0.877
Hs-445	UNCLASSIFIED	blood	Hodgkin_lymphoma	0.738	0.918
RPMI-7951	SKCM	skin	melanoma	0.74	0.911
T24	BLCA	urogenital_system	bladder	0.744	0.913
KP-N-YS	NB	nervous_system	neuroblastoma	0.75	0.887
