Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
KYSE-410	ESCA	aero_digestive_tract	oesophagus	0.0618	0.705
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	0.0636	0.708
KNS-62	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.064	0.682
KP-3	UNCLASSIFIED	pancreas	pancreas	0.0648	0.701
K-562	LCML	blood	chronic_myeloid_leukaemia	0.065	0.722
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	0.0666	0.722
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	0.0667	0.721
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.067	0.728
ME-1	LAML	blood	acute_myeloid_leukaemia	0.0674	0.716
8305C	THCA	thyroid	thyroid	0.0674	0.697
OVCA432	UNCLASSIFIED	urogenital_system	ovary	0.0685	0.719
HT-1080	UNCLASSIFIED	soft_tissue	fibrosarcoma	0.0699	0.741
GAK	SKCM	skin	melanoma	0.0707	0.735
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	0.071	0.704
RKN	UNCLASSIFIED	urogenital_system	ovary	0.0711	0.724
D-263MG	GBM	nervous_system	glioma	0.0716	0.711
NB69	NB	nervous_system	neuroblastoma	0.0717	0.746
OACp4C	ESCA	aero_digestive_tract	oesophagus	0.0728	0.715
MDA-MB-468	BRCA	breast	breast	0.0754	0.743
8505C	THCA	thyroid	thyroid	0.0762	0.734
NCI-H838	LUAD	lung	lung_NSCLC_adenocarcinoma	0.0772	0.737
B-CPAP	THCA	thyroid	thyroid	0.0777	0.755
CAL-62	THCA	thyroid	thyroid	0.0792	0.751
OMC-1	CESC	urogenital_system	cervix	0.0795	0.741
PA-TU-8902	PAAD	pancreas	pancreas	0.0799	0.729
LCLC-97TM1	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.0803	0.737
OS-RC-2	KIRC	kidney	kidney	0.0813	0.71
NCI-H2373	MESO	lung	mesothelioma	0.0832	0.727
YT	ALL	blood	lymphoid_neoplasm_other	0.0837	0.774
RXF393	KIRC	kidney	kidney	0.084	0.718
JHOS-3	OV	urogenital_system	ovary	0.0848	0.727
HN	HNSC	aero_digestive_tract	head_and_neck	0.086	0.764
SISO	CESC	urogenital_system	cervix	0.0862	0.762
MDA-MB-436	BRCA	breast	breast	0.0867	0.732
OSC-19	HNSC	aero_digestive_tract	head_and_neck	0.0873	0.754
NCI-H1563	LUAD	lung	lung_NSCLC_adenocarcinoma	0.0882	0.74
CHSA0011	UNCLASSIFIED	bone	chondrosarcoma	0.0882	0.722
CAL-27	HNSC	aero_digestive_tract	head_and_neck	0.0888	0.758
EoL-1-cell	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	0.0889	0.777
RERF-LC-Sq1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.0892	0.719
Hs-746T	STAD	digestive_system	stomach	0.0903	0.73
Hey	OV	urogenital_system	ovary	0.0904	0.77
SW780	BLCA	urogenital_system	bladder	0.0908	0.753
SCC-25	HNSC	aero_digestive_tract	head_and_neck	0.0931	0.752
SF268	GBM	nervous_system	glioma	0.0938	0.758
NUGC-4	STAD	digestive_system	stomach	0.0946	0.768
SK-MEL-31	SKCM	skin	melanoma	0.0953	0.741
LOU-NH91	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.0961	0.76
NCI-H508	COREAD	digestive_system	large_intestine	0.0969	0.712
ES8	UNCLASSIFIED	bone	ewings_sarcoma	0.098	0.784
MHH-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	0.0981	0.775
SF126	GBM	nervous_system	glioma	0.0992	0.768
PEO1	OV	urogenital_system	ovary	0.0997	0.77
LS-411N	COREAD	digestive_system	large_intestine	0.0997	0.752
MDST8	COREAD	digestive_system	large_intestine	0.101	0.778
FU97	STAD	digestive_system	stomach	0.101	0.774
MEG-01	LCML	blood	chronic_myeloid_leukaemia	0.102	0.787
LAN-6	NB	nervous_system	neuroblastoma	0.103	0.757
OCI-AML5	LAML	blood	acute_myeloid_leukaemia	0.103	0.792
OVMIU	OV	urogenital_system	ovary	0.104	0.754
NCI-H460	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.104	0.794
COLO-678	COREAD	digestive_system	large_intestine	0.104	0.75
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.104	0.766
SJSA-1	UNCLASSIFIED	bone	bone_other	0.104	0.766
NCI-H929	MM	blood	myeloma	0.107	0.807
CAPAN-2	PAAD	pancreas	pancreas	0.108	0.76
BFTC-905	BLCA	urogenital_system	bladder	0.108	0.808
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	0.109	0.77
KYSE-520	ESCA	aero_digestive_tract	oesophagus	0.11	0.752
JHOS-4	OV	urogenital_system	ovary	0.11	0.744
SNU-5	STAD	digestive_system	stomach	0.11	0.786
RCC-FG2	KIRC	kidney	kidney	0.112	0.759
LN-229	GBM	nervous_system	glioma	0.112	0.791
NCI-H2369	MESO	lung	mesothelioma	0.113	0.786
DBTRG-05MG	GBM	nervous_system	glioma	0.114	0.771
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	0.115	0.817
TGBC11TKB	STAD	digestive_system	stomach	0.117	0.814
HA7-RCC	KIRC	kidney	kidney	0.117	0.782
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	0.117	0.798
RCC-JW	KIRC	kidney	kidney	0.117	0.792
SKG-IIIa	CESC	urogenital_system	cervix	0.118	0.759
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	0.118	0.774
C3A	LIHC	digestive_system	liver	0.12	0.792
LN-18	GBM	nervous_system	glioma	0.121	0.834
SK-HEP-1	LIHC	digestive_system	liver	0.122	0.81
CHL-1	SKCM	skin	melanoma	0.123	0.81
HAL-01	ALL	blood	lymphoblastic_leukemia	0.123	0.821
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	0.125	0.805
PANC-03-27	PAAD	pancreas	pancreas	0.126	0.815
Hep3B2-1-7	LIHC	digestive_system	liver	0.127	0.806
NCI-H2347	LUAD	lung	lung_NSCLC_adenocarcinoma	0.129	0.781
HCT-15	COREAD	digestive_system	large_intestine	0.13	0.799
MDA-MB-231	BRCA	breast	breast	0.132	0.801
NCI-H661	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.132	0.785
OV-56	OV	urogenital_system	ovary	0.132	0.815
TE-12	ESCA	aero_digestive_tract	oesophagus	0.133	0.785
HT55	COREAD	digestive_system	large_intestine	0.134	0.81
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	0.135	0.837
NB14	NB	nervous_system	neuroblastoma	0.137	0.823
CAL-29	BLCA	urogenital_system	bladder	0.137	0.804
D-502MG	LGG	nervous_system	glioma	0.137	0.758
SNU-81	COREAD	digestive_system	large_intestine	0.138	0.776
CS1	UNCLASSIFIED	bone	bone_other	0.14	0.801
MOLM-16	LAML	blood	acute_myeloid_leukaemia	0.144	0.841
HCC1419	BRCA	breast	breast	0.145	0.774
DiFi	COREAD	digestive_system	large_intestine	0.145	0.814
ME-180	CESC	urogenital_system	cervix	0.146	0.816
KU-19-19	BLCA	urogenital_system	bladder	0.147	0.822
CAL-85-1	BRCA	breast	breast	0.148	0.79
ML-2	LAML	blood	acute_myeloid_leukaemia	0.148	0.842
NKM-1	LAML	blood	acute_myeloid_leukaemia	0.15	0.82
PANC-04-03	PAAD	pancreas	pancreas	0.15	0.763
MOLP-8	MM	blood	myeloma	0.152	0.832
EFO-27	UNCLASSIFIED	urogenital_system	ovary	0.154	0.797
RCC-AB	KIRC	kidney	kidney	0.156	0.793
Ca9-22	HNSC	aero_digestive_tract	head_and_neck	0.158	0.842
Ca-Ski	CESC	urogenital_system	cervix	0.159	0.815
DK-MG	GBM	nervous_system	glioma	0.159	0.779
OV-7	OV	urogenital_system	ovary	0.16	0.776
OE21	ESCA	aero_digestive_tract	oesophagus	0.16	0.789
OV-17R	OV	urogenital_system	ovary	0.161	0.787
A4-Fuk	DLBC	blood	B_cell_lymphoma	0.161	0.826
NUGC-3	STAD	digestive_system	stomach	0.162	0.816
SNU-423	LIHC	digestive_system	liver	0.162	0.811
NCI-H2066	SCLC	lung	lung_small_cell_carcinoma	0.164	0.759
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.165	0.869
JSC-1	DLBC	blood	B_cell_lymphoma	0.169	0.839
A388	UNCLASSIFIED	skin	skin_other	0.17	0.818
MG-63	UNCLASSIFIED	bone	osteosarcoma	0.17	0.817
DND-41	ALL	blood	T_cell_leukemia	0.171	0.86
RCC-ER	KIRC	kidney	kidney	0.174	0.823
HuCCT1	UNCLASSIFIED	digestive_system	biliary_tract	0.175	0.825
BV-173	LCML	blood	chronic_myeloid_leukaemia	0.175	0.863
SKN-3	HNSC	aero_digestive_tract	head_and_neck	0.176	0.818
SK-N-FI	NB	nervous_system	neuroblastoma	0.177	0.844
KM12	COREAD	digestive_system	large_intestine	0.177	0.83
SAT	HNSC	aero_digestive_tract	head_and_neck	0.178	0.784
AU565	BRCA	breast	breast	0.179	0.828
A498	KIRC	kidney	kidney	0.179	0.788
NB5	NB	nervous_system	neuroblastoma	0.181	0.842
MY-M12	ALL	blood	leukemia	0.181	0.828
HuTu-80	UNCLASSIFIED	digestive_system	digestive_system_other	0.182	0.879
NCC010	KIRC	kidney	kidney	0.183	0.834
SiHa	CESC	urogenital_system	cervix	0.184	0.825
CCK-81	COREAD	digestive_system	large_intestine	0.184	0.856
SW1417	COREAD	digestive_system	large_intestine	0.185	0.824
KGN	UNCLASSIFIED	urogenital_system	ovary	0.187	0.82
IGROV-1	OV	urogenital_system	ovary	0.187	0.795
D-542MG	GBM	nervous_system	glioma	0.188	0.819
RERF-LC-KJ	LUAD	lung	lung_NSCLC_adenocarcinoma	0.188	0.844
NCI-H2444	UNCLASSIFIED	lung	lung_NSCLC_not_specified	0.19	0.831
NCI-H2731	MESO	lung	mesothelioma	0.192	0.831
PCI-6A	HNSC	aero_digestive_tract	head_and_neck	0.192	0.854
BE2-M17	NB	nervous_system	neuroblastoma	0.196	0.848
SK-LU-1	LUAD	lung	lung_NSCLC_adenocarcinoma	0.196	0.818
HT-3	CESC	urogenital_system	cervix	0.199	0.852
SNU-449	LIHC	digestive_system	liver	0.201	0.842
TE-8	ESCA	aero_digestive_tract	oesophagus	0.203	0.845
DAN-G	PAAD	pancreas	pancreas	0.203	0.879
SKN	UNCLASSIFIED	urogenital_system	uterus	0.206	0.83
TOV-21G	OV	urogenital_system	ovary	0.206	0.844
CGTH-W-1	THCA	thyroid	thyroid	0.206	0.859
PFSK-1	MB	nervous_system	medulloblastoma	0.207	0.848
LS-1034	COREAD	digestive_system	large_intestine	0.207	0.843
RPMI-8226	MM	blood	myeloma	0.208	0.883
786-0	KIRC	kidney	kidney	0.209	0.873
NCI-H358	LUAD	lung	lung_NSCLC_adenocarcinoma	0.209	0.578
SK-MES-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.21	0.847
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	0.211	0.812
IGR-1	SKCM	skin	melanoma	0.215	0.884
RPMI-7951	SKCM	skin	melanoma	0.217	0.867
IOSE-397	UNCLASSIFIED	urogenital_system	ovary	0.218	0.856
HCT-116	COREAD	digestive_system	large_intestine	0.218	0.872
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	0.221	0.862
HCC1143	BRCA	breast	breast	0.221	0.818
WM1552C	SKCM	skin	melanoma	0.221	0.863
JHH-7	LIHC	digestive_system	liver	0.222	0.876
CL-40	COREAD	digestive_system	large_intestine	0.223	0.793
CAL-78	UNCLASSIFIED	bone	chondrosarcoma	0.224	0.844
OCI-LY-19	DLBC	blood	B_cell_lymphoma	0.224	0.879
OVTOKO	OV	urogenital_system	ovary	0.224	0.831
SNU-182	LIHC	digestive_system	liver	0.228	0.861
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	0.23	0.864
LNZTA3WT4	GBM	nervous_system	glioma	0.235	0.874
NCI-H1792	LUAD	lung	lung_NSCLC_adenocarcinoma	0.235	0.888
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.237	0.848
OVCAR-4	OV	urogenital_system	ovary	0.241	0.816
HOS	UNCLASSIFIED	bone	osteosarcoma	0.242	0.905
U-CH1	UNCLASSIFIED	-	-	0.245	0.829
BICR10	HNSC	aero_digestive_tract	head_and_neck	0.25	0.853
SNU-C2B	COREAD	digestive_system	large_intestine	0.251	0.837
HT-115	COREAD	digestive_system	large_intestine	0.251	0.891
MOG-G-UVW	LGG	nervous_system	glioma	0.252	0.881
GCIY	STAD	digestive_system	stomach	0.259	0.861
OAW-42	OV	urogenital_system	ovary	0.259	0.867
MM1S	MM	blood	myeloma	0.259	0.888
OVISE	OV	urogenital_system	ovary	0.259	0.838
CFPAC-1	PAAD	pancreas	pancreas	0.26	0.859
COR-L23	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.26	0.884
VM-CUB-1	BLCA	urogenital_system	bladder	0.262	0.886
NCI-H1703	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	0.266	0.853
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	0.267	0.859
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	0.27	0.937
NCI-H3122	LUAD	lung	lung_NSCLC_adenocarcinoma	0.271	0.879
KYSE-150	ESCA	aero_digestive_tract	oesophagus	0.272	0.89
JIMT-1	BRCA	breast	breast	0.272	0.872
SF539	LGG	nervous_system	glioma	0.277	0.903
NCI-H2795	MESO	lung	mesothelioma	0.278	0.887
MKN28	STAD	digestive_system	stomach	0.278	0.881
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	0.28	0.869
TE-6	ESCA	aero_digestive_tract	oesophagus	0.282	0.863
HCC1937	BRCA	breast	breast	0.284	0.865
TE-4	ESCA	aero_digestive_tract	oesophagus	0.285	0.888
MZ1-PC	PAAD	pancreas	pancreas	0.285	0.856
WM793B	SKCM	skin	melanoma	0.286	0.872
HDQ-P1	BRCA	breast	breast	0.289	0.862
ALL-PO	ALL	blood	lymphoblastic_leukemia	0.292	0.88
KYSE-220	ESCA	aero_digestive_tract	oesophagus	0.293	0.881
HSC-2	HNSC	aero_digestive_tract	head_and_neck	0.294	0.903
PANC-10-05	PAAD	pancreas	pancreas	0.294	0.854
BHY	HNSC	aero_digestive_tract	head_and_neck	0.296	0.635
T-T	ESCA	aero_digestive_tract	oesophagus	0.299	0.892
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	0.299	0.895
CHSA0108	UNCLASSIFIED	bone	chondrosarcoma	0.3	0.869
23132-87	STAD	digestive_system	stomach	0.3	0.886
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.301	0.874
MC-CAR	MM	blood	haematopoietic_neoplasm_other	0.301	0.911
OVKATE	OV	urogenital_system	ovary	0.301	0.818
SW1710	BLCA	urogenital_system	bladder	0.303	0.887
KCL-22	LCML	blood	chronic_myeloid_leukaemia	0.306	0.925
KYSE-510	ESCA	aero_digestive_tract	oesophagus	0.313	0.928
KS-1	GBM	nervous_system	glioma	0.313	0.863
HLE	LIHC	digestive_system	liver	0.315	0.905
JVM-3	CLL	blood	lymphoid_neoplasm_other	0.316	0.893
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.318	0.887
OC-314	OV	urogenital_system	ovary	0.32	0.924
C-33-A	CESC	urogenital_system	cervix	0.327	0.898
MKN7	STAD	digestive_system	stomach	0.328	0.855
GI-ME-N	NB	nervous_system	neuroblastoma	0.329	0.854
BxPC-3	PAAD	pancreas	pancreas	0.329	0.882
YH-13	GBM	nervous_system	glioma	0.333	0.891
ChaGo-K-1	UNCLASSIFIED	lung	lung_NSCLC_not_specified	0.333	0.878
GMS-10	GBM	nervous_system	glioma	0.334	0.901
HCC-78	LUAD	lung	lung_NSCLC_adenocarcinoma	0.336	0.876
GAMG	LGG	nervous_system	glioma	0.34	0.894
TK10	KIRC	kidney	kidney	0.341	0.873
MOG-G-CCM	LGG	nervous_system	glioma	0.343	0.878
KINGS-1	LGG	nervous_system	glioma	0.348	0.857
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	0.35	0.872
SHP-77	SCLC	lung	lung_small_cell_carcinoma	0.351	0.922
MHH-NB-11	NB	nervous_system	neuroblastoma	0.352	0.89
OAW-28	OV	urogenital_system	ovary	0.352	0.87
647-V	BLCA	urogenital_system	bladder	0.353	0.903
JHH-4	LIHC	digestive_system	liver	0.354	0.905
SUP-B15	ALL	blood	lymphoblastic_leukemia	0.356	0.912
SW948	COREAD	digestive_system	large_intestine	0.357	0.85
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	0.358	0.938
FTC-133	THCA	thyroid	thyroid	0.358	0.89
HCC1954	BRCA	breast	breast	0.359	0.883
SK-MG-1	GBM	nervous_system	glioma	0.359	0.903
ES1	UNCLASSIFIED	bone	ewings_sarcoma	0.361	0.908
HCC1806	UNCLASSIFIED	breast	breast	0.362	0.92
MHH-CALL-2	UNCLASSIFIED	blood	B_cell_leukemia	0.367	0.97
JJN-3	MM	blood	haematopoietic_neoplasm_other	0.374	0.944
AMO-1	MM	blood	haematopoietic_neoplasm_other	0.377	0.935
A431	UNCLASSIFIED	skin	skin_other	0.38	0.917
BOKU	UNCLASSIFIED	urogenital_system	cervix	0.381	0.882
CML-T1	LCML	blood	chronic_myeloid_leukaemia	0.383	0.943
G-401	UNCLASSIFIED	kidney	kidney	0.384	0.896
ESO51	ESCA	aero_digestive_tract	oesophagus	0.387	0.863
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	0.388	0.8
PWR-1E	PRAD	urogenital_system	prostate	0.389	0.911
JHH-2	LIHC	digestive_system	liver	0.389	0.9
D-566MG	GBM	nervous_system	glioma	0.392	0.914
U-266	MM	blood	myeloma	0.393	0.869
HuH-7	LIHC	digestive_system	liver	0.395	0.912
Set2	UNCLASSIFIED	-	-	0.395	0.955
