Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
EW-16	UNCLASSIFIED	bone	ewings_sarcoma	3.62	0.915
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	3.66	0.951
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	3.82	0.938
RPMI-8226	MM	blood	myeloma	3.86	0.948
SU-DHL-8	DLBC	blood	B_cell_lymphoma	3.93	0.937
K-562	LCML	blood	chronic_myeloid_leukaemia	3.96	0.931
KE-37	ALL	blood	lymphoblastic_leukemia	3.98	0.975
SU-DHL-16	DLBC	blood	B_cell_lymphoma	4.01	0.987
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	4.03	0.956
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	4.04	0.954
MRK-nu-1	BRCA	breast	breast	4.05	0.941
JURL-MK1	LCML	blood	chronic_myeloid_leukaemia	4.07	0.929
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	4.14	0.907
SIG-M5	LAML	blood	acute_myeloid_leukaemia	4.14	0.98
LS-411N	COREAD	digestive_system	large_intestine	4.24	0.904
ES6	UNCLASSIFIED	bone	ewings_sarcoma	4.29	0.902
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	4.44	0.95
BC-1	DLBC	blood	B_cell_lymphoma	4.45	0.959
SK-NEP-1	UNCLASSIFIED	kidney	kidney	4.49	0.943
HCC1599	BRCA	breast	breast	4.51	0.916
NB4	LAML	blood	acute_myeloid_leukaemia	4.51	0.966
SU-DHL-6	DLBC	blood	B_cell_lymphoma	4.6	0.985
SNU-1	STAD	digestive_system	stomach	4.66	0.931
A3-KAW	DLBC	blood	B_cell_lymphoma	4.74	0.973
KMS-12-BM	MM	blood	myeloma	4.83	0.967
CGTH-W-1	THCA	thyroid	thyroid	4.88	0.939
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	4.97	0.969
KARPAS-231	UNCLASSIFIED	blood	B_cell_leukemia	4.98	0.981
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	5.02	0.96
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	5.29	0.968
NK-92MI	UNCLASSIFIED	blood	lymphoid_neoplasm_other	5.29	0.953
KELLY	NB	nervous_system	neuroblastoma	5.33	0.956
L-363	MM	blood	myeloma	5.35	0.964
HCC1187	BRCA	breast	breast	5.39	0.951
NB69	NB	nervous_system	neuroblastoma	5.43	0.961
DOHH-2	DLBC	blood	B_cell_lymphoma	5.52	0.948
OCI-LY-19	DLBC	blood	B_cell_lymphoma	5.68	0.957
OPM-2	MM	blood	myeloma	5.69	0.975
PL-21	LAML	blood	acute_myeloid_leukaemia	5.69	0.926
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	5.71	0.965
NCI-H720	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	5.76	0.958
NB(TU)1-10	NB	nervous_system	neuroblastoma	5.79	0.967
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	5.84	0.94
JM1	DLBC	blood	B_cell_lymphoma	5.85	0.969
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	6.02	0.944
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	6.05	0.978
SU-DHL-4	DLBC	blood	B_cell_lymphoma	6.08	0.996
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	6.11	0.972
MZ1-PC	PAAD	pancreas	pancreas	6.15	0.922
A498	KIRC	kidney	kidney	6.22	0.898
OCI-M1	LAML	blood	acute_myeloid_leukaemia	6.27	0.988
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	6.52	0.954
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	6.52	0.944
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	6.6	0.967
KYM-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	6.61	0.973
KU812	LCML	blood	chronic_myeloid_leukaemia	6.63	0.965
GR-ST	ALL	blood	lymphoblastic_leukemia	6.68	0.93
LB831-BLC	BLCA	urogenital_system	bladder	6.68	0.951
SK-UT-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	6.86	0.966
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	6.92	0.955
DND-41	ALL	blood	T_cell_leukemia	6.96	0.971
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	6.98	0.96
NU-DUL-1	DLBC	blood	B_cell_lymphoma	7.18	0.984
TE-10	ESCA	aero_digestive_tract	oesophagus	7.29	0.959
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	7.33	0.968
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	7.34	0.974
AMO-1	MM	blood	haematopoietic_neoplasm_other	7.34	0.976
JSC-1	DLBC	blood	B_cell_lymphoma	7.35	0.959
TGW	NB	nervous_system	neuroblastoma	7.44	0.976
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	7.48	0.96
P3HR-1	UNCLASSIFIED	blood	Burkitt_lymphoma	7.6	0.973
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	7.61	0.974
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	7.62	0.964
OCUB-M	BRCA	breast	breast	7.65	0.976
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	7.65	0.951
MHH-PREB-1	UNCLASSIFIED	blood	B_cell_leukemia	7.66	0.972
A388	UNCLASSIFIED	skin	skin_other	7.72	0.942
CESS	LAML	blood	acute_myeloid_leukaemia	7.76	0.978
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	7.82	0.978
KNS-81-FD	LGG	nervous_system	glioma	7.83	0.923
TGBC24TKB	UNCLASSIFIED	digestive_system	biliary_tract	7.98	0.968
ARH-77	MM	blood	myeloma	7.99	0.964
CHP-126	NB	nervous_system	neuroblastoma	8.1	0.957
SW982	UNCLASSIFIED	soft_tissue	soft_tissue_other	8.11	0.957
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	8.18	0.995
NCI-H748	SCLC	lung	lung_small_cell_carcinoma	8.2	0.933
SNU-16	STAD	digestive_system	stomach	8.23	0.975
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	8.28	0.976
NTERA-2-cl-D1	UNCLASSIFIED	urogenital_system	testis	8.29	0.962
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	8.47	0.981
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	8.5	0.956
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	8.5	0.977
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	8.52	0.996
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	8.62	0.986
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	8.65	0.942
HEL	LAML	blood	acute_myeloid_leukaemia	8.82	0.984
SW872	UNCLASSIFIED	soft_tissue	soft_tissue_other	8.87	0.975
LP-1	MM	blood	myeloma	8.93	0.985
NCI-H1963	SCLC	lung	lung_small_cell_carcinoma	8.95	0.979
KNS-42	LGG	nervous_system	glioma	9.04	0.944
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	9.2	0.941
ONS-76	MB	nervous_system	medulloblastoma	9.21	0.956
GB-1	GBM	nervous_system	glioma	9.23	0.946
MPP-89	MESO	lung	mesothelioma	9.26	0.936
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	9.34	0.969
P30-OHK	ALL	blood	lymphoblastic_leukemia	9.37	0.985
JJN-3	MM	blood	haematopoietic_neoplasm_other	9.44	0.987
NB13	NB	nervous_system	neuroblastoma	9.5	0.979
TE-11	ESCA	aero_digestive_tract	oesophagus	9.51	0.976
Toledo	UNCLASSIFIED	blood	B_cell_lymphoma	9.56	0.95
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	9.6	0.988
TUR	DLBC	blood	B_cell_lymphoma	9.62	0.975
RKO	COREAD	digestive_system	large_intestine	9.76	0.975
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	9.83	0.979
MS-1	SCLC	lung	lung_small_cell_carcinoma	9.92	0.979
DU-4475	BRCA	breast	breast	10.1	0.989
ML-2	LAML	blood	acute_myeloid_leukaemia	10.2	0.98
ES4	UNCLASSIFIED	bone	ewings_sarcoma	10.2	0.953
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	10.2	0.952
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	10.2	0.971
KY821	LAML	blood	leukemia	10.3	0.982
NCI-H1581	UNCLASSIFIED	lung	lung_NSCLC_large_cell	10.3	0.977
TE-441-T	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	10.3	0.973
SK-N-DZ	NB	nervous_system	neuroblastoma	10.5	0.97
NEC8	UNCLASSIFIED	urogenital_system	testis	10.6	0.986
MKL-1-subclone-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	10.6	0.96
EJM	MM	blood	lymphoid_neoplasm_other	10.7	0.987
TALL-1	ALL	blood	lymphoblastic_T_cell_leukaemia	10.7	0.974
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	10.8	0.973
HL-60	LAML	blood	acute_myeloid_leukaemia	10.9	0.981
MKL-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	11.1	0.938
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	11.6	0.996
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	11.6	0.971
HT-144	SKCM	skin	melanoma	11.7	0.961
KMOE-2	LAML	blood	acute_myeloid_leukaemia	11.7	0.983
NOMO-1	LAML	blood	acute_myeloid_leukaemia	11.7	0.959
SBC-1	SCLC	lung	lung_small_cell_carcinoma	11.8	0.975
GOTO	NB	nervous_system	neuroblastoma	12	0.96
SNU-C1	COREAD	digestive_system	large_intestine	12.1	0.932
IM-9	MM	blood	myeloma	12.1	0.986
COLO-320-HSR	COREAD	digestive_system	large_intestine	12.2	0.986
NB5	NB	nervous_system	neuroblastoma	12.3	0.972
D-283MED	MB	nervous_system	medulloblastoma	12.3	0.982
NCI-H2171	SCLC	lung	lung_small_cell_carcinoma	12.5	0.987
U-87-MG	GBM	nervous_system	glioma	12.7	0.958
KARPAS-422	DLBC	blood	B_cell_lymphoma	12.8	0.975
RF-48	STAD	digestive_system	stomach	12.8	0.963
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	13	0.969
ES1	UNCLASSIFIED	bone	ewings_sarcoma	13.2	0.976
BC-3	DLBC	blood	B_cell_lymphoma	13.3	0.985
SK-N-FI	NB	nervous_system	neuroblastoma	13.4	0.976
Farage	DLBC	blood	B_cell_lymphoma	13.4	0.992
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	13.4	0.965
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	13.5	0.975
RH-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	13.9	0.991
CAL-148	BRCA	breast	breast	14.1	0.983
COLO-800	SKCM	skin	melanoma	14.2	0.979
EVSA-T	BRCA	breast	breast	14.2	0.989
SHP-77	SCLC	lung	lung_small_cell_carcinoma	14.3	0.986
JVM-2	CLL	blood	lymphoid_neoplasm_other	14.3	0.958
GCIY	STAD	digestive_system	stomach	14.6	0.966
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	14.9	0.976
SUP-T1	ALL	blood	lymphoblastic_T_cell_leukaemia	15	0.985
TC-71	UNCLASSIFIED	bone	ewings_sarcoma	15	0.992
VCaP	PRAD	urogenital_system	prostate	15	0.975
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	15	0.993
A101D	SKCM	skin	melanoma	15.1	0.959
EoL-1-cell	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	15.1	0.988
SK-MM-2	MM	blood	myeloma	15.3	0.974
NCI-H747	COREAD	digestive_system	large_intestine	15.3	0.96
SK-MEL-1	SKCM	skin	melanoma	15.5	0.989
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	15.5	0.993
IST-MES1	MESO	lung	mesothelioma	15.5	0.977
HSC-39	STAD	digestive_system	stomach	15.5	0.99
Hs-445	UNCLASSIFIED	blood	Hodgkin_lymphoma	15.6	0.985
HCE-4	ESCA	aero_digestive_tract	oesophagus	15.6	0.99
LB2518-MEL	SKCM	skin	melanoma	15.6	0.974
HCC1500	BRCA	breast	breast	15.6	0.975
YT	ALL	blood	lymphoid_neoplasm_other	15.7	0.991
LAN-6	NB	nervous_system	neuroblastoma	15.7	0.963
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	15.7	0.991
MMAc-SF	SKCM	skin	melanoma	15.7	0.975
TE-15	ESCA	aero_digestive_tract	oesophagus	15.7	0.968
NCI-H1522	UNCLASSIFIED	lung	lung_small_cell_carcinoma	15.8	0.989
KGN	UNCLASSIFIED	urogenital_system	ovary	16	0.962
HAL-01	ALL	blood	lymphoblastic_leukemia	16.1	0.989
IMR-5	NB	nervous_system	neuroblastoma	16.1	0.992
THP-1	LAML	blood	acute_myeloid_leukaemia	16.1	0.987
GRANTA-519	DLBC	blood	B_cell_lymphoma	16.2	0.987
ES-2	UNCLASSIFIED	urogenital_system	ovary	16.3	0.989
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	16.4	0.98
CTB-1	DLBC	blood	B_cell_lymphoma	16.7	0.952
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	16.8	0.979
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	16.8	0.967
SLVL	DLBC	blood	B_cell_lymphoma	16.8	0.975
LB1047-RCC	KIRC	kidney	kidney	16.9	0.97
LC4-1	ALL	blood	lymphoblastic_leukemia	17.2	0.972
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	17.4	0.984
TC-YIK	UNCLASSIFIED	urogenital_system	cervix	17.5	0.991
SNU-C2B	COREAD	digestive_system	large_intestine	17.5	0.957
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	17.6	0.98
DJM-1	UNCLASSIFIED	skin	skin_other	17.6	0.982
D-247MG	GBM	nervous_system	glioma	17.7	0.953
OVCAR-4	OV	urogenital_system	ovary	17.7	0.945
NCI-H2196	SCLC	lung	lung_small_cell_carcinoma	17.7	0.977
SF126	GBM	nervous_system	glioma	18	0.977
LOXIMVI	SKCM	skin	melanoma	18.1	0.99
KG-1	LAML	blood	acute_myeloid_leukaemia	18.2	0.99
MC-CAR	MM	blood	haematopoietic_neoplasm_other	18.2	0.99
SK-MEL-2	SKCM	skin	melanoma	18.3	0.978
NMC-G1	LGG	nervous_system	glioma	18.5	0.965
TE-12	ESCA	aero_digestive_tract	oesophagus	18.6	0.966
LS-513	COREAD	digestive_system	large_intestine	18.6	0.978
HT	DLBC	blood	B_cell_lymphoma	18.7	0.988
VAL	DLBC	blood	B_cell_lymphoma	18.8	0.982
CPC-N	SCLC	lung	lung_small_cell_carcinoma	18.8	0.975
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	18.8	0.979
ME-1	LAML	blood	acute_myeloid_leukaemia	18.8	0.977
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	18.9	0.989
RS4-11	ALL	blood	leukemia	18.9	0.988
COR-L279	SCLC	lung	lung_small_cell_carcinoma	19	0.99
RPMI-8866	LCML	blood	chronic_myeloid_leukaemia	19.2	0.988
SF268	GBM	nervous_system	glioma	19.2	0.977
KALS-1	LGG	nervous_system	glioma	19.3	0.956
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	19.5	0.987
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	19.6	0.983
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	19.7	0.978
MFM-223	BRCA	breast	breast	19.9	0.983
DB	DLBC	blood	B_cell_lymphoma	19.9	0.974
A704	KIRC	kidney	kidney	20.1	0.985
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	20.1	0.979
NCI-H1299	UNCLASSIFIED	lung	lung_NSCLC_large_cell	20.1	0.967
CP67-MEL	SKCM	skin	melanoma	20.2	0.931
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	20.2	0.991
GI-ME-N	NB	nervous_system	neuroblastoma	20.3	0.958
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	20.4	0.985
TF-1	UNCLASSIFIED	blood	acute_myeloid_leukaemia	20.5	0.984
8-MG-BA	GBM	nervous_system	glioma	20.5	0.988
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	20.6	0.983
ES7	UNCLASSIFIED	bone	ewings_sarcoma	20.7	0.982
KASUMI-1	LAML	blood	acute_myeloid_leukaemia	20.8	0.983
K5	THCA	thyroid	thyroid	20.9	0.987
NCI-H220	UNCLASSIFIED	lung	lung_small_cell_carcinoma	21.2	0.978
HH	UNCLASSIFIED	blood	T_cell_leukemia	21.5	0.962
NCI-H1770	UNCLASSIFIED	lung	lung_NSCLC_not_specified	21.5	0.992
NCI-H2126	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	21.6	0.964
LB373-MEL-D	SKCM	skin	melanoma	21.6	0.985
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	21.7	0.957
REH	UNCLASSIFIED	blood	B_cell_leukemia	21.7	0.987
UACC-257	SKCM	skin	melanoma	21.7	0.968
NB7	NB	nervous_system	neuroblastoma	21.8	0.981
COLO-684	UCEC	urogenital_system	endometrium	22.4	0.976
COR-L95	SCLC	lung	lung_small_cell_carcinoma	22.5	0.974
MSTO-211H	MESO	lung	mesothelioma	22.6	0.991
DSH1	BLCA	urogenital_system	bladder	22.9	0.988
AM-38	GBM	nervous_system	glioma	22.9	0.984
RL	DLBC	blood	B_cell_lymphoma	23.1	0.99
NCI-H719	UNCLASSIFIED	lung	lung_small_cell_carcinoma	23.2	0.982
MZ7-mel	SKCM	skin	melanoma	23.2	0.983
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	23.2	0.976
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	23.9	0.984
SH-4	SKCM	skin	melanoma	24	0.95
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	24.1	0.979
NB17	NB	nervous_system	neuroblastoma	24.1	0.976
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	24.2	0.987
EW-22	UNCLASSIFIED	bone	ewings_sarcoma	24.2	0.988
HCC-33	SCLC	lung	lung_small_cell_carcinoma	24.3	0.985
LNCaP-Clone-FGC	PRAD	urogenital_system	prostate	24.5	0.977
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	24.6	0.987
GAK	SKCM	skin	melanoma	25.1	0.989
ES3	UNCLASSIFIED	bone	ewings_sarcoma	25.3	0.983
NB10	NB	nervous_system	neuroblastoma	25.5	0.988
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	26.2	0.987
BB65-RCC	KIRC	kidney	kidney	26.2	0.977
HA7-RCC	KIRC	kidney	kidney	26.2	0.981
MDST8	COREAD	digestive_system	large_intestine	26.3	0.987
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	26.4	0.987
UACC-812	BRCA	breast	breast	26.5	0.989
IST-MEL1	SKCM	skin	melanoma	26.6	0.975
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	26.7	0.987
MZ2-MEL	SKCM	skin	melanoma	26.7	0.976
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	26.7	0.984
NH-12	NB	nervous_system	neuroblastoma	26.8	0.98
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	26.9	0.983
COLO-668	SCLC	lung	lung_small_cell_carcinoma	27	0.987
BE2-M17	NB	nervous_system	neuroblastoma	27.1	0.986
NCI-H1385	UNCLASSIFIED	lung	lung_NSCLC_squamous_cell_carcinoma	27.2	0.984
DMS-79	SCLC	lung	lung_small_cell_carcinoma	27.4	0.977
LB996-RCC	KIRC	kidney	kidney	27.8	0.978
ECC4	UNCLASSIFIED	digestive_system	digestive_system_other	27.9	0.956
Tera-1	UNCLASSIFIED	urogenital_system	testis	27.9	0.981
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	27.9	0.98
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	28	0.983
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	28.2	0.983
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	28.5	0.989
SKM-1	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	28.8	0.982
JVM-3	CLL	blood	lymphoid_neoplasm_other	29	0.987
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	29.2	0.989
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	29.3	0.972
TK10	KIRC	kidney	kidney	29.4	0.976
SJSA-1	UNCLASSIFIED	bone	bone_other	29.5	0.981
C2BBe1	COREAD	digestive_system	large_intestine	29.7	0.98
TE-8	ESCA	aero_digestive_tract	oesophagus	29.8	0.984
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	30.2	0.97
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	31.1	0.985
LB2241-RCC	KIRC	kidney	kidney	31.1	0.982
OS-RC-2	KIRC	kidney	kidney	31.1	0.964
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	31.2	0.985
Kasumi-3	UNCLASSIFIED	blood	acute_myeloid_leukaemia	31.4	0.973
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	31.4	0.988
TE-9	ESCA	aero_digestive_tract	oesophagus	31.5	0.987
HCC2218	BRCA	breast	breast	32.1	0.975
MHH-NB-11	NB	nervous_system	neuroblastoma	32.1	0.984
RXF393	KIRC	kidney	kidney	32.3	0.968
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	32.5	0.981
KP-N-YN	NB	nervous_system	neuroblastoma	33	0.984
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	33.1	0.978
CL-11	COREAD	digestive_system	large_intestine	33.3	0.982
COLO-824	BRCA	breast	breast	33.4	0.989
no-11	LGG	nervous_system	glioma	33.6	0.976
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	33.6	0.989
CAS-1	GBM	nervous_system	glioma	33.8	0.97
OMC-1	CESC	urogenital_system	cervix	34	0.987
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	34	0.983
HCC2157	BRCA	breast	breast	34.5	0.987
DMS-114	SCLC	lung	lung_small_cell_carcinoma	34.9	0.982
NCI-H1666	LUAD	lung	lung_NSCLC_adenocarcinoma	34.9	0.985
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	34.9	0.983
BOKU	UNCLASSIFIED	urogenital_system	cervix	35.2	0.98
COR-L88	SCLC	lung	lung_small_cell_carcinoma	35.4	0.98
KP-N-YS	NB	nervous_system	neuroblastoma	35.7	0.983
TE-1	ESCA	aero_digestive_tract	oesophagus	35.7	0.976
MDA-MB-134-VI	UNCLASSIFIED	breast	breast	36.1	0.986
ES5	UNCLASSIFIED	bone	ewings_sarcoma	36.1	0.983
LU-165	SCLC	lung	lung_small_cell_carcinoma	36.8	0.984
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	37.2	0.981
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	37.3	0.985
TE-5	ESCA	aero_digestive_tract	oesophagus	37.3	0.983
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	37.7	0.984
NCI-H716	COREAD	digestive_system	large_intestine	37.8	0.978
LS-1034	COREAD	digestive_system	large_intestine	37.8	0.986
RCC10RGB	KIRC	kidney	kidney	38	0.938
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	38.1	0.988
BT-474	BRCA	breast	breast	38.7	0.985
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	38.9	0.987
