Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
HH	UNCLASSIFIED	blood	T_cell_leukemia	0.914	0.675
OE21	ESCA	aero_digestive_tract	oesophagus	0.92	0.673
22RV1	PRAD	urogenital_system	prostate	0.936	0.684
SU-DHL-10	DLBC	blood	B_cell_lymphoma	0.938	0.737
Hs-633T	UNCLASSIFIED	soft_tissue	fibrosarcoma	0.946	0.726
SW780	BLCA	urogenital_system	bladder	0.949	0.697
Hs-578-T	BRCA	breast	breast	0.959	0.7
MIA-PaCa-2	PAAD	pancreas	pancreas	0.961	0.698
COR-L23	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.964	0.71
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	0.975	0.709
HARA	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.976	0.695
huH-1	LIHC	digestive_system	liver	0.989	0.691
KYSE-150	ESCA	aero_digestive_tract	oesophagus	0.992	0.716
IHH-4	THCA	thyroid	thyroid	0.993	0.735
COLO-741	UNCLASSIFIED	digestive_system	large_intestine	1.01	0.806
TGW	NB	nervous_system	neuroblastoma	1.01	0.73
MG-63	UNCLASSIFIED	bone	osteosarcoma	1.02	0.701
NOMO-1	LAML	blood	acute_myeloid_leukaemia	1.04	0.706
BHY	HNSC	aero_digestive_tract	head_and_neck	1.05	0.809
TE-8	ESCA	aero_digestive_tract	oesophagus	1.06	0.714
BFTC-905	BLCA	urogenital_system	bladder	1.07	0.739
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	1.07	0.715
OSC-19	HNSC	aero_digestive_tract	head_and_neck	1.07	0.718
NB10	NB	nervous_system	neuroblastoma	1.08	0.726
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	1.08	0.735
NCI-H747	COREAD	digestive_system	large_intestine	1.08	0.704
OV-56	OV	urogenital_system	ovary	1.08	0.728
MOLM-16	LAML	blood	acute_myeloid_leukaemia	1.08	0.739
RO82-W-1	THCA	thyroid	thyroid	1.09	0.7
SJSA-1	UNCLASSIFIED	bone	bone_other	1.1	0.714
HOS	UNCLASSIFIED	bone	osteosarcoma	1.11	0.749
B-CPAP	THCA	thyroid	thyroid	1.13	0.833
MSTO-211H	MESO	lung	mesothelioma	1.13	0.741
LS-513	COREAD	digestive_system	large_intestine	1.13	0.726
JEKO-1	DLBC	blood	B_cell_lymphoma	1.15	0.738
HN	HNSC	aero_digestive_tract	head_and_neck	1.16	0.74
NCI-H1355	LUAD	lung	lung_NSCLC_adenocarcinoma	1.18	0.774
NCI-H1703	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	1.18	0.715
EMC-BAC-2	LUAD	lung	lung_NSCLC_adenocarcinoma	1.2	0.719
D-283MED	MB	nervous_system	medulloblastoma	1.2	0.749
T47D	BRCA	breast	breast	1.2	0.695
SR	UNCLASSIFIED	blood	lymphoid_neoplasm_other	1.21	0.752
HT-1080	UNCLASSIFIED	soft_tissue	fibrosarcoma	1.21	0.753
HT-29	COREAD	digestive_system	large_intestine	1.22	0.74
KM12	COREAD	digestive_system	large_intestine	1.22	0.731
NB6	NB	nervous_system	neuroblastoma	1.22	0.718
CS1	UNCLASSIFIED	bone	bone_other	1.23	0.729
DBTRG-05MG	GBM	nervous_system	glioma	1.23	0.724
RPMI-7951	SKCM	skin	melanoma	1.24	0.745
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	1.24	0.744
RCC-JW	KIRC	kidney	kidney	1.24	0.739
NUGC-3	STAD	digestive_system	stomach	1.24	0.812
SK-NEP-1	UNCLASSIFIED	kidney	kidney	1.27	0.752
SW1710	BLCA	urogenital_system	bladder	1.27	0.742
CAL-62	THCA	thyroid	thyroid	1.28	0.752
SAS	HNSC	aero_digestive_tract	head_and_neck	1.28	0.735
RXF393	KIRC	kidney	kidney	1.28	0.712
FLO-1	ESCA	aero_digestive_tract	oesophagus	1.29	0.709
YKG-1	GBM	nervous_system	glioma	1.3	0.747
786-0	KIRC	kidney	kidney	1.3	0.76
Becker	GBM	nervous_system	glioma	1.36	0.741
HL-60	LAML	blood	acute_myeloid_leukaemia	1.38	0.771
H4	LGG	nervous_system	glioma	1.38	0.759
G-401	UNCLASSIFIED	kidney	kidney	1.39	0.747
MZ1-PC	PAAD	pancreas	pancreas	1.39	0.734
RKO	COREAD	digestive_system	large_intestine	1.39	0.768
CAL-51	BRCA	breast	breast	1.4	0.777
T98G	GBM	nervous_system	glioma	1.4	0.769
OSC-20	HNSC	aero_digestive_tract	head_and_neck	1.4	0.817
NCI-H2023	LUAD	lung	lung_NSCLC_adenocarcinoma	1.41	0.811
VMRC-RCZ	KIRC	kidney	kidney	1.43	0.743
CHP-126	NB	nervous_system	neuroblastoma	1.44	0.759
JHU-022	HNSC	aero_digestive_tract	head_and_neck	1.45	0.737
LOXIMVI	SKCM	skin	melanoma	1.46	0.779
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	1.49	0.795
MCF7	BRCA	breast	breast	1.49	0.762
BICR22	HNSC	aero_digestive_tract	head_and_neck	1.52	0.753
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	1.52	0.813
IGR-37	SKCM	skin	melanoma	1.53	0.782
SK-MES-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	1.57	0.763
NU-DUL-1	DLBC	blood	B_cell_lymphoma	1.58	0.807
GA-10	UNCLASSIFIED	blood	Burkitt_lymphoma	1.6	0.801
AGS	STAD	digestive_system	stomach	1.6	0.791
ES4	UNCLASSIFIED	bone	ewings_sarcoma	1.61	0.76
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	1.63	0.796
SW620	COREAD	digestive_system	large_intestine	1.63	0.795
GAMG	LGG	nervous_system	glioma	1.63	0.772
SUP-B8	UNCLASSIFIED	blood	B_cell_leukemia	1.63	0.78
JM1	DLBC	blood	B_cell_lymphoma	1.64	0.801
SF295	GBM	nervous_system	glioma	1.64	0.769
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	1.64	0.764
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	1.65	0.77
ES6	UNCLASSIFIED	bone	ewings_sarcoma	1.66	0.754
ALL-PO	ALL	blood	lymphoblastic_leukemia	1.66	0.773
SK-HEP-1	LIHC	digestive_system	liver	1.68	0.791
EFO-27	UNCLASSIFIED	urogenital_system	ovary	1.68	0.755
TOV-21G	OV	urogenital_system	ovary	1.69	0.771
D-423MG	GBM	nervous_system	glioma	1.7	0.759
PCI-30	HNSC	aero_digestive_tract	head_and_neck	1.7	0.758
RKN	UNCLASSIFIED	urogenital_system	ovary	1.74	0.779
CCK-81	COREAD	digestive_system	large_intestine	1.74	0.795
CAL-54	KIRC	kidney	kidney	1.75	0.844
G-402	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.75	0.753
HCC1143	BRCA	breast	breast	1.75	0.747
NCC010	KIRC	kidney	kidney	1.76	0.778
SK-GT-4	ESCA	aero_digestive_tract	oesophagus	1.76	0.761
D-247MG	GBM	nervous_system	glioma	1.78	0.75
LCLC-97TM1	UNCLASSIFIED	lung	lung_NSCLC_large_cell	1.78	0.777
CTV-1	LAML	blood	acute_myeloid_leukaemia	1.8	0.825
NCI-H460	UNCLASSIFIED	lung	lung_NSCLC_large_cell	1.8	0.805
WM35	SKCM	skin	melanoma	1.8	0.789
DK-MG	GBM	nervous_system	glioma	1.81	0.744
Set2	UNCLASSIFIED	-	-	1.83	0.83
CHSA0108	UNCLASSIFIED	bone	chondrosarcoma	1.85	0.775
A101D	SKCM	skin	melanoma	1.85	0.768
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	1.86	0.763
MY-M12	ALL	blood	leukemia	1.87	0.78
P12-ICHIKAWA	ALL	blood	lymphoblastic_T_cell_leukaemia	1.89	0.839
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.89	0.776
WM239A	UNCLASSIFIED	skin	melanoma	1.9	0.81
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.91	0.805
OVK-18	OV	urogenital_system	ovary	1.94	0.785
MC-CAR	MM	blood	haematopoietic_neoplasm_other	1.95	0.818
OCI-AML5	LAML	blood	acute_myeloid_leukaemia	1.96	0.815
HCC-78	LUAD	lung	lung_NSCLC_adenocarcinoma	1.97	0.78
OCI-LY-19	DLBC	blood	B_cell_lymphoma	1.99	0.815
KYSE-520	ESCA	aero_digestive_tract	oesophagus	2	0.766
NALM-6	UNCLASSIFIED	blood	B_cell_leukemia	2	0.832
JHOS-2	OV	urogenital_system	ovary	2	0.783
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	2.01	0.77
KP-2	PAAD	pancreas	pancreas	2.02	0.794
KY821	LAML	blood	leukemia	2.03	0.827
D-502MG	LGG	nervous_system	glioma	2.04	0.751
SU-DHL-5	DLBC	blood	B_cell_lymphoma	2.08	0.859
MDA-MB-231	BRCA	breast	breast	2.08	0.8
HA7-RCC	KIRC	kidney	kidney	2.1	0.796
KGN	UNCLASSIFIED	urogenital_system	ovary	2.12	0.785
DND-41	ALL	blood	T_cell_leukemia	2.13	0.831
RCC-FG2	KIRC	kidney	kidney	2.16	0.78
C2BBe1	COREAD	digestive_system	large_intestine	2.2	0.864
LAN-6	NB	nervous_system	neuroblastoma	2.23	0.792
GB-1	GBM	nervous_system	glioma	2.23	0.794
SW982	UNCLASSIFIED	soft_tissue	soft_tissue_other	2.25	0.813
NKM-1	LAML	blood	acute_myeloid_leukaemia	2.25	0.813
HuP-T4	PAAD	pancreas	pancreas	2.25	0.809
OE33	ESCA	aero_digestive_tract	oesophagus	2.27	0.795
DSH1	BLCA	urogenital_system	bladder	2.27	0.825
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	2.3	0.845
NCI-H1792	LUAD	lung	lung_NSCLC_adenocarcinoma	2.3	0.836
SK-N-SH	NB	nervous_system	neuroblastoma	2.32	0.821
KATOIII	STAD	digestive_system	stomach	2.33	0.834
NCI-H2085	LUAD	lung	lung_NSCLC_adenocarcinoma	2.33	0.877
TK10	KIRC	kidney	kidney	2.35	0.796
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	2.36	0.804
HuP-T3	PAAD	pancreas	pancreas	2.36	0.795
C32	SKCM	skin	melanoma	2.37	0.813
PA-1	UNCLASSIFIED	urogenital_system	ovary	2.37	0.867
KNS-62	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	2.38	0.775
KS-1	GBM	nervous_system	glioma	2.38	0.794
SK-N-AS	NB	nervous_system	neuroblastoma	2.39	0.803
LS-180	COREAD	digestive_system	large_intestine	2.4	0.805
HSC-39	STAD	digestive_system	stomach	2.41	0.849
Sci-1	UNCLASSIFIED	blood	B_cell_lymphoma	2.43	0.856
BICR10	HNSC	aero_digestive_tract	head_and_neck	2.44	0.805
TOV-112D	OV	urogenital_system	ovary	2.44	0.825
VM-CUB-1	BLCA	urogenital_system	bladder	2.47	0.9
CAL-27	HNSC	aero_digestive_tract	head_and_neck	2.5	0.826
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	2.53	0.829
LC-2-ad	LUAD	lung	lung_NSCLC_adenocarcinoma	2.53	0.892
RCC-MF	KIRC	kidney	kidney	2.56	0.796
SK-MG-1	GBM	nervous_system	glioma	2.57	0.83
BICR78	HNSC	aero_digestive_tract	head_and_neck	2.57	0.812
SHP-77	SCLC	lung	lung_small_cell_carcinoma	2.61	0.851
HUH-6-clone5	UNCLASSIFIED	digestive_system	liver	2.62	0.791
CaR-1	COREAD	digestive_system	large_intestine	2.62	0.779
CFPAC-1	PAAD	pancreas	pancreas	2.63	0.815
NCI-H661	UNCLASSIFIED	lung	lung_NSCLC_large_cell	2.65	0.809
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	2.65	0.886
LN-229	GBM	nervous_system	glioma	2.65	0.836
FADU	HNSC	aero_digestive_tract	head_and_neck	2.67	0.841
PANC-02-03	PAAD	pancreas	pancreas	2.68	0.811
RERF-LC-Sq1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	2.69	0.785
PEO1	OV	urogenital_system	ovary	2.69	0.83
KNS-42	LGG	nervous_system	glioma	2.69	0.811
DU-145	PRAD	urogenital_system	prostate	2.72	0.884
KU-19-19	BLCA	urogenital_system	bladder	2.73	0.838
Ca9-22	HNSC	aero_digestive_tract	head_and_neck	2.74	0.852
EW-22	UNCLASSIFIED	bone	ewings_sarcoma	2.75	0.845
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	2.75	0.841
TASK1	UNCLASSIFIED	nervous_system	nervous_system_other	2.79	0.87
NCI-H2795	MESO	lung	mesothelioma	2.79	0.843
T-T	ESCA	aero_digestive_tract	oesophagus	2.8	0.842
IST-MEL1	SKCM	skin	melanoma	2.8	0.816
Hs-746T	STAD	digestive_system	stomach	2.83	0.802
JHH-4	LIHC	digestive_system	liver	2.83	0.843
201T	LUAD	lung	lung_NSCLC_adenocarcinoma	2.84	0.811
ATN-1	ALL	blood	lymphoblastic_T_cell_leukaemia	2.86	0.854
IGROV-1	OV	urogenital_system	ovary	2.86	0.791
SNU-387	LIHC	digestive_system	liver	2.87	0.825
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	2.88	0.877
CCF-STTG1	GBM	nervous_system	glioma	2.88	0.842
NB5	NB	nervous_system	neuroblastoma	2.89	0.842
SNU-407	COREAD	digestive_system	large_intestine	2.89	0.822
SK-CO-1	COREAD	digestive_system	large_intestine	2.93	0.855
NH-12	NB	nervous_system	neuroblastoma	2.93	0.829
PCI-15A	HNSC	aero_digestive_tract	head_and_neck	2.94	0.844
LN-18	GBM	nervous_system	glioma	2.94	0.885
NCI-H28	MESO	lung	mesothelioma	2.96	0.808
A388	UNCLASSIFIED	skin	skin_other	2.97	0.827
MFE-296	UCEC	urogenital_system	endometrium	2.98	0.836
SKN-3	HNSC	aero_digestive_tract	head_and_neck	2.99	0.824
TI-73	UNCLASSIFIED	bone	osteosarcoma	3.01	0.835
451Lu	SKCM	skin	melanoma	3.02	0.855
MC-1010	UNCLASSIFIED	blood	acute_myeloid_leukaemia	3.03	0.832
NB1	NB	nervous_system	neuroblastoma	3.03	0.835
NCI-H1437	LUAD	lung	lung_NSCLC_adenocarcinoma	3.04	0.843
HCT-116	COREAD	digestive_system	large_intestine	3.05	0.858
FU97	STAD	digestive_system	stomach	3.07	0.847
CAL-85-1	BRCA	breast	breast	3.08	0.816
KP-3	UNCLASSIFIED	pancreas	pancreas	3.1	0.827
HT-144	SKCM	skin	melanoma	3.1	0.835
ALL-SIL	ALL	blood	T_cell_leukemia	3.14	0.879
KARPAS-231	UNCLASSIFIED	blood	B_cell_leukemia	3.16	0.905
OACp4C	ESCA	aero_digestive_tract	oesophagus	3.17	0.827
MM1S	MM	blood	myeloma	3.17	0.863
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	3.19	0.843
CHL-1	SKCM	skin	melanoma	3.22	0.865
GMS-10	GBM	nervous_system	glioma	3.28	0.859
MFM-223	BRCA	breast	breast	3.3	0.859
PANC-04-03	PAAD	pancreas	pancreas	3.34	0.794
SUP-B15	ALL	blood	lymphoblastic_leukemia	3.34	0.866
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	3.35	0.861
L-363	MM	blood	myeloma	3.37	0.886
LoVo	COREAD	digestive_system	large_intestine	3.38	0.858
RCC-AB	KIRC	kidney	kidney	3.39	0.823
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	3.4	0.884
GI-ME-N	NB	nervous_system	neuroblastoma	3.41	0.818
A4-Fuk	DLBC	blood	B_cell_lymphoma	3.42	0.855
D-566MG	GBM	nervous_system	glioma	3.42	0.864
HCT-15	COREAD	digestive_system	large_intestine	3.47	0.853
SK-MEL-2	SKCM	skin	melanoma	3.47	0.856
BxPC-3	PAAD	pancreas	pancreas	3.47	0.846
8305C	THCA	thyroid	thyroid	3.49	0.824
NCI-H1693	LUAD	lung	lung_NSCLC_adenocarcinoma	3.49	0.853
NCI-H2373	MESO	lung	mesothelioma	3.5	0.831
8505C	THCA	thyroid	thyroid	3.5	0.854
HuH-7	LIHC	digestive_system	liver	3.52	0.864
PA-TU-8902	PAAD	pancreas	pancreas	3.53	0.841
KMRC-20	KIRC	kidney	kidney	3.55	0.861
JVM-3	CLL	blood	lymphoid_neoplasm_other	3.57	0.863
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	3.57	0.866
ASH-3	THCA	thyroid	thyroid	3.59	0.865
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	3.61	0.818
HLE	LIHC	digestive_system	liver	3.62	0.93
U-118-MG	GBM	nervous_system	glioma	3.74	0.848
DOHH-2	DLBC	blood	B_cell_lymphoma	3.74	0.874
KINGS-1	LGG	nervous_system	glioma	3.77	0.825
NCI-H2731	MESO	lung	mesothelioma	3.78	0.85
A673	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	3.8	0.889
YT	ALL	blood	lymphoid_neoplasm_other	3.8	0.901
HCC-827	LUAD	lung	lung_NSCLC_adenocarcinoma	3.9	0.853
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	3.92	0.888
SK-MEL-5	SKCM	skin	melanoma	3.92	0.844
JHU-029	HNSC	aero_digestive_tract	head_and_neck	4	0.845
NCI-H1755	LUAD	lung	lung_NSCLC_adenocarcinoma	4.03	0.854
MKN28	STAD	digestive_system	stomach	4.08	0.874
KYSE-510	ESCA	aero_digestive_tract	oesophagus	4.11	0.912
RVH-421	SKCM	skin	melanoma	4.13	0.834
KMRC-1	KIRC	kidney	kidney	4.15	0.87
TE-15	ESCA	aero_digestive_tract	oesophagus	4.17	0.861
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	4.17	0.88
HCC1806	UNCLASSIFIED	breast	breast	4.2	0.895
GOTO	NB	nervous_system	neuroblastoma	4.23	0.862
NCI-H2461	MESO	lung	mesothelioma	4.23	0.847
KU812	LCML	blood	chronic_myeloid_leukaemia	4.27	0.897
SBC-3	SCLC	lung	lung_small_cell_carcinoma	4.29	0.898
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	4.31	0.944
SNU-81	COREAD	digestive_system	large_intestine	4.32	0.839
SK-OV-3	OV	urogenital_system	ovary	4.32	0.85
TE-11	ESCA	aero_digestive_tract	oesophagus	4.37	0.899
DOK	HNSC	aero_digestive_tract	head_and_neck	4.39	0.826
KARPAS-1106P	DLBC	blood	B_cell_lymphoma	4.4	0.92
AM-38	GBM	nervous_system	glioma	4.4	0.881
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	4.41	0.864
SNU-C1	COREAD	digestive_system	large_intestine	4.41	0.829
TE-5	ESCA	aero_digestive_tract	oesophagus	4.41	0.863
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	4.42	0.884
KP-1N	PAAD	pancreas	pancreas	4.43	0.878
GR-ST	ALL	blood	lymphoblastic_leukemia	4.43	0.857
JVM-2	CLL	blood	lymphoid_neoplasm_other	4.47	0.855
NCI-H650	LUAD	lung	lung_NSCLC_adenocarcinoma	4.47	0.87
EMC-BAC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	4.48	0.866
COLO-320-HSR	COREAD	digestive_system	large_intestine	4.53	0.912
A431	UNCLASSIFIED	skin	skin_other	4.57	0.895
NEC8	UNCLASSIFIED	urogenital_system	testis	4.58	0.917
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	4.59	0.878
BALL-1	UNCLASSIFIED	blood	B_cell_leukemia	4.59	0.958
DiFi	COREAD	digestive_system	large_intestine	4.59	0.881
Hs-683	LGG	nervous_system	glioma	4.59	0.885
KCL-22	LCML	blood	chronic_myeloid_leukaemia	4.64	0.921
SH-4	SKCM	skin	melanoma	4.64	0.826
OVCA433	OV	urogenital_system	ovary	4.67	0.872
SNU-C5	COREAD	digestive_system	large_intestine	4.69	0.874
IPC-298	SKCM	skin	melanoma	4.76	0.894
IGR-1	SKCM	skin	melanoma	4.8	0.914
KMOE-2	LAML	blood	acute_myeloid_leukaemia	4.8	0.911
Hs-939-T	SKCM	skin	melanoma	4.82	0.877
NB13	NB	nervous_system	neuroblastoma	4.92	0.914
D-392MG	GBM	nervous_system	glioma	4.95	0.849
COLO-783	SKCM	skin	melanoma	4.96	0.899
Hs-766T	PAAD	pancreas	pancreas	5	0.854
HSC-2	HNSC	aero_digestive_tract	head_and_neck	5.07	0.908
HuCCT1	UNCLASSIFIED	digestive_system	biliary_tract	5.08	0.88
CL-11	COREAD	digestive_system	large_intestine	5.09	0.877
