Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	8.48	0.995
NCI-H1666	LUAD	lung	lung_NSCLC_adenocarcinoma	8.5	0.952
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	8.51	0.972
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	8.65	0.933
KARPAS-45	ALL	blood	lymphoblastic_leukemia	8.68	0.984
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	8.95	0.996
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	8.95	0.995
ES1	UNCLASSIFIED	bone	ewings_sarcoma	9.04	0.966
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	9.09	0.982
MOLM-13	LAML	blood	acute_myeloid_leukaemia	9.21	0.972
SW872	UNCLASSIFIED	soft_tissue	soft_tissue_other	9.34	0.976
SUP-M2	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	9.51	0.994
CHP-126	NB	nervous_system	neuroblastoma	9.58	0.963
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	9.6	0.994
KE-37	ALL	blood	lymphoblastic_leukemia	9.61	0.994
SK-MEL-1	SKCM	skin	melanoma	9.66	0.981
LS-513	COREAD	digestive_system	large_intestine	9.66	0.962
HT-144	SKCM	skin	melanoma	9.86	0.955
ES7	UNCLASSIFIED	bone	ewings_sarcoma	10.2	0.965
BC-1	DLBC	blood	B_cell_lymphoma	10.3	0.985
OCI-M1	LAML	blood	acute_myeloid_leukaemia	10.3	0.995
RL95-2	UNCLASSIFIED	urogenital_system	endometrium	10.3	0.969
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	10.5	0.974
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	10.5	0.981
697	UNCLASSIFIED	blood	lymphoblastic_leukemia	10.6	0.991
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	10.6	0.957
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	10.7	0.972
KY821	LAML	blood	leukemia	10.7	0.983
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	10.8	0.955
NU-DUL-1	DLBC	blood	B_cell_lymphoma	10.8	0.991
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	10.9	0.993
NB7	NB	nervous_system	neuroblastoma	11	0.965
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	11.1	0.986
MV-4-11	UNCLASSIFIED	blood	leukemia	11.1	0.99
VAL	DLBC	blood	B_cell_lymphoma	11.3	0.97
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	11.3	0.971
KMS-12-BM	MM	blood	myeloma	11.4	0.989
LC-2-ad	LUAD	lung	lung_NSCLC_adenocarcinoma	11.6	0.969
Kasumi-3	UNCLASSIFIED	blood	acute_myeloid_leukaemia	11.7	0.947
A3-KAW	DLBC	blood	B_cell_lymphoma	11.8	0.993
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	11.8	0.996
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	12.3	0.933
LOXIMVI	SKCM	skin	melanoma	12.3	0.984
DND-41	ALL	blood	T_cell_leukemia	12.4	0.985
HCE-4	ESCA	aero_digestive_tract	oesophagus	12.5	0.987
KU812	LCML	blood	chronic_myeloid_leukaemia	12.6	0.982
NCI-H720	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	12.6	0.982
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	12.6	0.985
HSC-39	STAD	digestive_system	stomach	12.6	0.987
MOLT-4	ALL	blood	lymphoblastic_leukemia	12.7	0.992
ATN-1	ALL	blood	lymphoblastic_T_cell_leukaemia	12.7	0.98
KYM-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	12.7	0.988
NB4	LAML	blood	acute_myeloid_leukaemia	12.7	0.991
P30-OHK	ALL	blood	lymphoblastic_leukemia	12.7	0.99
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	12.8	0.992
SF539	LGG	nervous_system	glioma	12.9	0.984
K052	UNCLASSIFIED	blood	acute_myeloid_leukaemia	13	0.993
KP-N-YS	NB	nervous_system	neuroblastoma	13.2	0.962
BL-70	UNCLASSIFIED	blood	Burkitt_lymphoma	13.2	0.991
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	13.3	0.993
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	13.4	0.988
Farage	DLBC	blood	B_cell_lymphoma	13.4	0.992
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	13.4	0.99
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	13.4	0.992
DMS-79	SCLC	lung	lung_small_cell_carcinoma	13.4	0.96
SK-N-DZ	NB	nervous_system	neuroblastoma	13.6	0.977
DU-4475	BRCA	breast	breast	13.6	0.993
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	13.7	0.99
NCI-H2196	SCLC	lung	lung_small_cell_carcinoma	13.7	0.971
COR-L88	SCLC	lung	lung_small_cell_carcinoma	13.7	0.959
HuTu-80	UNCLASSIFIED	digestive_system	digestive_system_other	13.7	0.991
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	13.9	0.992
NALM-6	UNCLASSIFIED	blood	B_cell_leukemia	14.1	0.991
RPMI-8226	MM	blood	myeloma	14.2	0.988
JJN-3	MM	blood	haematopoietic_neoplasm_other	14.3	0.993
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	14.3	0.991
NEC8	UNCLASSIFIED	urogenital_system	testis	14.5	0.99
HCC2218	BRCA	breast	breast	14.6	0.956
PSN1	PAAD	pancreas	pancreas	14.6	0.991
HEL	LAML	blood	acute_myeloid_leukaemia	14.6	0.992
COLO-824	BRCA	breast	breast	14.6	0.975
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	14.7	0.99
IM-9	MM	blood	myeloma	14.7	0.989
DMS-153	UNCLASSIFIED	lung	lung_small_cell_carcinoma	14.7	0.939
HCC1500	BRCA	breast	breast	14.8	0.974
COLO-800	SKCM	skin	melanoma	14.8	0.98
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	14.8	0.968
MDA-MB-134-VI	UNCLASSIFIED	breast	breast	14.8	0.97
RH-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	14.8	0.992
JM1	DLBC	blood	B_cell_lymphoma	14.9	0.99
TC-71	UNCLASSIFIED	bone	ewings_sarcoma	15	0.992
AMO-1	MM	blood	haematopoietic_neoplasm_other	15	0.99
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	15	0.989
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	15.1	0.992
OPM-2	MM	blood	myeloma	15.2	0.994
BC-3	DLBC	blood	B_cell_lymphoma	15.2	0.987
RL	DLBC	blood	B_cell_lymphoma	15.2	0.985
HH	UNCLASSIFIED	blood	T_cell_leukemia	15.2	0.952
MKL-1-subclone-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	15.2	0.97
SCC-15	HNSC	aero_digestive_tract	head_and_neck	15.2	0.951
CESS	LAML	blood	acute_myeloid_leukaemia	15.3	0.99
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	15.3	0.993
NB(TU)1-10	NB	nervous_system	neuroblastoma	15.3	0.989
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	15.3	0.98
CMK	LAML	blood	acute_myeloid_leukaemia	15.4	0.991
MHH-PREB-1	UNCLASSIFIED	blood	B_cell_leukemia	15.5	0.987
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	15.6	0.993
JVM-2	CLL	blood	lymphoid_neoplasm_other	15.7	0.96
HAL-01	ALL	blood	lymphoblastic_leukemia	15.8	0.989
DOHH-2	DLBC	blood	B_cell_lymphoma	15.9	0.981
ES4	UNCLASSIFIED	bone	ewings_sarcoma	16	0.967
OCUB-M	BRCA	breast	breast	16.1	0.99
L-363	MM	blood	myeloma	16.1	0.99
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	16.1	0.991
KALS-1	LGG	nervous_system	glioma	16.1	0.951
TE-6	ESCA	aero_digestive_tract	oesophagus	16.2	0.966
OCI-LY-19	DLBC	blood	B_cell_lymphoma	16.2	0.986
CRO-AP2	DLBC	blood	B_cell_lymphoma	16.3	0.99
EJM	MM	blood	lymphoid_neoplasm_other	16.4	0.992
SBC-1	SCLC	lung	lung_small_cell_carcinoma	16.6	0.982
MOLT-13	ALL	blood	lymphoblastic_T_cell_leukaemia	16.7	0.99
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	16.7	0.987
NB14	NB	nervous_system	neuroblastoma	16.8	0.984
P3HR-1	UNCLASSIFIED	blood	Burkitt_lymphoma	16.9	0.989
SR	UNCLASSIFIED	blood	lymphoid_neoplasm_other	17	0.988
LP-1	MM	blood	myeloma	17	0.993
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	17	0.984
EVSA-T	BRCA	breast	breast	17	0.991
ES-2	UNCLASSIFIED	urogenital_system	ovary	17.1	0.99
HCC1187	BRCA	breast	breast	17.2	0.984
COLO-320-HSR	COREAD	digestive_system	large_intestine	17.2	0.991
GR-ST	ALL	blood	lymphoblastic_leukemia	17.3	0.965
NB69	NB	nervous_system	neuroblastoma	17.3	0.989
NB13	NB	nervous_system	neuroblastoma	17.4	0.989
NCI-H1581	UNCLASSIFIED	lung	lung_NSCLC_large_cell	17.4	0.987
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	17.5	0.991
ML-2	LAML	blood	acute_myeloid_leukaemia	17.6	0.989
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	17.6	0.989
TALL-1	ALL	blood	lymphoblastic_T_cell_leukaemia	17.8	0.985
HCC1599	BRCA	breast	breast	17.9	0.97
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	18	0.993
TGW	NB	nervous_system	neuroblastoma	18	0.992
THP-1	LAML	blood	acute_myeloid_leukaemia	18.1	0.989
MC-CAR	MM	blood	haematopoietic_neoplasm_other	18.1	0.989
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	18.1	0.979
GOTO	NB	nervous_system	neuroblastoma	18.1	0.971
KELLY	NB	nervous_system	neuroblastoma	18.2	0.988
D-336MG	LGG	nervous_system	glioma	18.2	0.96
NCI-H1963	SCLC	lung	lung_small_cell_carcinoma	18.3	0.991
TE-1	ESCA	aero_digestive_tract	oesophagus	18.3	0.962
MZ7-mel	SKCM	skin	melanoma	18.4	0.979
KG-1	LAML	blood	acute_myeloid_leukaemia	18.4	0.99
MS-1	SCLC	lung	lung_small_cell_carcinoma	18.5	0.99
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	18.5	0.977
KMOE-2	LAML	blood	acute_myeloid_leukaemia	18.6	0.99
ES8	UNCLASSIFIED	bone	ewings_sarcoma	18.7	0.987
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	18.8	0.991
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	18.8	0.977
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	18.9	0.991
HL-60	LAML	blood	acute_myeloid_leukaemia	19	0.99
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	19	0.977
D-283MED	MB	nervous_system	medulloblastoma	19.1	0.989
U-87-MG	GBM	nervous_system	glioma	19.1	0.969
8-MG-BA	GBM	nervous_system	glioma	19.2	0.987
SNU-16	STAD	digestive_system	stomach	19.3	0.991
K5	THCA	thyroid	thyroid	19.3	0.985
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	19.4	0.982
COR-L279	SCLC	lung	lung_small_cell_carcinoma	19.6	0.99
NCI-H1522	UNCLASSIFIED	lung	lung_small_cell_carcinoma	19.6	0.992
NK-92MI	UNCLASSIFIED	blood	lymphoid_neoplasm_other	19.6	0.988
SF126	GBM	nervous_system	glioma	19.8	0.979
IST-MEL1	SKCM	skin	melanoma	20	0.969
TUR	DLBC	blood	B_cell_lymphoma	20	0.989
CAL-148	BRCA	breast	breast	20	0.989
TE-15	ESCA	aero_digestive_tract	oesophagus	20.1	0.974
SK-UT-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	20.1	0.989
RPMI-8866	LCML	blood	chronic_myeloid_leukaemia	20.1	0.988
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	20.3	0.987
KINGS-1	LGG	nervous_system	glioma	20.4	0.957
RKO	COREAD	digestive_system	large_intestine	20.4	0.988
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	20.5	0.984
Hs-445	UNCLASSIFIED	blood	Hodgkin_lymphoma	20.5	0.989
TE-10	ESCA	aero_digestive_tract	oesophagus	20.9	0.985
Becker	GBM	nervous_system	glioma	20.9	0.975
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	21	0.986
A704	KIRC	kidney	kidney	21	0.986
SU-DHL-8	DLBC	blood	B_cell_lymphoma	21.2	0.988
DSH1	BLCA	urogenital_system	bladder	21.4	0.987
MOLP-8	MM	blood	myeloma	21.5	0.987
NOMO-1	LAML	blood	acute_myeloid_leukaemia	21.6	0.975
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	21.7	0.98
COLO-829	SKCM	skin	melanoma	21.7	0.952
GRANTA-519	DLBC	blood	B_cell_lymphoma	22.2	0.991
GI-1	LGG	nervous_system	glioma	22.2	0.987
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	22.3	0.982
HT	DLBC	blood	B_cell_lymphoma	22.3	0.99
LB373-MEL-D	SKCM	skin	melanoma	22.5	0.986
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	22.6	0.972
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	22.6	0.981
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	22.6	0.993
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	22.6	0.986
COLO-684	UCEC	urogenital_system	endometrium	22.8	0.977
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	22.8	0.993
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	22.8	0.976
D-247MG	GBM	nervous_system	glioma	22.9	0.961
ES5	UNCLASSIFIED	bone	ewings_sarcoma	22.9	0.975
NCI-H128	SCLC	lung	lung_small_cell_carcinoma	22.9	0.943
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	23	0.985
MSTO-211H	MESO	lung	mesothelioma	23	0.991
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	23	0.988
MFM-223	BRCA	breast	breast	23	0.986
AM-38	GBM	nervous_system	glioma	23.2	0.984
SK-N-FI	NB	nervous_system	neuroblastoma	23.2	0.986
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	23.4	0.985
BE2-M17	NB	nervous_system	neuroblastoma	23.4	0.984
KASUMI-1	LAML	blood	acute_myeloid_leukaemia	23.4	0.985
JSC-1	DLBC	blood	B_cell_lymphoma	23.8	0.986
VCaP	PRAD	urogenital_system	prostate	24.1	0.983
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	24.1	0.986
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	24.3	0.99
SIMA	NB	nervous_system	neuroblastoma	24.3	0.977
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	24.3	0.977
ARH-77	MM	blood	myeloma	24.4	0.988
MHH-NB-11	NB	nervous_system	neuroblastoma	24.7	0.98
GAK	SKCM	skin	melanoma	24.9	0.989
LB831-BLC	BLCA	urogenital_system	bladder	25.2	0.985
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	25.3	0.982
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	25.3	0.987
HCC-33	SCLC	lung	lung_small_cell_carcinoma	25.7	0.986
SW982	UNCLASSIFIED	soft_tissue	soft_tissue_other	25.7	0.985
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	25.9	0.986
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	26.1	0.988
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	26.1	0.986
TF-1	UNCLASSIFIED	blood	acute_myeloid_leukaemia	26.2	0.987
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	26.2	0.988
NB5	NB	nervous_system	neuroblastoma	26.6	0.986
MZ1-PC	PAAD	pancreas	pancreas	26.7	0.973
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	26.8	0.99
A388	UNCLASSIFIED	skin	skin_other	27.2	0.978
DJM-1	UNCLASSIFIED	skin	skin_other	27.3	0.988
KARPAS-422	DLBC	blood	B_cell_lymphoma	27.5	0.988
DB	DLBC	blood	B_cell_lymphoma	27.6	0.98
MDST8	COREAD	digestive_system	large_intestine	27.6	0.988
GI-ME-N	NB	nervous_system	neuroblastoma	27.7	0.966
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	27.7	0.988
KNS-42	LGG	nervous_system	glioma	27.9	0.976
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	28	0.988
EW-16	UNCLASSIFIED	bone	ewings_sarcoma	28	0.985
RF-48	STAD	digestive_system	stomach	28.4	0.981
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	28.5	0.987
A4-Fuk	DLBC	blood	B_cell_lymphoma	28.6	0.986
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	28.6	0.988
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	28.8	0.984
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	28.8	0.986
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	28.9	0.989
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	28.9	0.986
JVM-3	CLL	blood	lymphoid_neoplasm_other	29	0.987
CAS-1	GBM	nervous_system	glioma	29.1	0.967
SKM-1	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	29.2	0.982
NCI-H719	UNCLASSIFIED	lung	lung_small_cell_carcinoma	29.2	0.986
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	29.3	0.974
no-11	LGG	nervous_system	glioma	29.4	0.974
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	29.7	0.988
COLO-668	SCLC	lung	lung_small_cell_carcinoma	29.9	0.988
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	29.9	0.985
IST-MES1	MESO	lung	mesothelioma	29.9	0.988
Toledo	UNCLASSIFIED	blood	B_cell_lymphoma	29.9	0.98
SF268	GBM	nervous_system	glioma	29.9	0.984
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	30.1	0.99
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	30.1	0.985
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	30.3	0.989
ONS-76	MB	nervous_system	medulloblastoma	30.4	0.984
BB65-RCC	KIRC	kidney	kidney	30.5	0.98
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	30.6	0.984
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	30.8	0.985
SNU-5	STAD	digestive_system	stomach	30.8	0.988
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	31	0.985
SJSA-1	UNCLASSIFIED	bone	bone_other	31.2	0.982
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	31.4	0.988
SLVL	DLBC	blood	B_cell_lymphoma	31.5	0.986
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	31.6	0.979
TE-8	ESCA	aero_digestive_tract	oesophagus	32	0.985
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	32.2	0.982
TE-9	ESCA	aero_digestive_tract	oesophagus	32.3	0.987
SK-MEL-2	SKCM	skin	melanoma	32.4	0.987
Tera-1	UNCLASSIFIED	urogenital_system	testis	32.6	0.984
MMAc-SF	SKCM	skin	melanoma	32.9	0.987
HA7-RCC	KIRC	kidney	kidney	33.2	0.984
NCI-H220	UNCLASSIFIED	lung	lung_small_cell_carcinoma	33.7	0.985
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	33.9	0.981
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	33.9	0.981
KGN	UNCLASSIFIED	urogenital_system	ovary	34	0.979
MZ2-MEL	SKCM	skin	melanoma	34	0.981
SK-MM-2	MM	blood	myeloma	34.2	0.987
KM12	COREAD	digestive_system	large_intestine	34.2	0.985
NB1	NB	nervous_system	neuroblastoma	34.4	0.985
HCC2157	BRCA	breast	breast	34.5	0.987
CPC-N	SCLC	lung	lung_small_cell_carcinoma	34.6	0.985
NCI-H716	COREAD	digestive_system	large_intestine	34.6	0.976
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	34.6	0.98
NMC-G1	LGG	nervous_system	glioma	34.7	0.978
BOKU	UNCLASSIFIED	urogenital_system	cervix	34.9	0.979
OMC-1	CESC	urogenital_system	cervix	34.9	0.988
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	35	0.982
CTB-1	DLBC	blood	B_cell_lymphoma	35	0.971
GCIY	STAD	digestive_system	stomach	35.2	0.984
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	35.2	0.975
UACC-257	SKCM	skin	melanoma	35.3	0.978
TE-5	ESCA	aero_digestive_tract	oesophagus	35.4	0.982
A101D	SKCM	skin	melanoma	35.5	0.978
MKL-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	35.7	0.972
NCI-H1385	UNCLASSIFIED	lung	lung_NSCLC_squamous_cell_carcinoma	35.9	0.988
KP-N-YN	NB	nervous_system	neuroblastoma	35.9	0.985
NB17	NB	nervous_system	neuroblastoma	36	0.983
PL-21	LAML	blood	acute_myeloid_leukaemia	36.4	0.982
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	36.9	0.983
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	37	0.985
NH-12	NB	nervous_system	neuroblastoma	37.1	0.984
GB-1	GBM	nervous_system	glioma	37.2	0.982
TE-12	ESCA	aero_digestive_tract	oesophagus	37.4	0.98
LS-411N	COREAD	digestive_system	large_intestine	37.5	0.98
LS-1034	COREAD	digestive_system	large_intestine	37.5	0.985
KS-1	GBM	nervous_system	glioma	37.5	0.979
no-10	LGG	nervous_system	glioma	37.6	0.979
BT-474	BRCA	breast	breast	37.8	0.985
CP67-MEL	SKCM	skin	melanoma	38.1	0.951
DMS-114	SCLC	lung	lung_small_cell_carcinoma	39.1	0.984
LB996-RCC	KIRC	kidney	kidney	39.3	0.983
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	39.3	0.985
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	39.7	0.988
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	40.3	0.988
CP66-MEL	SKCM	skin	melanoma	40.5	0.985
ME-1	LAML	blood	acute_myeloid_leukaemia	40.8	0.988
NCI-H1299	UNCLASSIFIED	lung	lung_NSCLC_large_cell	41.9	0.981
NB6	NB	nervous_system	neuroblastoma	42	0.981
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	42.7	0.982
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	43	0.981
