Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
KYSE-510	ESCA	aero_digestive_tract	oesophagus	16	0.976
TASK1	UNCLASSIFIED	nervous_system	nervous_system_other	16	0.974
NCI-H929	MM	blood	myeloma	16.4	0.973
PCI-30	HNSC	aero_digestive_tract	head_and_neck	16.5	0.927
MHH-NB-11	NB	nervous_system	neuroblastoma	16.6	0.941
KMRC-1	KIRC	kidney	kidney	16.7	0.946
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	16.8	0.976
PCI-6A	HNSC	aero_digestive_tract	head_and_neck	16.8	0.956
CAL-62	THCA	thyroid	thyroid	16.8	0.959
NCI-H2023	LUAD	lung	lung_NSCLC_adenocarcinoma	17.3	0.927
Hs-633T	UNCLASSIFIED	soft_tissue	fibrosarcoma	17.3	0.981
MOLT-16	ALL	blood	lymphoblastic_T_cell_leukaemia	17.4	0.984
SU-DHL-4	DLBC	blood	B_cell_lymphoma	17.5	0.997
HGC-27	STAD	digestive_system	stomach	17.6	0.976
SUP-B15	ALL	blood	lymphoblastic_leukemia	18	0.962
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	18.2	0.973
NCI-H1693	LUAD	lung	lung_NSCLC_adenocarcinoma	18.4	0.899
SAS	HNSC	aero_digestive_tract	head_and_neck	18.6	0.945
HAL-01	ALL	blood	lymphoblastic_leukemia	18.8	0.973
KYSE-70	ESCA	aero_digestive_tract	oesophagus	19.2	0.948
CAL-27	HNSC	aero_digestive_tract	head_and_neck	19.4	0.957
DBTRG-05MG	GBM	nervous_system	glioma	19.5	0.94
P12-ICHIKAWA	ALL	blood	lymphoblastic_T_cell_leukaemia	19.5	0.99
KE-37	ALL	blood	lymphoblastic_leukemia	19.6	0.992
NB(TU)1-10	NB	nervous_system	neuroblastoma	19.6	0.976
COLO-800	SKCM	skin	melanoma	19.6	0.963
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	19.7	0.994
MSTO-211H	MESO	lung	mesothelioma	19.7	0.971
SK-MEL-5	SKCM	skin	melanoma	19.9	0.936
MC-IXC	NB	nervous_system	neuroblastoma	19.9	0.996
BALL-1	UNCLASSIFIED	blood	B_cell_leukemia	20.1	0.997
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	20.1	0.995
HCT-116	COREAD	digestive_system	large_intestine	20.1	0.966
SU-DHL-5	DLBC	blood	B_cell_lymphoma	20.2	0.994
RCH-ACV	UNCLASSIFIED	blood	B_cell_leukemia	20.3	0.984
DB	DLBC	blood	B_cell_lymphoma	20.5	0.947
CHL-1	SKCM	skin	melanoma	20.5	0.968
SU-DHL-6	DLBC	blood	B_cell_lymphoma	20.5	0.995
Jurkat	ALL	blood	T_cell_leukemia	20.5	0.984
EoL-1-cell	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	20.5	0.976
NCI-H146	SCLC	lung	lung_small_cell_carcinoma	20.6	0.988
JHH-1	LIHC	digestive_system	liver	20.8	0.952
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	21.2	0.954
BB65-RCC	KIRC	kidney	kidney	21.2	0.946
MOLM-13	LAML	blood	acute_myeloid_leukaemia	21.3	0.97
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	21.5	0.993
NALM-6	UNCLASSIFIED	blood	B_cell_leukemia	21.6	0.983
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	21.6	0.984
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	21.6	0.98
HCC70	BRCA	breast	breast	21.9	0.965
697	UNCLASSIFIED	blood	lymphoblastic_leukemia	22.3	0.989
SW1990	PAAD	pancreas	pancreas	22.4	0.945
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	22.4	0.995
CRO-AP2	DLBC	blood	B_cell_lymphoma	22.4	0.98
OCI-M1	LAML	blood	acute_myeloid_leukaemia	22.6	0.994
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	23.3	0.984
D-283MED	MB	nervous_system	medulloblastoma	23.3	0.975
GB-1	GBM	nervous_system	glioma	23.4	0.947
LC-1-sq	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	23.4	0.948
SKN	UNCLASSIFIED	urogenital_system	uterus	23.5	0.944
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	23.5	0.977
SUP-M2	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	23.8	0.994
SK-UT-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	24	0.976
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	24.1	0.994
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	24.3	0.966
CGTH-W-1	THCA	thyroid	thyroid	24.5	0.967
PA-1	UNCLASSIFIED	urogenital_system	ovary	24.5	0.992
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	24.6	0.981
LS-411N	COREAD	digestive_system	large_intestine	24.7	0.946
NCI-H2795	MESO	lung	mesothelioma	24.7	0.969
MIA-PaCa-2	PAAD	pancreas	pancreas	24.9	0.957
YT	ALL	blood	lymphoid_neoplasm_other	24.9	0.984
KARPAS-231	UNCLASSIFIED	blood	B_cell_leukemia	24.9	0.994
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	24.9	0.967
D-566MG	GBM	nervous_system	glioma	25	0.969
Set2	UNCLASSIFIED	-	-	25	0.991
NMC-G1	LGG	nervous_system	glioma	25.3	0.946
TE-11	ESCA	aero_digestive_tract	oesophagus	25.6	0.978
BICR22	HNSC	aero_digestive_tract	head_and_neck	25.6	0.953
C32	SKCM	skin	melanoma	25.6	0.961
MRK-nu-1	BRCA	breast	breast	25.8	0.977
Hey	OV	urogenital_system	ovary	25.8	0.974
OV-7	OV	urogenital_system	ovary	25.8	0.922
MEL-JUSO	SKCM	skin	melanoma	26	0.957
Ca9-22	HNSC	aero_digestive_tract	head_and_neck	26	0.977
KU812	LCML	blood	chronic_myeloid_leukaemia	26.1	0.978
SW13	ACC	kidney	adrenal_gland	26.1	0.967
PCI-4B	HNSC	aero_digestive_tract	head_and_neck	26.1	0.974
MZ2-MEL	SKCM	skin	melanoma	26.2	0.952
A2780	UNCLASSIFIED	urogenital_system	ovary	26.3	0.965
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	26.3	0.974
SUP-T1	ALL	blood	lymphoblastic_T_cell_leukaemia	26.4	0.978
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	26.5	0.974
L-363	MM	blood	myeloma	26.8	0.984
OVK-18	OV	urogenital_system	ovary	26.9	0.958
PA-TU-8988T	PAAD	pancreas	pancreas	26.9	0.969
CAL-51	BRCA	breast	breast	27	0.984
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	27	0.942
A427	UNCLASSIFIED	lung	lung_NSCLC_not_specified	27.2	0.968
RH-41	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	27.3	0.987
BICR78	HNSC	aero_digestive_tract	head_and_neck	27.3	0.955
NCI-H1435	LUAD	lung	lung_NSCLC_adenocarcinoma	27.3	0.981
JHU-011	HNSC	aero_digestive_tract	head_and_neck	27.3	0.972
SKN-3	HNSC	aero_digestive_tract	head_and_neck	27.4	0.953
KASUMI-1	LAML	blood	acute_myeloid_leukaemia	27.4	0.97
SK-GT-2	STAD	digestive_system	stomach	27.5	0.964
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	27.7	0.983
SUIT-2	PAAD	pancreas	pancreas	27.8	0.966
JEKO-1	DLBC	blood	B_cell_lymphoma	27.8	0.975
ES1	UNCLASSIFIED	bone	ewings_sarcoma	28.1	0.972
DOHH-2	DLBC	blood	B_cell_lymphoma	28.1	0.973
MCC26	UNCLASSIFIED	skin	Merkel_cell_carcinoma	28.3	0.945
PANC-03-27	PAAD	pancreas	pancreas	28.4	0.978
CMK	LAML	blood	acute_myeloid_leukaemia	28.4	0.987
VMRC-MELG	SKCM	skin	melanoma	28.4	0.966
NB4	LAML	blood	acute_myeloid_leukaemia	28.5	0.99
Farage	DLBC	blood	B_cell_lymphoma	28.5	0.99
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	28.7	0.993
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	28.7	0.987
BE-13	ALL	blood	lymphoblastic_leukemia	28.7	0.978
8-MG-BA	GBM	nervous_system	glioma	28.7	0.978
A3-KAW	DLBC	blood	B_cell_lymphoma	28.8	0.993
KARPAS-45	ALL	blood	lymphoblastic_leukemia	28.8	0.989
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	28.9	0.973
ES5	UNCLASSIFIED	bone	ewings_sarcoma	28.9	0.957
MDST8	COREAD	digestive_system	large_intestine	29	0.972
NB69	NB	nervous_system	neuroblastoma	29	0.983
KYSE-450	ESCA	aero_digestive_tract	oesophagus	29.1	0.977
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	29.1	0.972
COLO-205	COREAD	digestive_system	large_intestine	29.3	0.973
MFE-296	UCEC	urogenital_system	endometrium	29.3	0.964
HL-60	LAML	blood	acute_myeloid_leukaemia	29.3	0.982
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	29.4	0.961
SNU-5	STAD	digestive_system	stomach	29.5	0.97
K5	THCA	thyroid	thyroid	29.5	0.976
ARH-77	MM	blood	myeloma	29.6	0.976
OSC-20	HNSC	aero_digestive_tract	head_and_neck	29.8	0.955
HeLa	CESC	urogenital_system	cervix	29.8	0.977
SW982	UNCLASSIFIED	soft_tissue	soft_tissue_other	30.2	0.969
NY	UNCLASSIFIED	bone	osteosarcoma	30.3	0.974
CFPAC-1	PAAD	pancreas	pancreas	30.4	0.959
KYSE-410	ESCA	aero_digestive_tract	oesophagus	30.7	0.967
EW-7	UNCLASSIFIED	bone	ewings_sarcoma	30.7	0.985
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	30.8	0.968
KMH-2	THCA	thyroid	thyroid	30.9	0.984
ES-2	UNCLASSIFIED	urogenital_system	ovary	31.1	0.985
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	31.1	0.961
RCC-JF	KIRC	kidney	kidney	31.2	0.962
NCI-H2342	LUAD	lung	lung_NSCLC_adenocarcinoma	31.2	0.964
ML-2	LAML	blood	acute_myeloid_leukaemia	31.2	0.984
CAL-33	HNSC	aero_digestive_tract	head_and_neck	31.2	0.973
MOG-G-UVW	LGG	nervous_system	glioma	31.6	0.976
NU-DUL-1	DLBC	blood	B_cell_lymphoma	31.6	0.993
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	32	0.99
KMS-11	MM	blood	myeloma	32.3	0.988
SBC-5	SCLC	lung	lung_small_cell_carcinoma	32.4	0.992
TGW	NB	nervous_system	neuroblastoma	32.4	0.988
ECC10	UNCLASSIFIED	digestive_system	stomach	32.5	0.97
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	32.5	0.972
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	32.6	0.992
TOV-112D	OV	urogenital_system	ovary	32.8	0.974
A549	LUAD	lung	lung_NSCLC_adenocarcinoma	33	0.963
NTERA-2-cl-D1	UNCLASSIFIED	urogenital_system	testis	33.3	0.976
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	33.3	0.986
OE21	ESCA	aero_digestive_tract	oesophagus	33.6	0.944
KMS-12-BM	MM	blood	myeloma	33.6	0.991
JJN-3	MM	blood	haematopoietic_neoplasm_other	33.6	0.992
BC-1	DLBC	blood	B_cell_lymphoma	33.6	0.989
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	33.7	0.993
HSC-39	STAD	digestive_system	stomach	33.9	0.988
DU-4475	BRCA	breast	breast	34	0.993
KMOE-2	LAML	blood	acute_myeloid_leukaemia	34.2	0.986
BHT-101	THCA	thyroid	thyroid	34.3	0.973
HT-1080	UNCLASSIFIED	soft_tissue	fibrosarcoma	34.3	0.985
HN	HNSC	aero_digestive_tract	head_and_neck	34.3	0.981
P30-OHK	ALL	blood	lymphoblastic_leukemia	34.6	0.991
PSN1	PAAD	pancreas	pancreas	34.6	0.99
CML-T1	LCML	blood	chronic_myeloid_leukaemia	34.7	0.992
KARPAS-1106P	DLBC	blood	B_cell_lymphoma	34.7	0.992
HuTu-80	UNCLASSIFIED	digestive_system	digestive_system_other	34.8	0.992
NB10	NB	nervous_system	neuroblastoma	35.2	0.978
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	35.2	0.992
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	35.8	0.991
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	36	0.987
AN3-CA	UCEC	urogenital_system	endometrium	36.2	0.969
LN-18	GBM	nervous_system	glioma	36.3	0.994
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	36.3	0.992
HuCCT1	UNCLASSIFIED	digestive_system	biliary_tract	36.4	0.967
NCI-H647	UNCLASSIFIED	lung	lung_NSCLC_not_specified	36.4	0.973
SR	UNCLASSIFIED	blood	lymphoid_neoplasm_other	36.4	0.986
OVISE	OV	urogenital_system	ovary	36.6	0.951
ALL-SIL	ALL	blood	T_cell_leukemia	36.6	0.989
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	36.8	0.988
SK-N-SH	NB	nervous_system	neuroblastoma	36.8	0.978
Sci-1	UNCLASSIFIED	blood	B_cell_lymphoma	36.8	0.992
SW48	COREAD	digestive_system	large_intestine	37	0.978
KCL-22	LCML	blood	chronic_myeloid_leukaemia	37	0.992
SK-NEP-1	UNCLASSIFIED	kidney	kidney	37.1	0.982
LB831-BLC	BLCA	urogenital_system	bladder	37.1	0.976
RH-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	37.1	0.992
MHH-PREB-1	UNCLASSIFIED	blood	B_cell_leukemia	37.3	0.987
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	37.4	0.972
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	37.4	0.985
FTC-133	THCA	thyroid	thyroid	37.5	0.969
Ishikawa(Heraklio)02ER-	UNCLASSIFIED	urogenital_system	uterus	37.6	0.981
VMRC-RCW	KIRC	kidney	kidney	37.8	0.984
KYSE-520	ESCA	aero_digestive_tract	oesophagus	38	0.951
OPM-2	MM	blood	myeloma	38	0.994
NCI-H630	COREAD	digestive_system	large_intestine	38	0.971
IOSE-397	UNCLASSIFIED	urogenital_system	ovary	38.1	0.974
GA-10	UNCLASSIFIED	blood	Burkitt_lymphoma	38.2	0.991
RKO	COREAD	digestive_system	large_intestine	38.2	0.984
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	38.3	0.979
KY821	LAML	blood	leukemia	38.4	0.989
LU-135	SCLC	lung	lung_small_cell_carcinoma	38.5	0.993
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	38.9	0.991
HOS	UNCLASSIFIED	bone	osteosarcoma	38.9	0.992
JM1	DLBC	blood	B_cell_lymphoma	39.1	0.99
SJSA-1	UNCLASSIFIED	bone	bone_other	39.2	0.968
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	39.2	0.976
RERF-LC-Sq1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	39.3	0.942
SNU-16	STAD	digestive_system	stomach	39.3	0.988
BFTC-905	BLCA	urogenital_system	bladder	39.5	0.99
NCI-H1568	LUAD	lung	lung_NSCLC_adenocarcinoma	39.5	0.959
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	39.7	0.97
ST486	UNCLASSIFIED	blood	Burkitt_lymphoma	39.9	0.989
IM-9	MM	blood	myeloma	40	0.99
CESS	LAML	blood	acute_myeloid_leukaemia	40.1	0.991
ONS-76	MB	nervous_system	medulloblastoma	40.1	0.973
AMO-1	MM	blood	haematopoietic_neoplasm_other	40.1	0.991
NCI-H2009	LUAD	lung	lung_NSCLC_adenocarcinoma	40.2	0.974
TI-73	UNCLASSIFIED	bone	osteosarcoma	40.2	0.971
OCI-LY-19	DLBC	blood	B_cell_lymphoma	40.2	0.985
NCI-H1755	LUAD	lung	lung_NSCLC_adenocarcinoma	40.2	0.966
8505C	THCA	thyroid	thyroid	40.2	0.974
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	40.3	0.991
OCUB-M	BRCA	breast	breast	40.4	0.99
HO-1-u-1	HNSC	aero_digestive_tract	head_and_neck	40.5	0.983
WM-115	SKCM	skin	melanoma	40.8	0.962
MDA-MB-231	BRCA	breast	breast	40.9	0.975
NCI-H1105	SCLC	lung	lung_small_cell_carcinoma	40.9	0.993
LCLC-97TM1	UNCLASSIFIED	lung	lung_NSCLC_large_cell	40.9	0.972
AM-38	GBM	nervous_system	glioma	41	0.978
ABC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	41	0.963
SK-MEL-2	SKCM	skin	melanoma	41	0.976
JHU-029	HNSC	aero_digestive_tract	head_and_neck	41.2	0.961
COLO-320-HSR	COREAD	digestive_system	large_intestine	41.2	0.99
EJM	MM	blood	lymphoid_neoplasm_other	41.3	0.993
NUGC-4	STAD	digestive_system	stomach	41.4	0.979
Ca-Ski	CESC	urogenital_system	cervix	41.4	0.97
NB13	NB	nervous_system	neuroblastoma	41.5	0.989
OC-314	OV	urogenital_system	ovary	41.6	0.991
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	41.6	0.982
HCC-15	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	41.7	0.958
VMRC-LCD	LUAD	lung	lung_NSCLC_adenocarcinoma	41.8	0.993
PC-14	LUAD	lung	lung_NSCLC_adenocarcinoma	41.8	0.989
SW620	COREAD	digestive_system	large_intestine	41.9	0.989
HCC1187	BRCA	breast	breast	42	0.984
JIMT-1	BRCA	breast	breast	42.2	0.974
NCI-H1436	SCLC	lung	lung_small_cell_carcinoma	42.2	0.969
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	42.3	0.989
TYK-nu	UNCLASSIFIED	urogenital_system	ovary	42.3	0.974
LP-1	MM	blood	myeloma	42.5	0.993
MM1S	MM	blood	myeloma	42.5	0.984
NCI-H1341	SCLC	lung	lung_small_cell_carcinoma	42.5	0.992
EVSA-T	BRCA	breast	breast	42.6	0.991
DND-41	ALL	blood	T_cell_leukemia	42.6	0.99
MDA-MB-361	BRCA	breast	breast	42.7	0.981
SCC-4	HNSC	aero_digestive_tract	head_and_neck	42.7	0.965
MOLP-8	MM	blood	myeloma	42.8	0.983
COR-L321	UNCLASSIFIED	lung	lung_other	42.9	0.98
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	43	0.992
JHH-7	LIHC	digestive_system	liver	43.2	0.985
PWR-1E	PRAD	urogenital_system	prostate	43.2	0.98
NCI-H2122	LUAD	lung	lung_NSCLC_adenocarcinoma	43.3	0.985
HCC1937	BRCA	breast	breast	43.5	0.968
MES-SA	UNCLASSIFIED	urogenital_system	uterus	43.5	0.992
TC-YIK	UNCLASSIFIED	urogenital_system	cervix	43.6	0.991
MEG-01	LCML	blood	chronic_myeloid_leukaemia	43.7	0.985
MS-1	SCLC	lung	lung_small_cell_carcinoma	44.2	0.989
Hs-766T	PAAD	pancreas	pancreas	44.2	0.957
42-MG-BA	GBM	nervous_system	glioma	44.6	0.976
IOSE-364(-)	UNCLASSIFIED	urogenital_system	ovary	44.6	0.985
IGR-1	SKCM	skin	melanoma	44.8	0.99
CAKI-1	KIRC	kidney	kidney	44.8	0.945
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	45.1	0.982
MMAc-SF	SKCM	skin	melanoma	45.2	0.978
NCI-H1792	LUAD	lung	lung_NSCLC_adenocarcinoma	45.3	0.989
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	45.3	0.991
MC-CAR	MM	blood	haematopoietic_neoplasm_other	45.6	0.99
CAL-39	CESC	urogenital_system	cervix	45.7	0.979
IGR-37	SKCM	skin	melanoma	45.7	0.988
TUR	DLBC	blood	B_cell_lymphoma	45.8	0.987
NCI-H460	UNCLASSIFIED	lung	lung_NSCLC_large_cell	45.9	0.989
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	46	0.976
SK-GT-4	ESCA	aero_digestive_tract	oesophagus	46	0.964
LS-1034	COREAD	digestive_system	large_intestine	46.2	0.974
ME-180	CESC	urogenital_system	cervix	46.3	0.979
FU97	STAD	digestive_system	stomach	46.4	0.98
CADO-ES1	UNCLASSIFIED	bone	ewings_sarcoma	46.4	0.98
JSC-1	DLBC	blood	B_cell_lymphoma	46.5	0.983
NB5	NB	nervous_system	neuroblastoma	46.7	0.981
HH	UNCLASSIFIED	blood	T_cell_leukemia	46.9	0.958
OVTOKO	OV	urogenital_system	ovary	47.1	0.962
NCI-H1048	SCLC	lung	lung_small_cell_carcinoma	47.2	0.99
SF539	LGG	nervous_system	glioma	47.3	0.99
NCI-H1963	SCLC	lung	lung_small_cell_carcinoma	47.7	0.992
AGS	STAD	digestive_system	stomach	47.9	0.99
IOSE-75-16SV40	UNCLASSIFIED	urogenital_system	ovary	48	0.981
DAN-G	PAAD	pancreas	pancreas	48.1	0.991
OV-90	OV	urogenital_system	ovary	48.1	0.962
OCI-AML5	LAML	blood	acute_myeloid_leukaemia	48.1	0.989
SBC-3	SCLC	lung	lung_small_cell_carcinoma	48.2	0.989
OE19	ESCA	aero_digestive_tract	oesophagus	48.3	0.973
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	48.8	0.978
BE2-M17	NB	nervous_system	neuroblastoma	48.9	0.981
5637	BLCA	urogenital_system	bladder	49.2	0.99
KELLY	NB	nervous_system	neuroblastoma	49.4	0.989
U251	GBM	nervous_system	glioma	49.4	0.986
C-33-A	CESC	urogenital_system	cervix	49.7	0.983
ESS-1	UNCLASSIFIED	urogenital_system	endometrium	49.8	0.99
JHOS-2	OV	urogenital_system	ovary	49.8	0.971
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	50.1	0.985
T-T	ESCA	aero_digestive_tract	oesophagus	50.4	0.983
NCI-H1770	UNCLASSIFIED	lung	lung_NSCLC_not_specified	50.7	0.992
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	50.8	0.99
RC-K8	DLBC	blood	B_cell_lymphoma	51.2	0.992
UMC-11	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	51.3	0.991
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	51.4	0.986
COR-L279	SCLC	lung	lung_small_cell_carcinoma	51.5	0.991
U-2-OS	UNCLASSIFIED	bone	osteosarcoma	51.5	0.977
K-562	LCML	blood	chronic_myeloid_leukaemia	51.6	0.986
NCI-H1581	UNCLASSIFIED	lung	lung_NSCLC_large_cell	51.7	0.989
EFM-192A	BRCA	breast	breast	52	0.976
NCI-H28	MESO	lung	mesothelioma	52.1	0.962
IOSE-523(-)	UNCLASSIFIED	urogenital_system	ovary	52.1	0.99
HSC-2	HNSC	aero_digestive_tract	head_and_neck	52.2	0.989
NCI-H290	MESO	lung	mesothelioma	52.6	0.99
EMC-BAC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	52.9	0.974
TGBC11TKB	STAD	digestive_system	stomach	53.1	0.992
A704	KIRC	kidney	kidney	53.1	0.986
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	53.3	0.983
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	53.3	0.99
UACC-62	SKCM	skin	melanoma	53.4	0.984
TK	DLBC	blood	B_cell_lymphoma	53.5	0.99
