Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
TC-71	UNCLASSIFIED	bone	ewings_sarcoma	8.38	0.948
GI-ME-N	NB	nervous_system	neuroblastoma	8.4	0.873
IOSE-75-16SV40	UNCLASSIFIED	urogenital_system	ovary	8.43	0.914
SW1573	LUAD	lung	lung_NSCLC_adenocarcinoma	8.49	0.875
NCI-H661	UNCLASSIFIED	lung	lung_NSCLC_large_cell	8.56	0.891
SF539	LGG	nervous_system	glioma	8.56	0.935
NCI-H292	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	8.6	0.89
RCH-ACV	UNCLASSIFIED	blood	B_cell_leukemia	8.66	0.952
CTV-1	LAML	blood	acute_myeloid_leukaemia	8.74	0.958
ESS-1	UNCLASSIFIED	urogenital_system	endometrium	8.75	0.936
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	8.77	0.949
OC-314	OV	urogenital_system	ovary	8.82	0.945
HOS	UNCLASSIFIED	bone	osteosarcoma	8.87	0.95
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	8.89	0.918
CHP-212	NB	nervous_system	neuroblastoma	8.93	0.933
KATOIII	STAD	digestive_system	stomach	9.15	0.935
NB14	NB	nervous_system	neuroblastoma	9.22	0.931
UACC-257	SKCM	skin	melanoma	9.23	0.892
COR-L23	UNCLASSIFIED	lung	lung_NSCLC_large_cell	9.26	0.927
A204	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	9.26	0.887
5637	BLCA	urogenital_system	bladder	9.36	0.939
SN12C	KIRC	kidney	kidney	9.38	0.907
SU-DHL-5	DLBC	blood	B_cell_lymphoma	9.5	0.976
MG-63	UNCLASSIFIED	bone	osteosarcoma	9.51	0.903
NB13	NB	nervous_system	neuroblastoma	9.51	0.944
NUGC-3	STAD	digestive_system	stomach	9.56	0.908
KYSE-270	ESCA	aero_digestive_tract	oesophagus	9.59	0.951
A172	GBM	nervous_system	glioma	9.61	0.931
8305C	THCA	thyroid	thyroid	9.68	0.887
SJRH30	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	9.74	0.92
KP-4	PAAD	pancreas	pancreas	9.97	0.934
U-2-OS	UNCLASSIFIED	bone	osteosarcoma	10	0.914
TE-1	ESCA	aero_digestive_tract	oesophagus	10.1	0.894
MDA-MB-231	BRCA	breast	breast	10.2	0.92
NCI-H1915	UNCLASSIFIED	lung	lung_NSCLC_large_cell	10.2	0.926
CAL-54	KIRC	kidney	kidney	10.2	0.91
KARPAS-231	UNCLASSIFIED	blood	B_cell_leukemia	10.4	0.974
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	10.4	0.928
42-MG-BA	GBM	nervous_system	glioma	10.4	0.92
IOSE-397	UNCLASSIFIED	urogenital_system	ovary	10.4	0.923
NCI-H2804	MESO	lung	mesothelioma	10.5	0.916
SCC-15	HNSC	aero_digestive_tract	head_and_neck	10.5	0.889
TE-10	ESCA	aero_digestive_tract	oesophagus	10.5	0.933
GR-ST	ALL	blood	lymphoblastic_leukemia	10.5	0.904
SU-DHL-16	DLBC	blood	B_cell_lymphoma	10.6	0.988
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	10.6	0.963
OCI-LY-19	DLBC	blood	B_cell_lymphoma	10.7	0.944
SF268	GBM	nervous_system	glioma	10.7	0.921
JHH-6	LIHC	digestive_system	liver	10.8	0.93
DU-4475	BRCA	breast	breast	10.8	0.965
AU565	BRCA	breast	breast	10.9	0.917
NCI-H647	UNCLASSIFIED	lung	lung_NSCLC_not_specified	11	0.926
KYSE-220	ESCA	aero_digestive_tract	oesophagus	11.1	0.925
NCI-H2405	LUAD	lung	lung_NSCLC_adenocarcinoma	11.1	0.919
MZ1-PC	PAAD	pancreas	pancreas	11.2	0.904
HCC1187	BRCA	breast	breast	11.3	0.942
MOG-G-UVW	LGG	nervous_system	glioma	11.3	0.938
RPMI-8866	LCML	blood	chronic_myeloid_leukaemia	11.3	0.946
KARPAS-1106P	DLBC	blood	B_cell_lymphoma	11.3	0.965
Daoy	MB	nervous_system	medulloblastoma	11.5	0.95
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	11.6	0.918
NCI-H2810	MESO	lung	mesothelioma	11.6	0.921
SKM-1	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	11.7	0.922
A427	UNCLASSIFIED	lung	lung_NSCLC_not_specified	11.8	0.935
MC-CAR	MM	blood	haematopoietic_neoplasm_other	11.8	0.954
CGTH-W-1	THCA	thyroid	thyroid	11.8	0.937
D-566MG	GBM	nervous_system	glioma	11.8	0.939
NCI-H1792	LUAD	lung	lung_NSCLC_adenocarcinoma	11.9	0.952
NMC-G1	LGG	nervous_system	glioma	11.9	0.909
SU-DHL-10	DLBC	blood	B_cell_lymphoma	11.9	0.995
PSN1	PAAD	pancreas	pancreas	12	0.964
SBC-3	SCLC	lung	lung_small_cell_carcinoma	12	0.952
BFTC-905	BLCA	urogenital_system	bladder	12.1	0.961
HT-29	COREAD	digestive_system	large_intestine	12.1	0.938
SW1710	BLCA	urogenital_system	bladder	12.3	0.934
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	12.3	0.93
ECC10	UNCLASSIFIED	digestive_system	stomach	12.3	0.933
TE-9	ESCA	aero_digestive_tract	oesophagus	12.3	0.933
HCC2998	COREAD	digestive_system	large_intestine	12.4	0.943
HARA	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	12.5	0.919
MC116	DLBC	blood	B_cell_lymphoma	12.5	0.999
HSC-4	HNSC	aero_digestive_tract	head_and_neck	12.5	0.902
PC-14	LUAD	lung	lung_NSCLC_adenocarcinoma	12.5	0.956
UACC-62	SKCM	skin	melanoma	12.5	0.941
CAL-62	THCA	thyroid	thyroid	12.6	0.947
KMRC-1	KIRC	kidney	kidney	12.6	0.932
A431	UNCLASSIFIED	skin	skin_other	12.6	0.947
LN-229	GBM	nervous_system	glioma	12.6	0.941
SBC-5	SCLC	lung	lung_small_cell_carcinoma	12.7	0.972
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	12.7	0.971
LCLC-97TM1	UNCLASSIFIED	lung	lung_NSCLC_large_cell	12.7	0.928
KYSE-510	ESCA	aero_digestive_tract	oesophagus	12.7	0.968
IHH-4	THCA	thyroid	thyroid	12.8	0.974
HT-1197	BLCA	urogenital_system	bladder	12.9	0.918
KNS-81-FD	LGG	nervous_system	glioma	12.9	0.901
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	12.9	0.955
DoTc2-4510	CESC	urogenital_system	cervix	13	0.949
TT2609-C02	THCA	thyroid	thyroid	13	0.932
OSC-20	HNSC	aero_digestive_tract	head_and_neck	13.1	0.919
NCI-H1993	LUAD	lung	lung_NSCLC_adenocarcinoma	13.1	0.905
NCI-H1755	LUAD	lung	lung_NSCLC_adenocarcinoma	13.2	0.923
ES4	UNCLASSIFIED	bone	ewings_sarcoma	13.3	0.924
Ca9-22	HNSC	aero_digestive_tract	head_and_neck	13.3	0.954
8505C	THCA	thyroid	thyroid	13.4	0.935
BICR22	HNSC	aero_digestive_tract	head_and_neck	13.6	0.926
GMS-10	GBM	nervous_system	glioma	13.6	0.945
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	13.6	0.941
MFE-319	UCEC	urogenital_system	endometrium	13.6	0.948
SW620	COREAD	digestive_system	large_intestine	13.7	0.962
B-CPAP	THCA	thyroid	thyroid	13.7	0.959
IST-MES1	MESO	lung	mesothelioma	13.7	0.943
CRO-AP2	DLBC	blood	B_cell_lymphoma	13.8	0.965
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	13.8	0.96
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	13.8	0.922
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	13.8	0.948
OCI-LY7	DLBC	blood	B_cell_lymphoma	13.8	0.995
RS4-11	ALL	blood	leukemia	14	0.958
TE-11	ESCA	aero_digestive_tract	oesophagus	14	0.958
DK-MG	GBM	nervous_system	glioma	14	0.894
HO-1-N-1	HNSC	aero_digestive_tract	head_and_neck	14.1	0.958
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	14.1	0.967
SNU-5	STAD	digestive_system	stomach	14.2	0.943
RCC-JF	KIRC	kidney	kidney	14.3	0.931
SCC-4	HNSC	aero_digestive_tract	head_and_neck	14.3	0.923
VMRC-RCZ	KIRC	kidney	kidney	14.3	0.926
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	14.4	0.939
SK-MES-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	14.4	0.935
K5	THCA	thyroid	thyroid	14.5	0.953
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	14.6	0.949
HLE	LIHC	digestive_system	liver	14.7	0.956
BEN	UNCLASSIFIED	lung	lung_NSCLC_not_specified	14.7	0.93
NB7	NB	nervous_system	neuroblastoma	14.8	0.942
COR-L105	LUAD	lung	lung_NSCLC_adenocarcinoma	14.8	0.923
KYAE-1	ESCA	aero_digestive_tract	oesophagus	14.8	0.934
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	14.8	0.931
J82	BLCA	urogenital_system	bladder	14.8	0.949
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	15	0.951
OCUB-M	BRCA	breast	breast	15	0.968
SK-NEP-1	UNCLASSIFIED	kidney	kidney	15.1	0.956
KS-1	GBM	nervous_system	glioma	15.1	0.921
KINGS-1	LGG	nervous_system	glioma	15.2	0.909
U031	KIRC	kidney	kidney	15.3	0.945
Ishikawa(Heraklio)02ER-	UNCLASSIFIED	urogenital_system	uterus	15.3	0.954
DU-145	PRAD	urogenital_system	prostate	15.4	0.934
PCI-38	HNSC	aero_digestive_tract	head_and_neck	15.4	0.949
JVM-3	CLL	blood	lymphoid_neoplasm_other	15.4	0.948
NCI-H28	MESO	lung	mesothelioma	15.4	0.914
Becker	GBM	nervous_system	glioma	15.5	0.935
CHP-126	NB	nervous_system	neuroblastoma	15.6	0.947
SCH	UNCLASSIFIED	digestive_system	stomach	15.8	0.941
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	15.9	0.941
L-363	MM	blood	myeloma	15.9	0.971
G-401	UNCLASSIFIED	kidney	kidney	16	0.939
KYSE-150	ESCA	aero_digestive_tract	oesophagus	16	0.957
BT-474	BRCA	breast	breast	16.1	0.937
KGN	UNCLASSIFIED	urogenital_system	ovary	16.1	0.927
NCI-H1693	LUAD	lung	lung_NSCLC_adenocarcinoma	16.1	0.892
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	16.2	0.988
GDM-1	LAML	blood	acute_myeloid_leukaemia	16.2	0.958
HCC1569	BRCA	breast	breast	16.2	0.916
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	16.3	0.945
KE-37	ALL	blood	lymphoblastic_leukemia	16.4	0.989
NCI-H2227	SCLC	lung	lung_small_cell_carcinoma	16.5	0.937
MEL-JUSO	SKCM	skin	melanoma	16.6	0.939
LS-513	COREAD	digestive_system	large_intestine	16.8	0.948
Calu-3	LUAD	lung	lung_NSCLC_adenocarcinoma	16.8	0.925
GOTO	NB	nervous_system	neuroblastoma	16.8	0.938
22RV1	PRAD	urogenital_system	prostate	16.8	0.927
HCC1806	UNCLASSIFIED	breast	breast	16.9	0.965
TOV-21G	OV	urogenital_system	ovary	16.9	0.942
NY	UNCLASSIFIED	bone	osteosarcoma	16.9	0.955
TMK-1	STAD	digestive_system	stomach	16.9	0.946
EW-16	UNCLASSIFIED	bone	ewings_sarcoma	17	0.948
TGBC24TKB	UNCLASSIFIED	digestive_system	biliary_tract	17.1	0.963
SF295	GBM	nervous_system	glioma	17.2	0.945
CAKI-1	KIRC	kidney	kidney	17.3	0.905
OAW-28	OV	urogenital_system	ovary	17.4	0.927
PA-TU-8902	PAAD	pancreas	pancreas	17.5	0.936
SU-DHL-4	DLBC	blood	B_cell_lymphoma	17.5	0.997
FTC-133	THCA	thyroid	thyroid	17.5	0.942
GB-1	GBM	nervous_system	glioma	17.5	0.935
KARPAS-45	ALL	blood	lymphoblastic_leukemia	17.5	0.979
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	17.6	0.994
OVCAR-3	OV	urogenital_system	ovary	17.6	0.942
CAL-29	BLCA	urogenital_system	bladder	17.6	0.946
HO-1-u-1	HNSC	aero_digestive_tract	head_and_neck	17.7	0.961
CAL-33	HNSC	aero_digestive_tract	head_and_neck	17.7	0.955
JHH-4	LIHC	digestive_system	liver	17.7	0.956
BFTC-909	KIRC	kidney	kidney	17.7	0.959
SW156	KIRC	kidney	kidney	17.8	0.943
MHH-CALL-2	UNCLASSIFIED	blood	B_cell_leukemia	17.9	0.995
GI-1	LGG	nervous_system	glioma	18	0.961
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	18	0.973
MOLT-13	ALL	blood	lymphoblastic_T_cell_leukaemia	18.1	0.973
SK-MG-1	GBM	nervous_system	glioma	18.1	0.955
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	18.1	0.962
T24	BLCA	urogenital_system	bladder	18.1	0.962
MOLM-16	LAML	blood	acute_myeloid_leukaemia	18.3	0.973
PA-TU-8988T	PAAD	pancreas	pancreas	18.3	0.957
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	18.4	0.968
PC-3_[JPC-3]	LUAD	lung	lung_NSCLC_adenocarcinoma	18.5	0.924
T98G	GBM	nervous_system	glioma	18.6	0.967
D-283MED	MB	nervous_system	medulloblastoma	18.6	0.969
OVMIU	OV	urogenital_system	ovary	18.7	0.932
JHU-011	HNSC	aero_digestive_tract	head_and_neck	18.9	0.96
MOLT-4	ALL	blood	lymphoblastic_leukemia	19	0.984
647-V	BLCA	urogenital_system	bladder	19	0.958
CS1	UNCLASSIFIED	bone	bone_other	19.1	0.945
BALL-1	UNCLASSIFIED	blood	B_cell_leukemia	19.2	0.997
SW900	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	19.3	0.941
SK-MEL-1	SKCM	skin	melanoma	19.3	0.976
TGW	NB	nervous_system	neuroblastoma	19.4	0.977
NU-DUL-1	DLBC	blood	B_cell_lymphoma	19.4	0.986
KASUMI-1	LAML	blood	acute_myeloid_leukaemia	19.4	0.959
DMS-79	SCLC	lung	lung_small_cell_carcinoma	19.5	0.94
NCI-H1437	LUAD	lung	lung_NSCLC_adenocarcinoma	19.5	0.954
REH	UNCLASSIFIED	blood	B_cell_leukemia	19.5	0.964
NCI-H146	SCLC	lung	lung_small_cell_carcinoma	19.5	0.987
MDA-MB-157	BRCA	breast	breast	19.6	0.956
NCI-H1299	UNCLASSIFIED	lung	lung_NSCLC_large_cell	19.8	0.936
ACHN	KIRC	kidney	kidney	19.8	0.945
SKN-3	HNSC	aero_digestive_tract	head_and_neck	19.9	0.941
DAN-G	PAAD	pancreas	pancreas	20	0.976
AGS	STAD	digestive_system	stomach	20	0.973
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	20.1	0.995
RD	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	20.2	0.95
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	20.2	0.976
CCK-81	COREAD	digestive_system	large_intestine	20.3	0.967
SU-DHL-6	DLBC	blood	B_cell_lymphoma	20.5	0.995
IGR-1	SKCM	skin	melanoma	20.5	0.976
LP-1	MM	blood	myeloma	20.6	0.983
NEC8	UNCLASSIFIED	urogenital_system	testis	20.8	0.98
JHH-7	LIHC	digestive_system	liver	20.8	0.969
T47D	BRCA	breast	breast	20.9	0.912
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	21.1	0.955
RH-18	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	21.2	0.947
TOV-112D	OV	urogenital_system	ovary	21.2	0.961
TYK-nu	UNCLASSIFIED	urogenital_system	ovary	21.2	0.954
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	21.3	0.962
YKG-1	GBM	nervous_system	glioma	21.3	0.961
OVISE	OV	urogenital_system	ovary	21.6	0.93
CFPAC-1	PAAD	pancreas	pancreas	21.7	0.948
no-11	LGG	nervous_system	glioma	21.8	0.938
TE-5	ESCA	aero_digestive_tract	oesophagus	22	0.947
DMS-53	SCLC	lung	lung_small_cell_carcinoma	22	0.954
UM-UC-3	BLCA	urogenital_system	bladder	22.2	0.971
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	22.2	0.964
NCI-H520	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	22.2	0.96
ME-180	CESC	urogenital_system	cervix	22.4	0.959
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	22.4	0.995
CRO-AP3	UNCLASSIFIED	blood	B_cell_lymphoma	22.5	0.983
SISO	CESC	urogenital_system	cervix	22.5	0.969
PCI-15A	HNSC	aero_digestive_tract	head_and_neck	22.5	0.963
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	22.5	0.965
ATN-1	ALL	blood	lymphoblastic_T_cell_leukaemia	22.7	0.972
OVK-18	OV	urogenital_system	ovary	22.9	0.952
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	22.9	0.944
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	22.9	0.983
CML-T1	LCML	blood	chronic_myeloid_leukaemia	22.9	0.985
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	23	0.948
HPAC	PAAD	pancreas	pancreas	23.1	0.927
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	23.2	0.962
NCI-H3118	UNCLASSIFIED	aero_digestive_tract	head_and_neck	23.4	0.956
KMH-2	THCA	thyroid	thyroid	23.4	0.978
NCI-H508	COREAD	digestive_system	large_intestine	23.5	0.903
PCI-6A	HNSC	aero_digestive_tract	head_and_neck	23.6	0.967
BxPC-3	PAAD	pancreas	pancreas	23.6	0.953
CMK	LAML	blood	acute_myeloid_leukaemia	23.7	0.984
HuP-T4	PAAD	pancreas	pancreas	23.7	0.959
OAW-42	OV	urogenital_system	ovary	23.8	0.957
TASK1	UNCLASSIFIED	nervous_system	nervous_system_other	23.8	0.984
HT-144	SKCM	skin	melanoma	24.1	0.954
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	24.1	0.994
WM-115	SKCM	skin	melanoma	24.2	0.944
NB12	NB	nervous_system	neuroblastoma	24.2	0.934
WM793B	SKCM	skin	melanoma	24.2	0.956
NALM-6	UNCLASSIFIED	blood	B_cell_leukemia	24.3	0.985
HN	HNSC	aero_digestive_tract	head_and_neck	24.4	0.973
SW13	ACC	kidney	adrenal_gland	24.4	0.965
RKO	COREAD	digestive_system	large_intestine	24.5	0.975
HCC-56	COREAD	digestive_system	large_intestine	24.5	0.964
OCI-M1	LAML	blood	acute_myeloid_leukaemia	24.5	0.994
NCI-H810	UNCLASSIFIED	lung	lung_NSCLC_large_cell	24.5	0.971
BE-13	ALL	blood	lymphoblastic_leukemia	24.6	0.974
MKN28	STAD	digestive_system	stomach	24.8	0.965
PCI-30	HNSC	aero_digestive_tract	head_and_neck	24.9	0.945
KYSE-450	ESCA	aero_digestive_tract	oesophagus	25.1	0.973
SW48	COREAD	digestive_system	large_intestine	25.1	0.968
NCI-H196	SCLC	lung	lung_small_cell_carcinoma	25.1	0.962
NH-12	NB	nervous_system	neuroblastoma	25.1	0.955
JSC-1	DLBC	blood	B_cell_lymphoma	25.2	0.969
SK-LU-1	LUAD	lung	lung_NSCLC_adenocarcinoma	25.6	0.942
AM-38	GBM	nervous_system	glioma	25.7	0.966
CAL-39	CESC	urogenital_system	cervix	25.7	0.964
FU97	STAD	digestive_system	stomach	25.7	0.965
ST486	UNCLASSIFIED	blood	Burkitt_lymphoma	25.7	0.981
HPAF-II	PAAD	pancreas	pancreas	25.8	0.94
P30-OHK	ALL	blood	lymphoblastic_leukemia	25.8	0.987
MKN7	STAD	digestive_system	stomach	25.8	0.935
LB1047-RCC	KIRC	kidney	kidney	25.9	0.956
D-247MG	GBM	nervous_system	glioma	25.9	0.934
S-117	UNCLASSIFIED	thyroid	thyroid	26	0.937
BC-1	DLBC	blood	B_cell_lymphoma	26.1	0.985
MDST8	COREAD	digestive_system	large_intestine	26.1	0.969
Detroit562	HNSC	aero_digestive_tract	head_and_neck	26.1	0.973
NCI-H2452	MESO	lung	mesothelioma	26.1	0.95
MS751	CESC	urogenital_system	cervix	26.1	0.977
D-263MG	GBM	nervous_system	glioma	26.3	0.948
A3-KAW	DLBC	blood	B_cell_lymphoma	26.3	0.991
HCC-827	LUAD	lung	lung_NSCLC_adenocarcinoma	26.4	0.954
LAN-6	NB	nervous_system	neuroblastoma	26.4	0.95
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	26.5	0.946
SF126	GBM	nervous_system	glioma	26.7	0.964
HTC-C3	THCA	thyroid	thyroid	26.7	0.958
RT-112	BLCA	urogenital_system	bladder	26.8	0.962
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	27	0.993
NCI-H2347	LUAD	lung	lung_NSCLC_adenocarcinoma	27.1	0.949
MS-1	SCLC	lung	lung_small_cell_carcinoma	27.2	0.981
EBC-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	27.2	0.958
SK-N-DZ	NB	nervous_system	neuroblastoma	27.3	0.971
P12-ICHIKAWA	ALL	blood	lymphoblastic_T_cell_leukaemia	27.6	0.994
KM12	COREAD	digestive_system	large_intestine	27.6	0.962
A549	LUAD	lung	lung_NSCLC_adenocarcinoma	27.8	0.958
IOSE-523(-)	UNCLASSIFIED	urogenital_system	ovary	28	0.98
EW-7	UNCLASSIFIED	bone	ewings_sarcoma	28	0.983
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	28.2	0.975
