Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
NB17	NB	nervous_system	neuroblastoma	0.00322	0.703
BB65-RCC	KIRC	kidney	kidney	0.00323	0.703
RXF393	KIRC	kidney	kidney	0.00324	0.687
NCI-H1568	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00328	0.698
SUP-M2	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	0.00332	0.752
22RV1	PRAD	urogenital_system	prostate	0.00334	0.701
HSC-39	STAD	digestive_system	stomach	0.00335	0.739
LS-411N	COREAD	digestive_system	large_intestine	0.00338	0.704
PA-TU-8988T	PAAD	pancreas	pancreas	0.00339	0.724
CAL-51	BRCA	breast	breast	0.0034	0.741
OC-314	OV	urogenital_system	ovary	0.00341	0.742
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	0.00343	0.737
BE2-M17	NB	nervous_system	neuroblastoma	0.00348	0.725
451Lu	SKCM	skin	melanoma	0.00352	0.733
WM278	SKCM	skin	melanoma	0.00352	0.717
LN-405	GBM	nervous_system	glioma	0.00353	0.706
A388	UNCLASSIFIED	skin	skin_other	0.00354	0.716
LCLC-103H	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.00355	0.742
PANC-02-03	PAAD	pancreas	pancreas	0.00356	0.712
OVCAR-8	OV	urogenital_system	ovary	0.00359	0.745
OV-7	OV	urogenital_system	ovary	0.00359	0.691
SH-4	SKCM	skin	melanoma	0.00362	0.689
MDA-MB-415	BRCA	breast	breast	0.00362	0.703
COLO-679	SKCM	skin	melanoma	0.00363	0.722
Hs-578-T	BRCA	breast	breast	0.00364	0.727
BxPC-3	PAAD	pancreas	pancreas	0.00365	0.723
Hep3B2-1-7	LIHC	digestive_system	liver	0.00377	0.739
AMO-1	MM	blood	haematopoietic_neoplasm_other	0.00378	0.757
NCI-H520	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.0038	0.736
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	0.00381	0.759
BT-20	BRCA	breast	breast	0.00382	0.718
HuO9	UNCLASSIFIED	bone	osteosarcoma	0.00385	0.73
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.00386	0.725
CaR-1	COREAD	digestive_system	large_intestine	0.00386	0.7
RPMI-8866	LCML	blood	chronic_myeloid_leukaemia	0.0039	0.752
OSC-20	HNSC	aero_digestive_tract	head_and_neck	0.0039	0.725
CHSA8926	UNCLASSIFIED	bone	chondrosarcoma	0.0039	0.706
CAL-120	BRCA	breast	breast	0.0039	0.717
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	0.00393	0.732
SAT	HNSC	aero_digestive_tract	head_and_neck	0.00394	0.7
MKN45	STAD	digestive_system	stomach	0.00394	0.72
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	0.004	0.723
MZ2-MEL	SKCM	skin	melanoma	0.004	0.729
OCUB-M	BRCA	breast	breast	0.00402	0.765
ME-180	CESC	urogenital_system	cervix	0.00404	0.743
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00405	0.718
GI-ME-N	NB	nervous_system	neuroblastoma	0.00408	0.716
MDA-MB-361	BRCA	breast	breast	0.00409	0.751
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	0.00411	0.761
SR	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.00411	0.764
SBC-3	SCLC	lung	lung_small_cell_carcinoma	0.00415	0.764
HCC2157	BRCA	breast	breast	0.00417	0.746
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	0.00419	0.776
NCI-H2023	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00421	0.729
NB4	LAML	blood	acute_myeloid_leukaemia	0.00423	0.781
T47D	BRCA	breast	breast	0.00423	0.709
KNS-42	LGG	nervous_system	glioma	0.00424	0.734
HCC1143	BRCA	breast	breast	0.00424	0.718
JHH-7	LIHC	digestive_system	liver	0.00425	0.763
ALL-SIL	ALL	blood	T_cell_leukemia	0.00425	0.774
D-502MG	LGG	nervous_system	glioma	0.0043	0.709
JJN-3	MM	blood	haematopoietic_neoplasm_other	0.0043	0.783
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.00436	0.775
KMRC-20	KIRC	kidney	kidney	0.00436	0.756
DB	DLBC	blood	B_cell_lymphoma	0.00436	0.745
BE-13	ALL	blood	lymphoblastic_leukemia	0.00437	0.767
WM-115	SKCM	skin	melanoma	0.00438	0.736
NKM-1	LAML	blood	acute_myeloid_leukaemia	0.00438	0.756
OE19	ESCA	aero_digestive_tract	oesophagus	0.00442	0.745
HT-29	COREAD	digestive_system	large_intestine	0.00442	0.76
HuP-T4	PAAD	pancreas	pancreas	0.00443	0.753
MFM-223	BRCA	breast	breast	0.00447	0.763
OVISE	OV	urogenital_system	ovary	0.00447	0.73
UACC-62	SKCM	skin	melanoma	0.0045	0.763
OVK-18	OV	urogenital_system	ovary	0.00451	0.75
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	0.00454	0.734
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	0.00455	0.763
WM793B	SKCM	skin	melanoma	0.00456	0.752
PA-TU-8902	PAAD	pancreas	pancreas	0.00459	0.747
KM12	COREAD	digestive_system	large_intestine	0.00459	0.755
MDA-MB-453	BRCA	breast	breast	0.00462	0.753
NCI-H28	MESO	lung	mesothelioma	0.00462	0.734
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	0.00467	0.793
CP50-MEL-B	SKCM	skin	melanoma	0.0047	0.769
SW1271	SCLC	lung	lung_small_cell_carcinoma	0.00471	0.751
EM-2	LCML	blood	chronic_myeloid_leukaemia	0.00476	0.755
HCC2998	COREAD	digestive_system	large_intestine	0.00476	0.773
A101D	SKCM	skin	melanoma	0.00477	0.746
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.00479	0.764
SiHa	CESC	urogenital_system	cervix	0.0048	0.753
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00482	0.755
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	0.0049	0.795
RVH-421	SKCM	skin	melanoma	0.00502	0.74
LU-135	SCLC	lung	lung_small_cell_carcinoma	0.00515	0.807
HuCCT1	UNCLASSIFIED	digestive_system	biliary_tract	0.00515	0.766
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	0.00515	0.795
EoL-1-cell	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	0.00516	0.798
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	0.00517	0.796
A2780	UNCLASSIFIED	urogenital_system	ovary	0.00522	0.776
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00528	0.784
SU8686	PAAD	pancreas	pancreas	0.00531	0.768
D-283MED	MB	nervous_system	medulloblastoma	0.00537	0.798
HuP-T3	PAAD	pancreas	pancreas	0.00539	0.76
OCI-LY7	DLBC	blood	B_cell_lymphoma	0.00542	0.842
SNB75	GBM	nervous_system	glioma	0.00545	0.741
KNS-81-FD	LGG	nervous_system	glioma	0.0055	0.751
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00552	0.78
SW1783	LGG	nervous_system	glioma	0.00552	0.803
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	0.00554	0.796
DOHH-2	DLBC	blood	B_cell_lymphoma	0.00555	0.792
CAL-85-1	BRCA	breast	breast	0.00555	0.759
23132-87	STAD	digestive_system	stomach	0.00558	0.785
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00559	0.781
SW1573	LUAD	lung	lung_NSCLC_adenocarcinoma	0.00564	0.754
WM1552C	SKCM	skin	melanoma	0.00568	0.791
SW620	COREAD	digestive_system	large_intestine	0.0057	0.81
NCI-H290	MESO	lung	mesothelioma	0.00571	0.805
MDA-MB-468	BRCA	breast	breast	0.00571	0.798
MDA-MB-231	BRCA	breast	breast	0.00571	0.785
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	0.00575	0.792
RO82-W-1	THCA	thyroid	thyroid	0.00581	0.763
HOP-92	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.00584	0.776
