Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
Becker	GBM	nervous_system	glioma	0.249	0.364
NCI-H292	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	0.271	0.38
H4	LGG	nervous_system	glioma	0.282	0.374
HAL-01	ALL	blood	lymphoblastic_leukemia	0.31	0.383
HT-1080	UNCLASSIFIED	soft_tissue	fibrosarcoma	0.34	0.399
PCI-4B	HNSC	aero_digestive_tract	head_and_neck	0.365	0.413
KELLY	NB	nervous_system	neuroblastoma	0.369	0.413
SK-NEP-1	UNCLASSIFIED	kidney	kidney	0.373	0.416
HT-3	CESC	urogenital_system	cervix	0.394	0.428
NCI-H1623	LUAD	lung	lung_NSCLC_adenocarcinoma	0.405	0.437
OC-314	OV	urogenital_system	ovary	0.408	0.427
A375	SKCM	skin	melanoma	0.413	0.428
NUGC-3	STAD	digestive_system	stomach	0.431	0.444
RCH-ACV	UNCLASSIFIED	blood	B_cell_leukemia	0.436	0.438
SNG-M	UCEC	urogenital_system	endometrium	0.449	0.447
TASK1	UNCLASSIFIED	nervous_system	nervous_system_other	0.475	0.453
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	0.486	0.458
647-V	BLCA	urogenital_system	bladder	0.489	0.461
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	0.495	0.458
NB5	NB	nervous_system	neuroblastoma	0.498	0.464
D-566MG	GBM	nervous_system	glioma	0.5	0.464
MOG-G-UVW	LGG	nervous_system	glioma	0.512	0.468
OVCAR-8	OV	urogenital_system	ovary	0.512	0.467
TYK-nu	UNCLASSIFIED	urogenital_system	ovary	0.514	0.47
T24	BLCA	urogenital_system	bladder	0.515	0.469
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	0.515	0.467
ML-2	LAML	blood	acute_myeloid_leukaemia	0.525	0.471
IOSE-364(-)	UNCLASSIFIED	urogenital_system	ovary	0.531	0.473
C-33-A	CESC	urogenital_system	cervix	0.532	0.474
FADU	HNSC	aero_digestive_tract	head_and_neck	0.532	0.474
HSC-4	HNSC	aero_digestive_tract	head_and_neck	0.533	0.478
A2780	UNCLASSIFIED	urogenital_system	ovary	0.542	0.478
IST-MEL1	SKCM	skin	melanoma	0.542	0.479
NCI-H2023	LUAD	lung	lung_NSCLC_adenocarcinoma	0.556	0.483
IMR-5	NB	nervous_system	neuroblastoma	0.576	0.486
EW-16	UNCLASSIFIED	bone	ewings_sarcoma	0.576	0.487
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	0.579	0.486
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.61	0.496
TC-YIK	UNCLASSIFIED	urogenital_system	cervix	0.628	0.501
CHP-126	NB	nervous_system	neuroblastoma	0.631	0.501
HCC-44	LUAD	lung	lung_NSCLC_adenocarcinoma	0.637	0.503
GB-1	GBM	nervous_system	glioma	0.652	0.506
SJRH30	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	0.661	0.509
NKM-1	LAML	blood	acute_myeloid_leukaemia	0.662	0.509
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	0.676	0.512
SU-DHL-5	DLBC	blood	B_cell_lymphoma	0.713	0.523
K5	THCA	thyroid	thyroid	0.714	0.522
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	0.732	0.525
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	0.742	0.527
SIMA	NB	nervous_system	neuroblastoma	0.744	0.526
COR-L279	SCLC	lung	lung_small_cell_carcinoma	0.773	0.536
ESS-1	UNCLASSIFIED	urogenital_system	endometrium	0.775	0.536
LU-99A	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.791	0.538
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	0.816	0.543
HEL	LAML	blood	acute_myeloid_leukaemia	0.826	0.548
LOXIMVI	SKCM	skin	melanoma	0.855	0.552
NCI-H1792	LUAD	lung	lung_NSCLC_adenocarcinoma	0.892	0.559
MOLT-4	ALL	blood	lymphoblastic_leukemia	0.894	0.562
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	0.897	0.557
LK-2	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.9	0.559
JM1	DLBC	blood	B_cell_lymphoma	0.908	0.564
CAL-33	HNSC	aero_digestive_tract	head_and_neck	0.911	0.56
HCC-78	LUAD	lung	lung_NSCLC_adenocarcinoma	0.936	0.559
KU-19-19	BLCA	urogenital_system	bladder	0.958	0.568
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	0.961	0.577
Hs-445	UNCLASSIFIED	blood	Hodgkin_lymphoma	0.964	0.571
KON	HNSC	aero_digestive_tract	head_and_neck	0.983	0.572
RCC-JW	KIRC	kidney	kidney	0.99	0.572
NCI-H2804	MESO	lung	mesothelioma	1.02	0.574
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	1.02	0.585
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	1.02	0.584
HSC-2	HNSC	aero_digestive_tract	head_and_neck	1.04	0.583
MIA-PaCa-2	PAAD	pancreas	pancreas	1.08	0.583
NCI-H2461	MESO	lung	mesothelioma	1.14	0.586
LB1047-RCC	KIRC	kidney	kidney	1.15	0.592
PSN1	PAAD	pancreas	pancreas	1.15	0.605
JSC-1	DLBC	blood	B_cell_lymphoma	1.16	0.598
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	1.19	0.605
CADO-ES1	UNCLASSIFIED	bone	ewings_sarcoma	1.19	0.601
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.2	0.596
GI-ME-N	NB	nervous_system	neuroblastoma	1.2	0.59
NB4	LAML	blood	acute_myeloid_leukaemia	1.21	0.614
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	1.21	0.613
OVCA433	OV	urogenital_system	ovary	1.22	0.6
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	1.22	0.602
LC-2-ad	LUAD	lung	lung_NSCLC_adenocarcinoma	1.24	0.607
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	1.25	0.596
ES5	UNCLASSIFIED	bone	ewings_sarcoma	1.25	0.602
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.25	0.612
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.26	0.61
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	1.27	0.621
RCC-JF	KIRC	kidney	kidney	1.27	0.606
HOS	UNCLASSIFIED	bone	osteosarcoma	1.29	0.625
EMC-BAC-2	LUAD	lung	lung_NSCLC_adenocarcinoma	1.32	0.609
JVM-2	CLL	blood	lymphoid_neoplasm_other	1.34	0.609
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	1.35	0.622
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	1.37	0.607
CRO-AP3	UNCLASSIFIED	blood	B_cell_lymphoma	1.39	0.637
SF295	GBM	nervous_system	glioma	1.4	0.622
KYM-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	1.41	0.638
769-P	KIRC	kidney	kidney	1.42	0.624
639-V	BLCA	urogenital_system	bladder	1.42	0.639
MOLM-13	LAML	blood	acute_myeloid_leukaemia	1.44	0.635
SW48	COREAD	digestive_system	large_intestine	1.44	0.632
NCI-H290	MESO	lung	mesothelioma	1.49	0.642
KMH-2	THCA	thyroid	thyroid	1.51	0.645
RKN	UNCLASSIFIED	urogenital_system	ovary	1.52	0.636
NB1	NB	nervous_system	neuroblastoma	1.52	0.633
MFE-296	UCEC	urogenital_system	endometrium	1.53	0.635
BICR22	HNSC	aero_digestive_tract	head_and_neck	1.53	0.632
IOSE-75-16SV40	UNCLASSIFIED	urogenital_system	ovary	1.54	0.64
BALL-1	UNCLASSIFIED	blood	B_cell_leukemia	1.54	0.661
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	1.54	0.651
RS4-11	ALL	blood	leukemia	1.54	0.648
NMC-G1	LGG	nervous_system	glioma	1.55	0.629
JVM-3	CLL	blood	lymphoid_neoplasm_other	1.56	0.643
SK-UT-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.59	0.652
SW982	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.59	0.644
RCC-MF	KIRC	kidney	kidney	1.62	0.632
KGN	UNCLASSIFIED	urogenital_system	ovary	1.62	0.637
Hs-633T	UNCLASSIFIED	soft_tissue	fibrosarcoma	1.64	0.666
NCI-H2810	MESO	lung	mesothelioma	1.64	0.644
OCI-M1	LAML	blood	acute_myeloid_leukaemia	1.69	0.676
LB2241-RCC	KIRC	kidney	kidney	1.7	0.648
CMK	LAML	blood	acute_myeloid_leukaemia	1.7	0.669
KARPAS-231	UNCLASSIFIED	blood	B_cell_leukemia	1.71	0.677
SBC-5	SCLC	lung	lung_small_cell_carcinoma	1.71	0.673
GCT	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.71	0.663
SF268	GBM	nervous_system	glioma	1.72	0.653
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	1.76	0.662
REH	UNCLASSIFIED	blood	B_cell_leukemia	1.76	0.664
ES-2	UNCLASSIFIED	urogenital_system	ovary	1.78	0.673
CESS	LAML	blood	acute_myeloid_leukaemia	1.79	0.676
MOLP-8	MM	blood	myeloma	1.8	0.668
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	1.8	0.668
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	1.81	0.663
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.83	0.663
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	1.84	0.679
ARH-77	MM	blood	myeloma	1.85	0.672
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	1.86	0.678
DND-41	ALL	blood	T_cell_leukemia	1.86	0.68
NB13	NB	nervous_system	neuroblastoma	1.89	0.683
SK-LU-1	LUAD	lung	lung_NSCLC_adenocarcinoma	1.89	0.654
JHOS-2	OV	urogenital_system	ovary	1.9	0.661
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	1.9	0.676
HuO9	UNCLASSIFIED	bone	osteosarcoma	1.91	0.666
HO-1-N-1	HNSC	aero_digestive_tract	head_and_neck	1.99	0.687
HN	HNSC	aero_digestive_tract	head_and_neck	2	0.686
G-402	UNCLASSIFIED	soft_tissue	soft_tissue_other	2.01	0.658
NB17	NB	nervous_system	neuroblastoma	2.01	0.67
TOV-112D	OV	urogenital_system	ovary	2.01	0.681
HA7-RCC	KIRC	kidney	kidney	2.01	0.673
JURL-MK1	LCML	blood	chronic_myeloid_leukaemia	2.02	0.682
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	2.04	0.656
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	2.06	0.672
BFTC-909	KIRC	kidney	kidney	2.07	0.688
NCI-H3122	LUAD	lung	lung_NSCLC_adenocarcinoma	2.1	0.685
HuP-T4	PAAD	pancreas	pancreas	2.12	0.684
A204	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	2.12	0.668
MV-4-11	UNCLASSIFIED	blood	leukemia	2.16	0.71
KYSE-270	ESCA	aero_digestive_tract	oesophagus	2.16	0.707
NCI-H3118	UNCLASSIFIED	aero_digestive_tract	head_and_neck	2.19	0.686
A3-KAW	DLBC	blood	B_cell_lymphoma	2.22	0.718
LNCaP-Clone-FGC	PRAD	urogenital_system	prostate	2.22	0.684
TE-8	ESCA	aero_digestive_tract	oesophagus	2.23	0.69
CAL-27	HNSC	aero_digestive_tract	head_and_neck	2.24	0.695
SISO	CESC	urogenital_system	cervix	2.24	0.701
LC4-1	ALL	blood	lymphoblastic_leukemia	2.25	0.689
WM793B	SKCM	skin	melanoma	2.26	0.689
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	2.28	0.7
KOSC-2	HNSC	aero_digestive_tract	head_and_neck	2.29	0.696
HCC1395	BRCA	breast	breast	2.3	0.684
SBC-3	SCLC	lung	lung_small_cell_carcinoma	2.3	0.71
CTV-1	LAML	blood	acute_myeloid_leukaemia	2.31	0.724
OCI-LY-19	DLBC	blood	B_cell_lymphoma	2.32	0.71
HARA	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	2.33	0.688
SW1573	LUAD	lung	lung_NSCLC_adenocarcinoma	2.34	0.677
PWR-1E	PRAD	urogenital_system	prostate	2.35	0.704
MOLT-13	ALL	blood	lymphoblastic_T_cell_leukaemia	2.36	0.718
SF539	LGG	nervous_system	glioma	2.39	0.717
EoL-1-cell	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	2.4	0.719
Caov-4	OV	urogenital_system	ovary	2.45	0.676
U251	GBM	nervous_system	glioma	2.46	0.716
ALL-SIL	ALL	blood	T_cell_leukemia	2.49	0.728
LB996-RCC	KIRC	kidney	kidney	2.51	0.698
DOV13	OV	urogenital_system	ovary	2.54	0.701
OAW-42	OV	urogenital_system	ovary	2.55	0.707
UM-UC-3	BLCA	urogenital_system	bladder	2.55	0.722
ONS-76	MB	nervous_system	medulloblastoma	2.62	0.712
BB65-RCC	KIRC	kidney	kidney	2.63	0.705
YKG-1	GBM	nervous_system	glioma	2.64	0.719
HSC-3	HNSC	aero_digestive_tract	head_and_neck	2.65	0.738
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	2.66	0.724
KYSE-510	ESCA	aero_digestive_tract	oesophagus	2.67	0.743
SUIT-2	PAAD	pancreas	pancreas	2.68	0.717
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	2.68	0.717
NCI-H1105	SCLC	lung	lung_small_cell_carcinoma	2.75	0.748
PL18	PAAD	pancreas	pancreas	2.75	0.727
SNU-407	COREAD	digestive_system	large_intestine	2.77	0.711
MC-1010	UNCLASSIFIED	blood	acute_myeloid_leukaemia	2.78	0.715
LN-229	GBM	nervous_system	glioma	2.8	0.729
A172	GBM	nervous_system	glioma	2.82	0.734
U-87-MG	GBM	nervous_system	glioma	2.83	0.713
PC-14	LUAD	lung	lung_NSCLC_adenocarcinoma	2.84	0.744
G-401	UNCLASSIFIED	kidney	kidney	2.87	0.722
CRO-AP2	DLBC	blood	B_cell_lymphoma	2.91	0.751
U-2-OS	UNCLASSIFIED	bone	osteosarcoma	2.93	0.725
TE-5	ESCA	aero_digestive_tract	oesophagus	2.96	0.721
T98G	GBM	nervous_system	glioma	2.97	0.746
SW620	COREAD	digestive_system	large_intestine	2.99	0.752
RXF393	KIRC	kidney	kidney	3.01	0.705
MCF7	BRCA	breast	breast	3.01	0.734
SAS	HNSC	aero_digestive_tract	head_and_neck	3.02	0.727
HeLa	CESC	urogenital_system	cervix	3.06	0.746
huH-1	LIHC	digestive_system	liver	3.06	0.718
SW872	UNCLASSIFIED	soft_tissue	soft_tissue_other	3.07	0.753
JIMT-1	BRCA	breast	breast	3.08	0.733
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	3.11	0.754
CAL-29	BLCA	urogenital_system	bladder	3.13	0.736
WM278	SKCM	skin	melanoma	3.14	0.731
NCI-H2795	MESO	lung	mesothelioma	3.17	0.747
NCC010	KIRC	kidney	kidney	3.19	0.738
JHU-029	HNSC	aero_digestive_tract	head_and_neck	3.21	0.724
TK	DLBC	blood	B_cell_lymphoma	3.21	0.758
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	3.25	0.746
D-502MG	LGG	nervous_system	glioma	3.32	0.705
BHT-101	THCA	thyroid	thyroid	3.38	0.75
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	3.42	0.782
PCI-30	HNSC	aero_digestive_tract	head_and_neck	3.44	0.733
HuH-7	LIHC	digestive_system	liver	3.45	0.757
OCUM-1	STAD	digestive_system	stomach	3.49	0.746
NCI-H1341	SCLC	lung	lung_small_cell_carcinoma	3.49	0.779
DMS-53	SCLC	lung	lung_small_cell_carcinoma	3.51	0.749
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	3.55	0.787
A549	LUAD	lung	lung_NSCLC_adenocarcinoma	3.55	0.746
IM-9	MM	blood	myeloma	3.56	0.78
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	3.58	0.753
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	3.59	0.741
SK-HEP-1	LIHC	digestive_system	liver	3.61	0.771
RPMI-7951	SKCM	skin	melanoma	3.62	0.767
NCI-H810	UNCLASSIFIED	lung	lung_NSCLC_large_cell	3.65	0.769
SF126	GBM	nervous_system	glioma	3.65	0.757
MS751	CESC	urogenital_system	cervix	3.66	0.775
CP50-MEL-B	SKCM	skin	melanoma	3.66	0.766
5637	BLCA	urogenital_system	bladder	3.69	0.779
PCI-15A	HNSC	aero_digestive_tract	head_and_neck	3.85	0.77
NCI-H2170	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	3.87	0.766
TMK-1	STAD	digestive_system	stomach	3.89	0.765
CCF-STTG1	GBM	nervous_system	glioma	3.92	0.772
AU565	BRCA	breast	breast	3.93	0.76
NCI-H2030	LUAD	lung	lung_NSCLC_adenocarcinoma	3.94	0.758
HCC1569	BRCA	breast	breast	3.99	0.742
CGTH-W-1	THCA	thyroid	thyroid	3.99	0.776
Calu-3	LUAD	lung	lung_NSCLC_adenocarcinoma	3.99	0.748
IGR-37	SKCM	skin	melanoma	3.99	0.788
42-MG-BA	GBM	nervous_system	glioma	4.07	0.77
PFSK-1	MB	nervous_system	medulloblastoma	4.11	0.771
D-392MG	GBM	nervous_system	glioma	4.14	0.743
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	4.21	0.81
ASH-3	THCA	thyroid	thyroid	4.23	0.782
NCI-H650	LUAD	lung	lung_NSCLC_adenocarcinoma	4.24	0.77
NCI-H2405	LUAD	lung	lung_NSCLC_adenocarcinoma	4.28	0.771
PE-CA-PJ15	HNSC	aero_digestive_tract	head_and_neck	4.28	0.775
BPH-1	UNCLASSIFIED	urogenital_system	prostate	4.29	0.772
OACp4C	ESCA	aero_digestive_tract	oesophagus	4.33	0.763
RT4	BLCA	urogenital_system	bladder	4.35	0.779
NCI-H2122	LUAD	lung	lung_NSCLC_adenocarcinoma	4.4	0.797
NUGC-4	STAD	digestive_system	stomach	4.41	0.787
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	4.42	0.762
NCI-H929	MM	blood	myeloma	4.42	0.812
Jurkat	ALL	blood	T_cell_leukemia	4.48	0.82
Set2	UNCLASSIFIED	-	-	4.48	0.827
DU-145	PRAD	urogenital_system	prostate	4.49	0.775
SH-4	SKCM	skin	melanoma	4.49	0.738
MDA-MB-436	BRCA	breast	breast	4.53	0.763
DOK	HNSC	aero_digestive_tract	head_and_neck	4.53	0.742
HEC-1	UCEC	urogenital_system	endometrium	4.57	0.797
23132-87	STAD	digestive_system	stomach	4.58	0.788
A101D	SKCM	skin	melanoma	4.64	0.768
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	4.68	0.796
SNU-C5	COREAD	digestive_system	large_intestine	4.71	0.783
COLO-668	SCLC	lung	lung_small_cell_carcinoma	4.72	0.796
NCI-H1915	UNCLASSIFIED	lung	lung_NSCLC_large_cell	4.76	0.795
22RV1	PRAD	urogenital_system	prostate	4.78	0.77
OAW-28	OV	urogenital_system	ovary	4.81	0.769
SNU-5	STAD	digestive_system	stomach	4.81	0.796
BOKU	UNCLASSIFIED	urogenital_system	cervix	4.84	0.775
NALM-6	UNCLASSIFIED	blood	B_cell_leukemia	4.85	0.827
MDA-MB-231	BRCA	breast	breast	4.86	0.792
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	4.92	0.809
LCLC-97TM1	UNCLASSIFIED	lung	lung_NSCLC_large_cell	4.93	0.789
SW756	CESC	urogenital_system	cervix	4.93	0.779
CFPAC-1	PAAD	pancreas	pancreas	4.94	0.784
THP-1	LAML	blood	acute_myeloid_leukaemia	4.95	0.818
SR	UNCLASSIFIED	blood	lymphoid_neoplasm_other	4.95	0.818
TE-9	ESCA	aero_digestive_tract	oesophagus	4.96	0.797
CS1	UNCLASSIFIED	bone	bone_other	4.98	0.788
PEO1	OV	urogenital_system	ovary	4.98	0.797
RKO	COREAD	digestive_system	large_intestine	5.03	0.815
EM-2	LCML	blood	chronic_myeloid_leukaemia	5.04	0.788
DJM-1	UNCLASSIFIED	skin	skin_other	5.06	0.806
KARPAS-1106P	DLBC	blood	B_cell_lymphoma	5.12	0.837
TE-11	ESCA	aero_digestive_tract	oesophagus	5.15	0.821
MC-CAR	MM	blood	haematopoietic_neoplasm_other	5.17	0.825
LB2518-MEL	SKCM	skin	melanoma	5.17	0.8
RCC-AB	KIRC	kidney	kidney	5.2	0.774
Hey	OV	urogenital_system	ovary	5.23	0.817
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	5.27	0.8
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	5.28	0.834
SN12C	KIRC	kidney	kidney	5.31	0.795
B-CPAP	THCA	thyroid	thyroid	5.31	0.826
LNZTA3WT4	GBM	nervous_system	glioma	5.31	0.814
ATN-1	ALL	blood	lymphoblastic_T_cell_leukaemia	5.32	0.821
IGROV-1	OV	urogenital_system	ovary	5.39	0.763
Ca-Ski	CESC	urogenital_system	cervix	5.44	0.798
ABC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	5.52	0.789
D-423MG	GBM	nervous_system	glioma	5.57	0.789
RD	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	5.6	0.804
PC-3	PRAD	urogenital_system	prostate	5.73	0.793
FTC-133	THCA	thyroid	thyroid	5.82	0.807
KE-37	ALL	blood	lymphoblastic_leukemia	5.86	0.871
NCI-H2452	MESO	lung	mesothelioma	5.87	0.798
KYSE-220	ESCA	aero_digestive_tract	oesophagus	5.88	0.814
NCI-H2286	UNCLASSIFIED	lung	lung_small_cell_carcinoma	5.91	0.819
NCI-H2369	MESO	lung	mesothelioma	5.91	0.817
NOMO-1	LAML	blood	acute_myeloid_leukaemia	6	0.806
MCC13	UNCLASSIFIED	skin	Merkel_cell_carcinoma	6	0.843
M14	SKCM	skin	melanoma	6.08	0.818
MDST8	COREAD	digestive_system	large_intestine	6.12	0.827
UACC-62	SKCM	skin	melanoma	6.12	0.828
OV-17R	OV	urogenital_system	ovary	6.12	0.782
Hs-683	LGG	nervous_system	glioma	6.16	0.825
Sarc9371	UNCLASSIFIED	bone	bone_other	6.17	0.768
NCI-H28	MESO	lung	mesothelioma	6.19	0.79
MES-SA	UNCLASSIFIED	urogenital_system	uterus	6.22	0.855
TUR	DLBC	blood	B_cell_lymphoma	6.22	0.841
KM12	COREAD	digestive_system	large_intestine	6.24	0.817
CaR-1	COREAD	digestive_system	large_intestine	6.24	0.774
SK-OV-3	OV	urogenital_system	ovary	6.25	0.798
NCI-H2373	MESO	lung	mesothelioma	6.27	0.798
NCI-H841	SCLC	lung	lung_small_cell_carcinoma	6.29	0.829
PA-TU-8902	PAAD	pancreas	pancreas	6.4	0.81
PANC-03-27	PAAD	pancreas	pancreas	6.41	0.843
BC-1	DLBC	blood	B_cell_lymphoma	6.48	0.86
8505C	THCA	thyroid	thyroid	6.54	0.825
SKN	UNCLASSIFIED	urogenital_system	uterus	6.64	0.809
SU-DHL-8	DLBC	blood	B_cell_lymphoma	6.66	0.847
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	6.69	0.82
IGR-1	SKCM	skin	melanoma	6.7	0.858
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	6.73	0.853
SNU-387	LIHC	digestive_system	liver	6.77	0.819
RCC-ER	KIRC	kidney	kidney	6.77	0.82
JHH-6	LIHC	digestive_system	liver	6.93	0.838
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	7.03	0.844
CAL-39	CESC	urogenital_system	cervix	7.11	0.837
SK-MEL-24	SKCM	skin	melanoma	7.12	0.816
KG-1	LAML	blood	acute_myeloid_leukaemia	7.13	0.862
MCC26	UNCLASSIFIED	skin	Merkel_cell_carcinoma	7.15	0.808
RL95-2	UNCLASSIFIED	urogenital_system	endometrium	7.17	0.845
