Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
PA-TU-8902	PAAD	pancreas	pancreas	0.123	0.396
MZ7-mel	SKCM	skin	melanoma	0.124	0.391
A549	LUAD	lung	lung_NSCLC_adenocarcinoma	0.146	0.42
SNU-C1	COREAD	digestive_system	large_intestine	0.146	0.43
ONS-76	MB	nervous_system	medulloblastoma	0.15	0.422
HT-29	COREAD	digestive_system	large_intestine	0.153	0.422
NCI-H747	COREAD	digestive_system	large_intestine	0.154	0.43
NCI-H1666	LUAD	lung	lung_NSCLC_adenocarcinoma	0.163	0.435
HTC-C3	THCA	thyroid	thyroid	0.163	0.436
SK-MEL-2	SKCM	skin	melanoma	0.164	0.434
NOMO-1	LAML	blood	acute_myeloid_leukaemia	0.169	0.441
SK-N-AS	NB	nervous_system	neuroblastoma	0.173	0.445
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	0.177	0.441
OVCAR-5	OV	urogenital_system	ovary	0.18	0.452
BPH-1	UNCLASSIFIED	urogenital_system	prostate	0.186	0.455
HMV-II	SKCM	skin	melanoma	0.186	0.457
KMH-2	THCA	thyroid	thyroid	0.187	0.451
HCC-15	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.187	0.459
BHT-101	THCA	thyroid	thyroid	0.187	0.455
LOXIMVI	SKCM	skin	melanoma	0.201	0.464
KP-2	PAAD	pancreas	pancreas	0.207	0.471
NCI-H2291	LUAD	lung	lung_NSCLC_adenocarcinoma	0.214	0.479
HT-144	SKCM	skin	melanoma	0.221	0.481
RMG-I	UNCLASSIFIED	urogenital_system	ovary	0.228	0.487
EM-2	LCML	blood	chronic_myeloid_leukaemia	0.232	0.489
OV-90	OV	urogenital_system	ovary	0.236	0.492
ES-2	UNCLASSIFIED	urogenital_system	ovary	0.245	0.496
NB12	NB	nervous_system	neuroblastoma	0.253	0.502
G-361	SKCM	skin	melanoma	0.271	0.513
CAL-62	THCA	thyroid	thyroid	0.279	0.518
PSN1	PAAD	pancreas	pancreas	0.28	0.52
SCC-9	HNSC	aero_digestive_tract	head_and_neck	0.29	0.521
EBC-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.308	0.531
A101D	SKCM	skin	melanoma	0.314	0.533
CAL-39	CESC	urogenital_system	cervix	0.318	0.538
HuCCT1	UNCLASSIFIED	digestive_system	biliary_tract	0.32	0.537
JHH-1	LIHC	digestive_system	liver	0.322	0.539
KU-19-19	BLCA	urogenital_system	bladder	0.326	0.542
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	0.327	0.539
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	0.335	0.541
WM278	SKCM	skin	melanoma	0.342	0.547
SK-GT-4	ESCA	aero_digestive_tract	oesophagus	0.354	0.55
Hs-633T	UNCLASSIFIED	soft_tissue	fibrosarcoma	0.356	0.562
BICR22	HNSC	aero_digestive_tract	head_and_neck	0.359	0.554
SK-MEL-24	SKCM	skin	melanoma	0.364	0.555
KU812	LCML	blood	chronic_myeloid_leukaemia	0.365	0.563
COLO-205	COREAD	digestive_system	large_intestine	0.366	0.561
SH-4	SKCM	skin	melanoma	0.378	0.553
HCC-56	COREAD	digestive_system	large_intestine	0.381	0.566
NCI-H727	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	0.384	0.553
NCI-H2347	LUAD	lung	lung_NSCLC_adenocarcinoma	0.402	0.569
HSC-3	HNSC	aero_digestive_tract	head_and_neck	0.416	0.586
ML-2	LAML	blood	acute_myeloid_leukaemia	0.419	0.587
LS-411N	COREAD	digestive_system	large_intestine	0.423	0.576
PA-TU-8988T	PAAD	pancreas	pancreas	0.433	0.587
SW620	COREAD	digestive_system	large_intestine	0.441	0.595
COLO-792	SKCM	skin	melanoma	0.441	0.591
NCI-H1437	LUAD	lung	lung_NSCLC_adenocarcinoma	0.443	0.589
Hs-939-T	SKCM	skin	melanoma	0.449	0.589
MEL-JUSO	SKCM	skin	melanoma	0.457	0.591
MOLT-13	ALL	blood	lymphoblastic_T_cell_leukaemia	0.46	0.602
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	0.472	0.597
ASH-3	THCA	thyroid	thyroid	0.472	0.6
SK-MEL-5	SKCM	skin	melanoma	0.475	0.592
Ishikawa(Heraklio)02ER-	UNCLASSIFIED	urogenital_system	uterus	0.476	0.603
SCC90	HNSC	aero_digestive_tract	head_and_neck	0.479	0.587
PANC-02-03	PAAD	pancreas	pancreas	0.48	0.594
CAL-33	HNSC	aero_digestive_tract	head_and_neck	0.487	0.605
SW403	UNCLASSIFIED	digestive_system	large_intestine	0.487	0.594
IHH-4	THCA	thyroid	thyroid	0.487	0.616
RD	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	0.494	0.603
NCI-H1915	UNCLASSIFIED	lung	lung_NSCLC_large_cell	0.499	0.608
OVCA420	OV	urogenital_system	ovary	0.508	0.597
LS-180	COREAD	digestive_system	large_intestine	0.514	0.606
RL95-2	UNCLASSIFIED	urogenital_system	endometrium	0.541	0.622
BICR78	HNSC	aero_digestive_tract	head_and_neck	0.554	0.617
GAK	SKCM	skin	melanoma	0.555	0.628
HO-1-N-1	HNSC	aero_digestive_tract	head_and_neck	0.562	0.633
SUIT-2	PAAD	pancreas	pancreas	0.582	0.63
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	0.59	0.636
HuP-T3	PAAD	pancreas	pancreas	0.595	0.624
COLO-741	UNCLASSIFIED	digestive_system	large_intestine	0.633	0.646
RVH-421	SKCM	skin	melanoma	0.639	0.627
CAPAN-2	PAAD	pancreas	pancreas	0.651	0.636
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	0.665	0.635
PCI-4B	HNSC	aero_digestive_tract	head_and_neck	0.667	0.657
NMC-G1	LGG	nervous_system	glioma	0.674	0.641
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.679	0.671
SW872	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.689	0.666
SK-MEL-1	SKCM	skin	melanoma	0.694	0.67
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	0.719	0.659
GI-ME-N	NB	nervous_system	neuroblastoma	0.72	0.642
SW1271	SCLC	lung	lung_small_cell_carcinoma	0.745	0.659
PL4	PAAD	pancreas	pancreas	0.745	0.667
CAL-27	HNSC	aero_digestive_tract	head_and_neck	0.759	0.671
SK-MEL-3	SKCM	skin	melanoma	0.761	0.661
SW780	BLCA	urogenital_system	bladder	0.764	0.667
SK-CO-1	COREAD	digestive_system	large_intestine	0.77	0.68
JHOS-2	OV	urogenital_system	ovary	0.821	0.671
JHU-029	HNSC	aero_digestive_tract	head_and_neck	0.826	0.668
LS-1034	COREAD	digestive_system	large_intestine	0.83	0.677
TK10	KIRC	kidney	kidney	0.833	0.67
PE-CA-PJ15	HNSC	aero_digestive_tract	head_and_neck	0.838	0.681
COLO-783	SKCM	skin	melanoma	0.84	0.69
NCI-H2030	LUAD	lung	lung_NSCLC_adenocarcinoma	0.843	0.677
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	0.855	0.695
SW626	OV	urogenital_system	ovary	0.869	0.678
SAT	HNSC	aero_digestive_tract	head_and_neck	0.875	0.657
CL-40	COREAD	digestive_system	large_intestine	0.884	0.652
D-502MG	LGG	nervous_system	glioma	0.893	0.66
RCC-JF	KIRC	kidney	kidney	0.902	0.687
LB2241-RCC	KIRC	kidney	kidney	0.908	0.688
HCT-116	COREAD	digestive_system	large_intestine	0.909	0.704
NCI-H1355	LUAD	lung	lung_NSCLC_adenocarcinoma	0.909	0.667
HN	HNSC	aero_digestive_tract	head_and_neck	0.925	0.708
SW837	COREAD	digestive_system	large_intestine	0.939	0.679
A3-KAW	DLBC	blood	B_cell_lymphoma	0.955	0.73
SUP-M2	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	0.995	0.741
LS-513	COREAD	digestive_system	large_intestine	1	0.709
T24	BLCA	urogenital_system	bladder	1.01	0.718
PANC-04-03	PAAD	pancreas	pancreas	1.03	0.673
CAKI-1	KIRC	kidney	kidney	1.03	0.68
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	1.04	0.697
Hey	OV	urogenital_system	ovary	1.04	0.724
D-263MG	GBM	nervous_system	glioma	1.07	0.703
WM-115	SKCM	skin	melanoma	1.1	0.705
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.11	0.727
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.11	0.711
KASUMI-1	LAML	blood	acute_myeloid_leukaemia	1.12	0.728
8305C	THCA	thyroid	thyroid	1.12	0.701
SW982	UNCLASSIFIED	soft_tissue	soft_tissue_other	1.15	0.728
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	1.15	0.718
ACHN	KIRC	kidney	kidney	1.16	0.719
EoL-1-cell	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	1.19	0.751
OVCA433	OV	urogenital_system	ovary	1.19	0.725
SCaBER	UNCLASSIFIED	urogenital_system	bladder	1.2	0.723
MEG-01	LCML	blood	chronic_myeloid_leukaemia	1.2	0.746
NCI-H929	MM	blood	myeloma	1.21	0.758
CAL-29	BLCA	urogenital_system	bladder	1.22	0.732
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	1.23	0.741
RCM-1	COREAD	digestive_system	large_intestine	1.23	0.72
SW13	ACC	kidney	adrenal_gland	1.23	0.74
SNG-M	UCEC	urogenital_system	endometrium	1.26	0.747
JURL-MK1	LCML	blood	chronic_myeloid_leukaemia	1.26	0.745
NCI-H1792	LUAD	lung	lung_NSCLC_adenocarcinoma	1.26	0.757
LB373-MEL-D	SKCM	skin	melanoma	1.27	0.747
NCI-H716	COREAD	digestive_system	large_intestine	1.27	0.721
C-33-A	CESC	urogenital_system	cervix	1.28	0.746
DU-145	PRAD	urogenital_system	prostate	1.28	0.734
MZ1-PC	PAAD	pancreas	pancreas	1.3	0.725
TYK-nu	UNCLASSIFIED	urogenital_system	ovary	1.31	0.742
JHOS-3	OV	urogenital_system	ovary	1.31	0.723
MV-4-11	UNCLASSIFIED	blood	leukemia	1.31	0.776
LB1047-RCC	KIRC	kidney	kidney	1.33	0.739
HPAF-II	PAAD	pancreas	pancreas	1.35	0.725
DOV13	OV	urogenital_system	ovary	1.36	0.738
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	1.39	0.754
OVCAR-4	OV	urogenital_system	ovary	1.39	0.714
TE-10	ESCA	aero_digestive_tract	oesophagus	1.4	0.761
NB5	NB	nervous_system	neuroblastoma	1.41	0.758
B-CPAP	THCA	thyroid	thyroid	1.44	0.776
SW48	COREAD	digestive_system	large_intestine	1.47	0.765
LS-123	COREAD	digestive_system	large_intestine	1.47	0.732
OE21	ESCA	aero_digestive_tract	oesophagus	1.49	0.73
SNU-387	LIHC	digestive_system	liver	1.51	0.753
NCI-H2795	MESO	lung	mesothelioma	1.52	0.771
HT-1376	BLCA	urogenital_system	bladder	1.52	0.75
WM1552C	SKCM	skin	melanoma	1.53	0.769
COLO-829	SKCM	skin	melanoma	1.53	0.726
8505C	THCA	thyroid	thyroid	1.56	0.765
NB10	NB	nervous_system	neuroblastoma	1.56	0.776
AsPC-1	PAAD	pancreas	pancreas	1.56	0.712
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	1.59	0.776
SW1116	COREAD	digestive_system	large_intestine	1.6	0.739
HL-60	LAML	blood	acute_myeloid_leukaemia	1.61	0.792
NCI-H2122	LUAD	lung	lung_NSCLC_adenocarcinoma	1.62	0.786
K-562	LCML	blood	chronic_myeloid_leukaemia	1.63	0.783
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	1.65	0.778
NUGC-3	STAD	digestive_system	stomach	1.65	0.766
DBTRG-05MG	GBM	nervous_system	glioma	1.66	0.76
COLO-678	COREAD	digestive_system	large_intestine	1.66	0.749
SAS	HNSC	aero_digestive_tract	head_and_neck	1.7	0.77
Ca9-22	HNSC	aero_digestive_tract	head_and_neck	1.7	0.795
TE-8	ESCA	aero_digestive_tract	oesophagus	1.71	0.775
SNU-407	COREAD	digestive_system	large_intestine	1.72	0.765
KG-1	LAML	blood	acute_myeloid_leukaemia	1.76	0.805
U031	KIRC	kidney	kidney	1.77	0.784
Mewo	SKCM	skin	melanoma	1.77	0.766
OCI-AML5	LAML	blood	acute_myeloid_leukaemia	1.78	0.803
U251	GBM	nervous_system	glioma	1.8	0.798
JHH-7	LIHC	digestive_system	liver	1.81	0.8
MIA-PaCa-2	PAAD	pancreas	pancreas	1.84	0.781
HT-1080	UNCLASSIFIED	soft_tissue	fibrosarcoma	1.85	0.81
TOV-21G	OV	urogenital_system	ovary	1.85	0.782
SW1463	COREAD	digestive_system	large_intestine	1.85	0.729
SK-MES-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	1.86	0.783
Hs-578-T	BRCA	breast	breast	1.88	0.787
SW1710	BLCA	urogenital_system	bladder	1.88	0.792
C3A	LIHC	digestive_system	liver	1.88	0.79
CHL-1	SKCM	skin	melanoma	1.91	0.806
BxPC-3	PAAD	pancreas	pancreas	1.92	0.784
GP5d	COREAD	digestive_system	large_intestine	1.95	0.817
PANC-10-05	PAAD	pancreas	pancreas	1.96	0.769
JHU-022	HNSC	aero_digestive_tract	head_and_neck	1.96	0.771
PL-21	LAML	blood	acute_myeloid_leukaemia	1.97	0.781
BFTC-905	BLCA	urogenital_system	bladder	1.97	0.825
SISO	CESC	urogenital_system	cervix	1.98	0.809
NCI-H441	LUAD	lung	lung_NSCLC_adenocarcinoma	1.99	0.759
SNU-81	COREAD	digestive_system	large_intestine	2	0.765
CHSA0011	UNCLASSIFIED	bone	chondrosarcoma	2.03	0.762
HT55	COREAD	digestive_system	large_intestine	2.08	0.807
Hs-766T	PAAD	pancreas	pancreas	2.12	0.774
PANC-03-27	PAAD	pancreas	pancreas	2.13	0.821
COR-L105	LUAD	lung	lung_NSCLC_adenocarcinoma	2.18	0.787
DK-MG	GBM	nervous_system	glioma	2.22	0.765
TE-5	ESCA	aero_digestive_tract	oesophagus	2.23	0.796
SNU-C5	COREAD	digestive_system	large_intestine	2.24	0.802
WM793B	SKCM	skin	melanoma	2.24	0.803
SCC-4	HNSC	aero_digestive_tract	head_and_neck	2.25	0.793
CAL-85-1	BRCA	breast	breast	2.26	0.785
LCLC-97TM1	UNCLASSIFIED	lung	lung_NSCLC_large_cell	2.26	0.805
KOSC-2	HNSC	aero_digestive_tract	head_and_neck	2.28	0.813
PL18	PAAD	pancreas	pancreas	2.28	0.82
CFPAC-1	PAAD	pancreas	pancreas	2.29	0.8
KS-1	GBM	nervous_system	glioma	2.33	0.792
IM-9	MM	blood	myeloma	2.34	0.845
BB65-RCC	KIRC	kidney	kidney	2.35	0.802
HCC1143	BRCA	breast	breast	2.36	0.779
NCI-H290	MESO	lung	mesothelioma	2.36	0.836
KP-3	UNCLASSIFIED	pancreas	pancreas	2.37	0.799
SJSA-1	UNCLASSIFIED	bone	bone_other	2.41	0.808
SNU-449	LIHC	digestive_system	liver	2.44	0.814
SCC-25	HNSC	aero_digestive_tract	head_and_neck	2.44	0.809
SCC-15	HNSC	aero_digestive_tract	head_and_neck	2.44	0.787
HCC-44	LUAD	lung	lung_NSCLC_adenocarcinoma	2.45	0.831
EHEB	CLL	blood	lymphoid_neoplasm_other	2.5	0.779
NCI-H1693	LUAD	lung	lung_NSCLC_adenocarcinoma	2.5	0.767
FU97	STAD	digestive_system	stomach	2.52	0.826
SW756	CESC	urogenital_system	cervix	2.53	0.806
KYSE-220	ESCA	aero_digestive_tract	oesophagus	2.55	0.823
NCI-H358	LUAD	lung	lung_NSCLC_adenocarcinoma	2.56	0.816
NCI-H1623	LUAD	lung	lung_NSCLC_adenocarcinoma	2.57	0.803
MOLM-16	LAML	blood	acute_myeloid_leukaemia	2.67	0.858
NCI-H2009	LUAD	lung	lung_NSCLC_adenocarcinoma	2.67	0.828
MZ2-MEL	SKCM	skin	melanoma	2.7	0.814
BE2-M17	NB	nervous_system	neuroblastoma	2.7	0.833
TE-1	ESCA	aero_digestive_tract	oesophagus	2.71	0.804
NKM-1	LAML	blood	acute_myeloid_leukaemia	2.73	0.834
NCI-H2452	MESO	lung	mesothelioma	2.76	0.814
NCI-H2803	MESO	lung	mesothelioma	2.76	0.817
T47D	BRCA	breast	breast	2.82	0.784
OACp4C	ESCA	aero_digestive_tract	oesophagus	2.84	0.816
TGBC24TKB	UNCLASSIFIED	digestive_system	biliary_tract	2.85	0.854
OAW-42	OV	urogenital_system	ovary	2.9	0.833
NCI-H1299	UNCLASSIFIED	lung	lung_NSCLC_large_cell	2.91	0.816
MOLP-8	MM	blood	myeloma	2.92	0.852
HCC70	BRCA	breast	breast	2.94	0.849
MDA-MB-231	BRCA	breast	breast	2.96	0.838
SK-LU-1	LUAD	lung	lung_NSCLC_adenocarcinoma	2.96	0.813
KMRC-1	KIRC	kidney	kidney	2.98	0.839
SW1990	PAAD	pancreas	pancreas	3	0.825
KY821	LAML	blood	leukemia	3.02	0.872
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	3.03	0.833
RKO	COREAD	digestive_system	large_intestine	3.11	0.865
MCC13	UNCLASSIFIED	skin	Merkel_cell_carcinoma	3.13	0.872
FLO-1	ESCA	aero_digestive_tract	oesophagus	3.14	0.802
TCCSUP	BLCA	urogenital_system	bladder	3.14	0.834
U-2-OS	UNCLASSIFIED	bone	osteosarcoma	3.18	0.841
Becker	GBM	nervous_system	glioma	3.22	0.837
DAN-G	PAAD	pancreas	pancreas	3.22	0.878
OVMIU	OV	urogenital_system	ovary	3.24	0.825
LAN-6	NB	nervous_system	neuroblastoma	3.27	0.831
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	3.27	0.86
QGP-1	UNCLASSIFIED	pancreas	pancreas	3.27	0.79
KP-1N	PAAD	pancreas	pancreas	3.28	0.85
OVTOKO	OV	urogenital_system	ovary	3.28	0.823
TC-YIK	UNCLASSIFIED	urogenital_system	cervix	3.35	0.884
KALS-1	LGG	nervous_system	glioma	3.37	0.816
LN-229	GBM	nervous_system	glioma	3.4	0.861
SN12C	KIRC	kidney	kidney	3.46	0.845
U-87-MG	GBM	nervous_system	glioma	3.5	0.839
SU-DHL-5	DLBC	blood	B_cell_lymphoma	3.53	0.923
JIMT-1	BRCA	breast	breast	3.59	0.854
MG-63	UNCLASSIFIED	bone	osteosarcoma	3.6	0.844
SW1088	GBM	nervous_system	glioma	3.64	0.83
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	3.64	0.869
RT-112	BLCA	urogenital_system	bladder	3.65	0.857
Hep3B2-1-7	LIHC	digestive_system	liver	3.66	0.868
GMS-10	GBM	nervous_system	glioma	3.67	0.869
NCI-H630	COREAD	digestive_system	large_intestine	3.68	0.856
OCI-LY-19	DLBC	blood	B_cell_lymphoma	3.69	0.882
786-0	KIRC	kidney	kidney	3.75	0.884
EPLC-272H	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	3.77	0.852
BV-173	LCML	blood	chronic_myeloid_leukaemia	3.86	0.895
CHSA0108	UNCLASSIFIED	bone	chondrosarcoma	3.87	0.851
NCI-H2405	LUAD	lung	lung_NSCLC_adenocarcinoma	3.89	0.858
LoVo	COREAD	digestive_system	large_intestine	3.9	0.871
HOP-92	UNCLASSIFIED	lung	lung_NSCLC_large_cell	3.9	0.852
RXF393	KIRC	kidney	kidney	3.96	0.828
IST-MEL1	SKCM	skin	melanoma	3.96	0.849
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	3.97	0.857
OVISE	OV	urogenital_system	ovary	3.99	0.835
NCI-H2461	MESO	lung	mesothelioma	4.01	0.843
KCL-22	LCML	blood	chronic_myeloid_leukaemia	4.03	0.909
U-266	MM	blood	myeloma	4.05	0.833
MOLM-13	LAML	blood	acute_myeloid_leukaemia	4.07	0.889
Daoy	MB	nervous_system	medulloblastoma	4.1	0.895
NCI-H460	UNCLASSIFIED	lung	lung_NSCLC_large_cell	4.14	0.896
CAL-54	KIRC	kidney	kidney	4.15	0.859
769-P	KIRC	kidney	kidney	4.2	0.867
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	4.23	0.935
SK-HEP-1	LIHC	digestive_system	liver	4.25	0.893
OV-56	OV	urogenital_system	ovary	4.27	0.888
T-T	ESCA	aero_digestive_tract	oesophagus	4.27	0.883
ME-180	CESC	urogenital_system	cervix	4.27	0.875
RERF-LC-Sq1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	4.34	0.828
HT-3	CESC	urogenital_system	cervix	4.39	0.882
NCI-H2126	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	4.4	0.847
SW1417	COREAD	digestive_system	large_intestine	4.41	0.861
A498	KIRC	kidney	kidney	4.44	0.826
RERF-GC-1B	STAD	digestive_system	stomach	4.45	0.869
CCF-STTG1	GBM	nervous_system	glioma	4.46	0.883
SK-UT-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	4.5	0.902
Ca-Ski	CESC	urogenital_system	cervix	4.51	0.869
PCI-15A	HNSC	aero_digestive_tract	head_and_neck	4.51	0.884
ME-1	LAML	blood	acute_myeloid_leukaemia	4.52	0.876
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	4.52	0.91
HAL-01	ALL	blood	lymphoblastic_leukemia	4.52	0.908
SNU-182	LIHC	digestive_system	liver	4.55	0.88
EMC-BAC-2	LUAD	lung	lung_NSCLC_adenocarcinoma	4.55	0.862
LB771-HNC	HNSC	aero_digestive_tract	head_and_neck	4.55	0.854
MOLT-16	ALL	blood	lymphoblastic_T_cell_leukaemia	4.59	0.931
647-V	BLCA	urogenital_system	bladder	4.61	0.887
U-118-MG	GBM	nervous_system	glioma	4.62	0.866
BHY	HNSC	aero_digestive_tract	head_and_neck	4.64	0.888
BICR10	HNSC	aero_digestive_tract	head_and_neck	4.65	0.866
SNU-423	LIHC	digestive_system	liver	4.66	0.866
MOG-G-UVW	LGG	nervous_system	glioma	4.66	0.893
UM-UC-3	BLCA	urogenital_system	bladder	4.66	0.9
OVK-18	OV	urogenital_system	ovary	4.68	0.873
UWB1.289	OV	urogenital_system	ovary	4.72	0.832
D-336MG	LGG	nervous_system	glioma	4.73	0.853
RCC-AB	KIRC	kidney	kidney	4.75	0.852
KNS-81-FD	LGG	nervous_system	glioma	4.75	0.847
BT-549	BRCA	breast	breast	4.75	0.843
AN3-CA	UCEC	urogenital_system	endometrium	4.81	0.878
OS-RC-2	KIRC	kidney	kidney	4.81	0.839
OC-314	OV	urogenital_system	ovary	4.82	0.919
HA7-RCC	KIRC	kidney	kidney	4.85	0.878
A673	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	4.9	0.911
RCC10RGB	KIRC	kidney	kidney	4.91	0.797
SR	UNCLASSIFIED	blood	lymphoid_neoplasm_other	4.99	0.913
TOV-112D	OV	urogenital_system	ovary	5	0.894
NCI-H2731	MESO	lung	mesothelioma	5.01	0.874
NCI-H1568	LUAD	lung	lung_NSCLC_adenocarcinoma	5.02	0.862
DiFi	COREAD	digestive_system	large_intestine	5.07	0.889
OAW-28	OV	urogenital_system	ovary	5.07	0.862
23132-87	STAD	digestive_system	stomach	5.08	0.891
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	5.08	0.902
A427	UNCLASSIFIED	lung	lung_NSCLC_not_specified	5.08	0.894
D-392MG	GBM	nervous_system	glioma	5.1	0.852
SF539	LGG	nervous_system	glioma	5.11	0.915
OSC-20	HNSC	aero_digestive_tract	head_and_neck	5.12	0.871
S-117	UNCLASSIFIED	thyroid	thyroid	5.17	0.854
HUH-6-clone5	UNCLASSIFIED	digestive_system	liver	5.24	0.852
LOU-NH91	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	5.31	0.886
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	5.38	0.878
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	5.4	0.897
RPMI-8226	MM	blood	myeloma	5.41	0.925
MKN1	UNCLASSIFIED	digestive_system	stomach	5.46	0.894
MS751	CESC	urogenital_system	cervix	5.49	0.916
HT-1197	BLCA	urogenital_system	bladder	5.56	0.877
RCC-JW	KIRC	kidney	kidney	5.59	0.899
HCE-4	ESCA	aero_digestive_tract	oesophagus	5.59	0.93
NCI-H647	UNCLASSIFIED	lung	lung_NSCLC_not_specified	5.61	0.897
GI-1	LGG	nervous_system	glioma	5.63	0.91
TGBC11TKB	STAD	digestive_system	stomach	5.63	0.926
CML-T1	LCML	blood	chronic_myeloid_leukaemia	5.64	0.937
EFO-27	UNCLASSIFIED	urogenital_system	ovary	5.65	0.872
YKG-1	GBM	nervous_system	glioma	5.65	0.902
SK-GT-2	STAD	digestive_system	stomach	5.66	0.896
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	5.71	0.887
TT2609-C02	THCA	thyroid	thyroid	5.72	0.894
AMO-1	MM	blood	haematopoietic_neoplasm_other	5.72	0.931
OV-7	OV	urogenital_system	ovary	5.75	0.846
NCI-H1341	SCLC	lung	lung_small_cell_carcinoma	5.76	0.934
