Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
SU-DHL-6	DLBC	blood	B_cell_lymphoma	20.5	0.995
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	20.6	0.962
SCH	UNCLASSIFIED	digestive_system	stomach	20.9	0.952
OCI-M1	LAML	blood	acute_myeloid_leukaemia	21	0.993
COLO-205	COREAD	digestive_system	large_intestine	21.3	0.964
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	21.3	0.968
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	21.3	0.961
SW780	BLCA	urogenital_system	bladder	21.3	0.952
TOV-112D	OV	urogenital_system	ovary	21.4	0.962
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	21.5	0.966
MOG-G-CCM	LGG	nervous_system	glioma	21.5	0.945
CGTH-W-1	THCA	thyroid	thyroid	21.9	0.964
SF295	GBM	nervous_system	glioma	22	0.955
ESS-1	UNCLASSIFIED	urogenital_system	endometrium	22.1	0.975
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	22.4	0.995
OV-56	OV	urogenital_system	ovary	22.4	0.968
NH-12	NB	nervous_system	neuroblastoma	22.5	0.951
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	22.5	0.987
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	22.5	0.996
CAL-62	THCA	thyroid	thyroid	22.6	0.969
SCC-4	HNSC	aero_digestive_tract	head_and_neck	22.7	0.945
ALL-SIL	ALL	blood	T_cell_leukemia	23.1	0.981
ARH-77	MM	blood	myeloma	23.2	0.969
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	23.6	0.986
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	23.8	0.963
MG-63	UNCLASSIFIED	bone	osteosarcoma	23.9	0.95
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	24.1	0.949
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	24.1	0.994
NCI-H2595	MESO	lung	mesothelioma	24.1	0.929
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	24.2	0.959
SNU-407	COREAD	digestive_system	large_intestine	24.3	0.949
PE-CA-PJ15	HNSC	aero_digestive_tract	head_and_neck	24.4	0.958
D-392MG	GBM	nervous_system	glioma	24.4	0.932
CAL-29	BLCA	urogenital_system	bladder	24.5	0.959
AGS	STAD	digestive_system	stomach	24.6	0.978
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	24.6	0.985
MES-SA	UNCLASSIFIED	urogenital_system	uterus	24.7	0.984
SU8686	PAAD	pancreas	pancreas	24.8	0.954
MCF7	BRCA	breast	breast	24.8	0.963
Farage	DLBC	blood	B_cell_lymphoma	24.9	0.988
GI-ME-N	NB	nervous_system	neuroblastoma	25	0.934
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	25.1	0.992
SK-MEL-5	SKCM	skin	melanoma	25.2	0.946
M059J	GBM	nervous_system	glioma	25.3	0.959
HCC1500	BRCA	breast	breast	25.4	0.964
SW620	COREAD	digestive_system	large_intestine	25.4	0.981
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	25.4	0.967
MOLP-8	MM	blood	myeloma	25.5	0.972
MEG-01	LCML	blood	chronic_myeloid_leukaemia	25.7	0.975
OCUM-1	STAD	digestive_system	stomach	25.7	0.957
RL95-2	UNCLASSIFIED	urogenital_system	endometrium	25.9	0.969
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	25.9	0.96
GOTO	NB	nervous_system	neuroblastoma	25.9	0.955
CHL-1	SKCM	skin	melanoma	26.2	0.975
Hs-766T	PAAD	pancreas	pancreas	26.2	0.939
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	26.3	0.982
KASUMI-1	LAML	blood	acute_myeloid_leukaemia	26.5	0.969
COLO-684	UCEC	urogenital_system	endometrium	26.5	0.957
KYSE-70	ESCA	aero_digestive_tract	oesophagus	26.5	0.96
RCC-JW	KIRC	kidney	kidney	26.7	0.966
JHU-022	HNSC	aero_digestive_tract	head_and_neck	26.7	0.944
COLO-783	SKCM	skin	melanoma	26.8	0.973
MS-1	SCLC	lung	lung_small_cell_carcinoma	26.9	0.981
PC-14	LUAD	lung	lung_NSCLC_adenocarcinoma	26.9	0.981
OVTOKO	OV	urogenital_system	ovary	26.9	0.944
YH-13	GBM	nervous_system	glioma	27	0.964
KY821	LAML	blood	leukemia	27.2	0.984
NMC-G1	LGG	nervous_system	glioma	27.2	0.948
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	27.3	0.969
EBC-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	27.5	0.958
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	27.5	0.967
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	27.6	0.98
SW403	UNCLASSIFIED	digestive_system	large_intestine	27.7	0.945
SUIT-2	PAAD	pancreas	pancreas	27.8	0.966
KYSE-510	ESCA	aero_digestive_tract	oesophagus	27.8	0.988
SK-GT-2	STAD	digestive_system	stomach	27.9	0.965
TT2609-C02	THCA	thyroid	thyroid	27.9	0.963
CESS	LAML	blood	acute_myeloid_leukaemia	28.1	0.986
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	28.1	0.976
AM-38	GBM	nervous_system	glioma	28.2	0.969
NCI-H3118	UNCLASSIFIED	aero_digestive_tract	head_and_neck	28.2	0.962
COR-L321	UNCLASSIFIED	lung	lung_other	28.2	0.971
ECC10	UNCLASSIFIED	digestive_system	stomach	28.3	0.967
WM793B	SKCM	skin	melanoma	28.4	0.961
RKO	COREAD	digestive_system	large_intestine	28.5	0.979
MDA-MB-231	BRCA	breast	breast	28.6	0.965
LCLC-103H	UNCLASSIFIED	lung	lung_NSCLC_large_cell	28.6	0.981
KCL-22	LCML	blood	chronic_myeloid_leukaemia	28.7	0.988
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	28.8	0.984
SK-HEP-1	LIHC	digestive_system	liver	28.9	0.978
KMH-2	THCA	thyroid	thyroid	28.9	0.983
Ishikawa(Heraklio)02ER-	UNCLASSIFIED	urogenital_system	uterus	29	0.975
LP-1	MM	blood	myeloma	29	0.989
KMS-12-BM	MM	blood	myeloma	29.2	0.99
TUR	DLBC	blood	B_cell_lymphoma	29.3	0.98
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	29.7	0.981
ABC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	29.7	0.953
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	29.7	0.989
LN-405	GBM	nervous_system	glioma	29.9	0.949
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	29.9	0.954
ACHN	KIRC	kidney	kidney	30.2	0.96
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	30.5	0.984
NCI-H630	COREAD	digestive_system	large_intestine	30.6	0.965
CFPAC-1	PAAD	pancreas	pancreas	30.7	0.96
JSC-1	DLBC	blood	B_cell_lymphoma	30.7	0.974
OAW-42	OV	urogenital_system	ovary	30.7	0.965
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	30.7	0.989
MFM-223	BRCA	breast	breast	30.9	0.974
KMOE-2	LAML	blood	acute_myeloid_leukaemia	30.9	0.984
HuO9	UNCLASSIFIED	bone	osteosarcoma	31.3	0.963
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	31.5	0.971
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	31.8	0.962
VMRC-RCW	KIRC	kidney	kidney	31.9	0.981
WM-115	SKCM	skin	melanoma	32.2	0.954
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	32.3	0.987
SNU-61	COREAD	digestive_system	large_intestine	32.5	0.948
MEL-JUSO	SKCM	skin	melanoma	32.5	0.964
RF-48	STAD	digestive_system	stomach	32.7	0.964
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	32.8	0.976
KYSE-410	ESCA	aero_digestive_tract	oesophagus	32.9	0.969
GA-10	UNCLASSIFIED	blood	Burkitt_lymphoma	33	0.99
HSC-2	HNSC	aero_digestive_tract	head_and_neck	33.2	0.982
REH	UNCLASSIFIED	blood	B_cell_leukemia	33.4	0.979
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	33.5	0.993
YT	ALL	blood	lymphoid_neoplasm_other	33.5	0.989
KYSE-150	ESCA	aero_digestive_tract	oesophagus	33.6	0.979
SNU-1	STAD	digestive_system	stomach	33.6	0.972
EFO-27	UNCLASSIFIED	urogenital_system	ovary	33.8	0.954
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	34	0.99
CAPAN-1	PAAD	pancreas	pancreas	34.5	0.966
WM278	SKCM	skin	melanoma	34.9	0.965
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	34.9	0.987
NCI-H2009	LUAD	lung	lung_NSCLC_adenocarcinoma	34.9	0.971
HL-60	LAML	blood	acute_myeloid_leukaemia	34.9	0.985
MDA-MB-468	BRCA	breast	breast	35.2	0.98
ST486	UNCLASSIFIED	blood	Burkitt_lymphoma	35.4	0.987
JJN-3	MM	blood	haematopoietic_neoplasm_other	35.7	0.993
BFTC-905	BLCA	urogenital_system	bladder	35.9	0.989
MEL-HO	SKCM	skin	melanoma	36	0.976
HCC1937	BRCA	breast	breast	36.1	0.964
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	36.3	0.992
LN-18	GBM	nervous_system	glioma	36.3	0.994
IST-MEL1	SKCM	skin	melanoma	36.3	0.961
LS-411N	COREAD	digestive_system	large_intestine	36.4	0.959
