Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
DK-MG	GBM	nervous_system	glioma	3.96	0.753
G-401	UNCLASSIFIED	kidney	kidney	3.99	0.791
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	4.07	0.857
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	4.08	0.83
KARPAS-1106P	DLBC	blood	B_cell_lymphoma	4.1	0.837
D-247MG	GBM	nervous_system	glioma	4.12	0.766
ONS-76	MB	nervous_system	medulloblastoma	4.18	0.798
HAL-01	ALL	blood	lymphoblastic_leukemia	4.19	0.828
CAL-54	KIRC	kidney	kidney	4.26	0.861
CTB-1	DLBC	blood	B_cell_lymphoma	4.31	0.772
ALL-PO	ALL	blood	lymphoblastic_leukemia	4.38	0.806
HT-1080	UNCLASSIFIED	soft_tissue	fibrosarcoma	4.51	0.835
KYM-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	4.56	0.915
A549	LUAD	lung	lung_NSCLC_adenocarcinoma	4.6	0.802
NCI-H460	UNCLASSIFIED	lung	lung_NSCLC_large_cell	4.61	0.835
WM793B	SKCM	skin	melanoma	4.64	0.806
AM-38	GBM	nervous_system	glioma	4.64	0.818
SHP-77	SCLC	lung	lung_small_cell_carcinoma	4.73	0.84
G-402	UNCLASSIFIED	soft_tissue	soft_tissue_other	4.76	0.786
JSC-1	DLBC	blood	B_cell_lymphoma	4.77	0.826
CHP-126	NB	nervous_system	neuroblastoma	4.81	0.821
GOTO	NB	nervous_system	neuroblastoma	4.85	0.808
LB996-RCC	KIRC	kidney	kidney	4.94	0.871
CTV-1	LAML	blood	acute_myeloid_leukaemia	4.95	0.867
NH-12	NB	nervous_system	neuroblastoma	4.96	0.811
BC-1	DLBC	blood	B_cell_lymphoma	4.98	0.855
C32	SKCM	skin	melanoma	4.99	0.818
NCI-H2373	MESO	lung	mesothelioma	5.15	0.801
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	5.17	0.798
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	5.2	0.811
AMO-1	MM	blood	haematopoietic_neoplasm_other	5.23	0.86
GRANTA-519	DLBC	blood	B_cell_lymphoma	5.26	0.852
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	5.27	0.827
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	5.3	0.81
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	5.33	0.832
CML-T1	LCML	blood	chronic_myeloid_leukaemia	5.39	0.87
YT	ALL	blood	lymphoid_neoplasm_other	5.43	0.866
NCI-H28	MESO	lung	mesothelioma	5.55	0.802
WM-115	SKCM	skin	melanoma	5.6	0.812
MCF7	BRCA	breast	breast	5.61	0.835
OS-RC-2	KIRC	kidney	kidney	5.64	0.792
DU-4475	BRCA	breast	breast	5.7	0.88
VAL	DLBC	blood	B_cell_lymphoma	5.71	0.842
RVH-421	SKCM	skin	melanoma	5.74	0.8
P30-OHK	ALL	blood	lymphoblastic_leukemia	5.78	0.877
NB17	NB	nervous_system	neuroblastoma	5.8	0.825
MEL-HO	SKCM	skin	melanoma	5.83	0.844
A3-KAW	DLBC	blood	B_cell_lymphoma	5.84	0.888
OVCA433	OV	urogenital_system	ovary	5.87	0.829
SBC-3	SCLC	lung	lung_small_cell_carcinoma	5.87	0.862
WM239A	UNCLASSIFIED	skin	melanoma	5.94	0.862
ES3	UNCLASSIFIED	bone	ewings_sarcoma	6.04	0.901
NCI-H358	LUAD	lung	lung_NSCLC_adenocarcinoma	6.06	0.894
NB5	NB	nervous_system	neuroblastoma	6.07	0.847
CESS	LAML	blood	acute_myeloid_leukaemia	6.22	0.879
Hs-939-T	SKCM	skin	melanoma	6.3	0.839
NCI-H2369	MESO	lung	mesothelioma	6.5	0.85
JM1	DLBC	blood	B_cell_lymphoma	6.51	0.883
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	6.55	0.884
LoVo	COREAD	digestive_system	large_intestine	6.56	0.855
SW900	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	6.9	0.897
SK-MEL-5	SKCM	skin	melanoma	6.91	0.833
SKM-1	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	6.94	0.848
CAL-51	BRCA	breast	breast	7.2	0.891
MOLT-4	ALL	blood	lymphoblastic_leukemia	7.2	0.905
SK-CO-1	COREAD	digestive_system	large_intestine	7.23	0.876
NB10	NB	nervous_system	neuroblastoma	7.3	0.871
SH-4	SKCM	skin	melanoma	7.32	0.806
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	7.35	0.856
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	7.37	0.872
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	7.38	0.869
RCC-AB	KIRC	kidney	kidney	7.4	0.831
GDM-1	LAML	blood	acute_myeloid_leukaemia	7.48	0.877
ML-2	LAML	blood	acute_myeloid_leukaemia	7.64	0.892
REH	UNCLASSIFIED	blood	B_cell_leukemia	7.7	0.879
COLO-679	SKCM	skin	melanoma	7.74	0.856
MFE-296	UCEC	urogenital_system	endometrium	7.81	0.862
LS-180	COREAD	digestive_system	large_intestine	8.01	0.855
JVM-2	CLL	blood	lymphoid_neoplasm_other	8.06	0.847
LCLC-103H	UNCLASSIFIED	lung	lung_NSCLC_large_cell	8.1	0.944
SNU-407	COREAD	digestive_system	large_intestine	8.12	0.854
MMAc-SF	SKCM	skin	melanoma	8.13	0.921
A427	UNCLASSIFIED	lung	lung_NSCLC_not_specified	8.15	0.875
G-361	SKCM	skin	melanoma	8.27	0.886
EW-16	UNCLASSIFIED	bone	ewings_sarcoma	8.39	0.873
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	8.43	0.869
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	8.48	0.832
GI-ME-N	NB	nervous_system	neuroblastoma	8.67	0.839
CHSA8926	UNCLASSIFIED	bone	chondrosarcoma	8.7	0.832
NCI-H747	COREAD	digestive_system	large_intestine	8.7	0.854
DOV13	OV	urogenital_system	ovary	8.71	0.861
MES-SA	UNCLASSIFIED	urogenital_system	uterus	8.88	0.913
NU-DUL-1	DLBC	blood	B_cell_lymphoma	8.91	0.927
VM-CUB-1	BLCA	urogenital_system	bladder	8.91	0.939
D-392MG	GBM	nervous_system	glioma	8.95	0.841
EW-7	UNCLASSIFIED	bone	ewings_sarcoma	9.01	0.909
OCI-LY7	DLBC	blood	B_cell_lymphoma	9.07	0.963
RF-48	STAD	digestive_system	stomach	9.11	0.87
OVMIU	OV	urogenital_system	ovary	9.17	0.856
Farage	DLBC	blood	B_cell_lymphoma	9.31	0.925
RH-41	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	9.36	0.964
IMR-5	NB	nervous_system	neuroblastoma	9.41	0.921
KNS-81-FD	LGG	nervous_system	glioma	9.44	0.846
RC-K8	DLBC	blood	B_cell_lymphoma	9.45	0.915
MDST8	COREAD	digestive_system	large_intestine	9.57	0.892
SUIT-2	PAAD	pancreas	pancreas	9.97	0.933
KMRC-1	KIRC	kidney	kidney	9.98	0.885
CRO-AP3	UNCLASSIFIED	blood	B_cell_lymphoma	10.1	0.926
MC-CAR	MM	blood	haematopoietic_neoplasm_other	10.2	0.916
UACC-62	SKCM	skin	melanoma	10.3	0.898
LAN-6	NB	nervous_system	neuroblastoma	10.4	0.871
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	10.4	0.921
IGR-1	SKCM	skin	melanoma	10.5	0.921
AsPC-1	PAAD	pancreas	pancreas	10.6	0.871
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	10.7	0.907
NOMO-1	LAML	blood	acute_myeloid_leukaemia	11	0.883
22RV1	PRAD	urogenital_system	prostate	11.1	0.871
LB2518-MEL	SKCM	skin	melanoma	11.1	0.895
RCC-MF	KIRC	kidney	kidney	11.3	0.867
BHT-101	THCA	thyroid	thyroid	11.3	0.899
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	11.5	0.936
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	11.6	0.91
LC4-1	ALL	blood	lymphoblastic_leukemia	11.9	0.892
SIMA	NB	nervous_system	neuroblastoma	11.9	0.889
MOLM-13	LAML	blood	acute_myeloid_leukaemia	12.1	0.92
NCI-H1563	LUAD	lung	lung_NSCLC_adenocarcinoma	12.2	0.884
UACC-257	SKCM	skin	melanoma	12.2	0.878
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	12.5	0.947
MOLT-13	ALL	blood	lymphoblastic_T_cell_leukaemia	12.5	0.933
COR-L23	UNCLASSIFIED	lung	lung_NSCLC_large_cell	12.7	0.917
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	12.8	0.942
BE-13	ALL	blood	lymphoblastic_leukemia	12.9	0.924
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	12.9	0.941
TT	THCA	thyroid	thyroid	13.1	0.91
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	13.2	0.938
DB	DLBC	blood	B_cell_lymphoma	13.2	0.898
COLO-678	COREAD	digestive_system	large_intestine	13.3	0.879
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	13.3	0.931
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	13.6	0.907
NUGC-4	STAD	digestive_system	stomach	13.8	0.917
KE-37	ALL	blood	lymphoblastic_leukemia	13.9	0.969
SW48	COREAD	digestive_system	large_intestine	14	0.919
LB373-MEL-D	SKCM	skin	melanoma	14.1	0.922
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	14.1	0.914
HCC1954	BRCA	breast	breast	14.2	0.898
NMC-G1	LGG	nervous_system	glioma	14.4	0.891
LAMA-84	LCML	blood	chronic_myeloid_leukaemia	14.4	0.918
MC-IXC	NB	nervous_system	neuroblastoma	14.6	0.981
639-V	BLCA	urogenital_system	bladder	14.9	0.95
NCI-H2085	LUAD	lung	lung_NSCLC_adenocarcinoma	14.9	0.948
NB1	NB	nervous_system	neuroblastoma	15.5	0.911
NCI-H1703	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	15.5	0.898
SLVL	DLBC	blood	B_cell_lymphoma	15.6	0.917
A4-Fuk	DLBC	blood	B_cell_lymphoma	15.7	0.92
HT-1197	BLCA	urogenital_system	bladder	15.9	0.902
ALL-SIL	ALL	blood	T_cell_leukemia	16	0.952
HOS	UNCLASSIFIED	bone	osteosarcoma	16.2	0.957
MOG-G-UVW	LGG	nervous_system	glioma	16.4	0.933
MC-1010	UNCLASSIFIED	blood	acute_myeloid_leukaemia	16.5	0.912
HCC-56	COREAD	digestive_system	large_intestine	16.8	0.927
CAL-29	BLCA	urogenital_system	bladder	16.8	0.92
CAL-33	HNSC	aero_digestive_tract	head_and_neck	16.9	0.93
NB12	NB	nervous_system	neuroblastoma	17.1	0.891
JHH-1	LIHC	digestive_system	liver	17.2	0.92
OE21	ESCA	aero_digestive_tract	oesophagus	17.4	0.889
ECC10	UNCLASSIFIED	digestive_system	stomach	17.8	0.927
MRK-nu-1	BRCA	breast	breast	17.9	0.946
SK-LU-1	LUAD	lung	lung_NSCLC_adenocarcinoma	17.9	0.901
MHH-CALL-2	UNCLASSIFIED	blood	B_cell_leukemia	18.1	0.987
WM1552C	SKCM	skin	melanoma	18.2	0.933
KON	HNSC	aero_digestive_tract	head_and_neck	18.2	0.938
23132-87	STAD	digestive_system	stomach	18.4	0.93
HEC-1	UCEC	urogenital_system	endometrium	18.4	0.94
HCC-827	LUAD	lung	lung_NSCLC_adenocarcinoma	18.5	0.916
JEKO-1	DLBC	blood	B_cell_lymphoma	18.5	0.942
HLE	LIHC	digestive_system	liver	18.6	0.972
CW-2	COREAD	digestive_system	large_intestine	18.7	0.925
IGROV-1	OV	urogenital_system	ovary	18.8	0.885
U031	KIRC	kidney	kidney	18.8	0.962
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	18.9	0.959
EHEB	CLL	blood	lymphoid_neoplasm_other	19	0.887
NCI-H2869	MESO	lung	mesothelioma	19.1	0.908
CADO-ES1	UNCLASSIFIED	bone	ewings_sarcoma	19.5	0.935
KU812	LCML	blood	chronic_myeloid_leukaemia	19.6	0.952
SU-DHL-16	DLBC	blood	B_cell_lymphoma	19.6	0.991
KM12	COREAD	digestive_system	large_intestine	19.8	0.928
GR-ST	ALL	blood	lymphoblastic_leukemia	19.9	0.914
MC116	DLBC	blood	B_cell_lymphoma	20	0.999
KARPAS-45	ALL	blood	lymphoblastic_leukemia	20	0.967
RO82-W-1	THCA	thyroid	thyroid	20.1	0.907
IM-9	MM	blood	myeloma	20.4	0.962
COLO-205	COREAD	digestive_system	large_intestine	20.4	0.943
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	20.6	0.94
MOLP-8	MM	blood	myeloma	20.6	0.947
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	20.7	0.96
GAK	SKCM	skin	melanoma	20.9	0.949
NB(TU)1-10	NB	nervous_system	neuroblastoma	20.9	0.963
OVCAR-3	OV	urogenital_system	ovary	21	0.928
BPH-1	UNCLASSIFIED	urogenital_system	prostate	21.1	0.959
JHOS-2	OV	urogenital_system	ovary	21.2	0.922
RCC10RGB	KIRC	kidney	kidney	21.6	0.851
L-363	MM	blood	myeloma	21.6	0.965
MDA-MB-157	BRCA	breast	breast	22.2	0.942
PFSK-1	MB	nervous_system	medulloblastoma	22.3	0.936
SW1573	LUAD	lung	lung_NSCLC_adenocarcinoma	22.3	0.906
SU-DHL-6	DLBC	blood	B_cell_lymphoma	22.4	0.99
COLO-741	UNCLASSIFIED	digestive_system	large_intestine	22.4	0.971
BALL-1	UNCLASSIFIED	blood	B_cell_leukemia	22.5	0.994
U-CH1	UNCLASSIFIED	-	-	22.5	0.905
HL-60	LAML	blood	acute_myeloid_leukaemia	22.5	0.961
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	22.8	0.972
CHSA0011	UNCLASSIFIED	bone	chondrosarcoma	22.9	0.902
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	23	0.945
DOK	HNSC	aero_digestive_tract	head_and_neck	23	0.894
SK-GT-2	STAD	digestive_system	stomach	23.4	0.94
HuCCT1	UNCLASSIFIED	digestive_system	biliary_tract	23.5	0.933
KMS-11	MM	blood	myeloma	23.6	0.97
ES8	UNCLASSIFIED	bone	ewings_sarcoma	24	0.959
IOSE-364(-)	UNCLASSIFIED	urogenital_system	ovary	24	0.956
IOSE-75-16SV40	UNCLASSIFIED	urogenital_system	ovary	24.1	0.946
TE-11	ESCA	aero_digestive_tract	oesophagus	24.2	0.961
SU-DHL-10	DLBC	blood	B_cell_lymphoma	24.3	0.998
HGC-27	STAD	digestive_system	stomach	24.6	0.972
SK-NEP-1	UNCLASSIFIED	kidney	kidney	24.6	0.957
NCI-H2052	MESO	lung	mesothelioma	25	0.919
CPC-N	SCLC	lung	lung_small_cell_carcinoma	25.1	0.94
MOLM-16	LAML	blood	acute_myeloid_leukaemia	25.3	0.968
MFE-319	UCEC	urogenital_system	endometrium	25.7	0.977
LC-1-sq	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	25.7	0.931
KMOE-2	LAML	blood	acute_myeloid_leukaemia	25.8	0.967
RH-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	25.8	0.976
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	25.8	0.952
HH	UNCLASSIFIED	blood	T_cell_leukemia	25.9	0.917
CL-11	COREAD	digestive_system	large_intestine	26.1	0.936
SNU-1	STAD	digestive_system	stomach	26.2	0.948
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	26.3	0.935
PCI-6A	HNSC	aero_digestive_tract	head_and_neck	26.6	0.955
JHU-011	HNSC	aero_digestive_tract	head_and_neck	26.8	0.956
NCI-H2023	LUAD	lung	lung_NSCLC_adenocarcinoma	26.9	0.954
ChaGo-K-1	UNCLASSIFIED	lung	lung_NSCLC_not_specified	27.2	0.936
OCUB-M	BRCA	breast	breast	27.4	0.972
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	27.5	0.956
SF295	GBM	nervous_system	glioma	27.5	0.945
SU-DHL-4	DLBC	blood	B_cell_lymphoma	27.7	0.997
786-0	KIRC	kidney	kidney	27.7	0.965
NOS-1	UNCLASSIFIED	bone	osteosarcoma	28.3	0.931
KARPAS-231	UNCLASSIFIED	blood	B_cell_leukemia	28.6	0.989
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	28.6	0.959
MHH-PREB-1	UNCLASSIFIED	blood	B_cell_leukemia	28.7	0.97
CFPAC-1	PAAD	pancreas	pancreas	29.4	0.941
SK-MEL-30	SKCM	skin	melanoma	29.5	0.972
PCI-4B	HNSC	aero_digestive_tract	head_and_neck	29.8	0.964
LP-1	MM	blood	myeloma	30.2	0.981
JURL-MK1	LCML	blood	chronic_myeloid_leukaemia	30.2	0.959
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	30.5	0.98
SCaBER	UNCLASSIFIED	urogenital_system	bladder	30.5	0.942
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	30.8	0.951
NCI-H2030	LUAD	lung	lung_NSCLC_adenocarcinoma	30.8	0.967
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	31.1	0.956
GI-1	LGG	nervous_system	glioma	31.1	0.964
MZ7-mel	SKCM	skin	melanoma	31.2	0.955
Set2	UNCLASSIFIED	-	-	31.2	0.987
Ca9-22	HNSC	aero_digestive_tract	head_and_neck	31.3	0.969
SNU-C2B	COREAD	digestive_system	large_intestine	31.7	0.928
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	31.8	0.984
TASK1	UNCLASSIFIED	nervous_system	nervous_system_other	31.8	0.98
EFM-192A	BRCA	breast	breast	32	0.947
OSC-19	HNSC	aero_digestive_tract	head_and_neck	32	0.956
RXF393	KIRC	kidney	kidney	32.1	0.922
KG-1	LAML	blood	acute_myeloid_leukaemia	32.1	0.974
CMK	LAML	blood	acute_myeloid_leukaemia	32.3	0.98
KYSE-150	ESCA	aero_digestive_tract	oesophagus	32.8	0.966
A2780	UNCLASSIFIED	urogenital_system	ovary	33	0.957
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	33	0.995
Jurkat	ALL	blood	T_cell_leukemia	33.3	0.984
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	33.3	0.962
ES5	UNCLASSIFIED	bone	ewings_sarcoma	33.4	0.946
SK-MEL-1	SKCM	skin	melanoma	33.6	0.978
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	33.7	0.965
NY	UNCLASSIFIED	bone	osteosarcoma	33.7	0.963
451Lu	SKCM	skin	melanoma	33.8	0.966
OCI-M1	LAML	blood	acute_myeloid_leukaemia	33.8	0.993
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	34.1	0.956
MDA-MB-330	BRCA	breast	breast	34.4	0.947
SAS	HNSC	aero_digestive_tract	head_and_neck	34.6	0.951
NCI-H661	UNCLASSIFIED	lung	lung_NSCLC_large_cell	34.8	0.942
PE-CA-PJ15	HNSC	aero_digestive_tract	head_and_neck	35.1	0.954
SAT	HNSC	aero_digestive_tract	head_and_neck	35.1	0.913
A704	KIRC	kidney	kidney	35.7	0.967
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	35.8	0.995
Hs-683	LGG	nervous_system	glioma	36.4	0.963
HSC-39	STAD	digestive_system	stomach	36.6	0.981
COLO-680N	ESCA	aero_digestive_tract	oesophagus	36.9	0.946
CAL-120	BRCA	breast	breast	36.9	0.937
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	36.9	0.95
B-CPAP	THCA	thyroid	thyroid	37	0.989
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	37.1	0.958
TOV-112D	OV	urogenital_system	ovary	37.1	0.964
8505C	THCA	thyroid	thyroid	37.3	0.959
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	37.5	0.984
HCC1806	UNCLASSIFIED	breast	breast	37.7	0.975
RPMI-8226	MM	blood	myeloma	37.8	0.981
RERF-LC-Sq1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	37.8	0.922
HCC1569	BRCA	breast	breast	38	0.934
SK-MEL-31	SKCM	skin	melanoma	38.1	0.939
HCC1500	BRCA	breast	breast	38.1	0.962
NUGC-3	STAD	digestive_system	stomach	38.2	0.973
BL-41	UNCLASSIFIED	blood	Burkitt_lymphoma	38.5	0.994
HCC-44	LUAD	lung	lung_NSCLC_adenocarcinoma	38.8	0.984
COLO-783	SKCM	skin	melanoma	38.9	0.97
OAW-42	OV	urogenital_system	ovary	39	0.958
SUP-T1	ALL	blood	lymphoblastic_T_cell_leukaemia	39.1	0.976
TGW	NB	nervous_system	neuroblastoma	39.3	0.983
RKN	UNCLASSIFIED	urogenital_system	ovary	39.8	0.961
KMRC-20	KIRC	kidney	kidney	39.8	0.965
NCI-H1437	LUAD	lung	lung_NSCLC_adenocarcinoma	39.9	0.963
KYSE-410	ESCA	aero_digestive_tract	oesophagus	39.9	0.96
P12-ICHIKAWA	ALL	blood	lymphoblastic_T_cell_leukaemia	40.5	0.994
SKN	UNCLASSIFIED	urogenital_system	uterus	40.9	0.948
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	41.2	0.97
BICR10	HNSC	aero_digestive_tract	head_and_neck	41.2	0.952
D-566MG	GBM	nervous_system	glioma	41.4	0.97
SBC-5	SCLC	lung	lung_small_cell_carcinoma	41.6	0.989
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	41.8	0.957
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	41.9	0.982
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	42.3	0.963
ESS-1	UNCLASSIFIED	urogenital_system	endometrium	42.4	0.98
ES7	UNCLASSIFIED	bone	ewings_sarcoma	42.6	0.966
SK-UT-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	42.9	0.99
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	43.4	0.981
JIMT-1	BRCA	breast	breast	43.5	0.962
