Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
KM12	COREAD	digestive_system	large_intestine	4.32	0.92
SCC-3	DLBC	blood	B_cell_lymphoma	4.7	0.991
SU-DHL-4	DLBC	blood	B_cell_lymphoma	4.82	0.993
MOLT-13	ALL	blood	lymphoblastic_T_cell_leukaemia	4.87	0.958
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	4.88	0.953
EW-16	UNCLASSIFIED	bone	ewings_sarcoma	4.89	0.932
MC116	DLBC	blood	B_cell_lymphoma	4.98	0.999
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	5.09	0.924
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	5.11	0.986
SK-NEP-1	UNCLASSIFIED	kidney	kidney	5.17	0.95
KE-37	ALL	blood	lymphoblastic_leukemia	5.19	0.983
697	UNCLASSIFIED	blood	lymphoblastic_leukemia	5.24	0.976
OCI-AML5	LAML	blood	acute_myeloid_leukaemia	5.33	0.956
EoL-1-cell	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	5.42	0.961
CTV-1	LAML	blood	acute_myeloid_leukaemia	5.44	0.976
NB10	NB	nervous_system	neuroblastoma	5.45	0.947
SU-DHL-1	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	5.5	0.995
LB1047-RCC	KIRC	kidney	kidney	5.59	0.93
HT-144	SKCM	skin	melanoma	5.68	0.932
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	5.82	0.91
NB14	NB	nervous_system	neuroblastoma	5.98	0.956
SF539	LGG	nervous_system	glioma	6.07	0.964
TE-15	ESCA	aero_digestive_tract	oesophagus	6.14	0.934
OCI-AML2	LAML	blood	acute_myeloid_leukaemia	6.28	0.991
KARPAS-231	UNCLASSIFIED	blood	B_cell_leukemia	6.46	0.987
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	6.47	0.945
LXF-289	LUAD	lung	lung_NSCLC_adenocarcinoma	6.48	0.954
TE-11	ESCA	aero_digestive_tract	oesophagus	6.49	0.964
NK-92MI	UNCLASSIFIED	blood	lymphoid_neoplasm_other	6.58	0.962
A101D	SKCM	skin	melanoma	6.6	0.927
SUP-B15	ALL	blood	lymphoblastic_leukemia	6.68	0.959
HCE-4	ESCA	aero_digestive_tract	oesophagus	6.79	0.974
KP-N-YN	NB	nervous_system	neuroblastoma	6.81	0.941
A3-KAW	DLBC	blood	B_cell_lymphoma	6.84	0.984
KS-1	GBM	nervous_system	glioma	6.88	0.928
BL-70	UNCLASSIFIED	blood	Burkitt_lymphoma	6.98	0.98
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	6.99	0.923
NKM-1	LAML	blood	acute_myeloid_leukaemia	7.08	0.952
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	7.14	0.962
SU-DHL-16	DLBC	blood	B_cell_lymphoma	7.16	0.996
NALM-6	UNCLASSIFIED	blood	B_cell_leukemia	7.29	0.979
NB(TU)1-10	NB	nervous_system	neuroblastoma	7.34	0.975
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	7.41	0.981
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	7.54	0.958
HAL-01	ALL	blood	lymphoblastic_leukemia	7.67	0.974
REH	UNCLASSIFIED	blood	B_cell_leukemia	7.89	0.964
SIG-M5	LAML	blood	acute_myeloid_leukaemia	7.9	0.994
NB13	NB	nervous_system	neuroblastoma	8.11	0.975
SU-DHL-6	DLBC	blood	B_cell_lymphoma	8.19	0.995
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	8.19	0.962
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	8.22	0.974
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	8.31	0.982
COLO-320-HSR	COREAD	digestive_system	large_intestine	8.32	0.978
CCRF-CEM	ALL	blood	lymphoblastic_leukemia	8.52	0.982
HCC1187	BRCA	breast	breast	8.6	0.969
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	8.71	0.996
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	8.8	0.981
NCI-H128	SCLC	lung	lung_small_cell_carcinoma	9.1	0.907
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	9.3	0.977
SUP-M2	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	9.45	0.994
RL	DLBC	blood	B_cell_lymphoma	9.46	0.975
MY-M12	ALL	blood	leukemia	9.49	0.953
U-87-MG	GBM	nervous_system	glioma	9.64	0.948
LC-2-ad	LUAD	lung	lung_NSCLC_adenocarcinoma	9.66	0.964
SNU-1	STAD	digestive_system	stomach	9.68	0.963
COLO-800	SKCM	skin	melanoma	9.85	0.97
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	10.2	0.962
K-562	LCML	blood	chronic_myeloid_leukaemia	10.2	0.971
KNS-81-FD	LGG	nervous_system	glioma	10.3	0.936
RL95-2	UNCLASSIFIED	urogenital_system	endometrium	10.3	0.969
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	10.5	0.962
OCI-M1	LAML	blood	acute_myeloid_leukaemia	10.5	0.995
DND-41	ALL	blood	T_cell_leukemia	10.7	0.982
YT	ALL	blood	lymphoid_neoplasm_other	10.7	0.986
BC-1	DLBC	blood	B_cell_lymphoma	11	0.986
SIMA	NB	nervous_system	neuroblastoma	11	0.957
KU812	LCML	blood	chronic_myeloid_leukaemia	11	0.979
SW872	UNCLASSIFIED	soft_tissue	soft_tissue_other	11.1	0.98
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	11.2	0.957
UACC-812	BRCA	breast	breast	11.2	0.974
TE-10	ESCA	aero_digestive_tract	oesophagus	11.5	0.973
NTERA-2-cl-D1	UNCLASSIFIED	urogenital_system	testis	11.6	0.973
KOPN-8	UNCLASSIFIED	blood	B_cell_leukemia	11.7	0.986
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	11.7	0.996
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	11.7	0.962
NEC8	UNCLASSIFIED	urogenital_system	testis	11.8	0.987
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	11.8	0.994
ES7	UNCLASSIFIED	bone	ewings_sarcoma	12	0.97
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	12.2	0.987
MOLT-4	ALL	blood	lymphoblastic_leukemia	12.2	0.992
JM1	DLBC	blood	B_cell_lymphoma	12.4	0.987
ES8	UNCLASSIFIED	bone	ewings_sarcoma	12.5	0.981
NU-DUL-1	DLBC	blood	B_cell_lymphoma	12.6	0.993
NB4	LAML	blood	acute_myeloid_leukaemia	12.6	0.991
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	12.6	0.953
BE2-M17	NB	nervous_system	neuroblastoma	12.6	0.971
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	12.9	0.968
GB-1	GBM	nervous_system	glioma	12.9	0.958
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	13	0.982
K052	UNCLASSIFIED	blood	acute_myeloid_leukaemia	13	0.993
LOUCY	ALL	blood	lymphoblastic_T_cell_leukaemia	13	0.992
CGTH-W-1	THCA	thyroid	thyroid	13	0.975
P30-OHK	ALL	blood	lymphoblastic_leukemia	13	0.99
JURL-MK1	LCML	blood	chronic_myeloid_leukaemia	13.1	0.975
SR	UNCLASSIFIED	blood	lymphoid_neoplasm_other	13.1	0.984
KCL-22	LCML	blood	chronic_myeloid_leukaemia	13.1	0.99
ST486	UNCLASSIFIED	blood	Burkitt_lymphoma	13.2	0.986
SK-N-DZ	NB	nervous_system	neuroblastoma	13.2	0.976
KMS-12-BM	MM	blood	myeloma	13.2	0.991
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	13.4	0.992
JJN-3	MM	blood	haematopoietic_neoplasm_other	13.4	0.992
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	13.5	0.993
CESS	LAML	blood	acute_myeloid_leukaemia	13.5	0.989
DU-4475	BRCA	breast	breast	13.6	0.993
CW-2	COREAD	digestive_system	large_intestine	13.6	0.968
SU-DHL-8	DLBC	blood	B_cell_lymphoma	13.7	0.982
MOLP-8	MM	blood	myeloma	13.9	0.979
RPMI-8226	MM	blood	myeloma	13.9	0.988
LP-1	MM	blood	myeloma	13.9	0.991
HuTu-80	UNCLASSIFIED	digestive_system	digestive_system_other	14	0.992
NOMO-1	LAML	blood	acute_myeloid_leukaemia	14	0.964
LB2518-MEL	SKCM	skin	melanoma	14	0.971
ES5	UNCLASSIFIED	bone	ewings_sarcoma	14.1	0.964
COLO-824	BRCA	breast	breast	14.2	0.975
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	14.3	0.987
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	14.3	0.977
Kasumi-3	UNCLASSIFIED	blood	acute_myeloid_leukaemia	14.3	0.954
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	14.4	0.988
BV-173	LCML	blood	chronic_myeloid_leukaemia	14.4	0.987
RH-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	14.4	0.991
SNU-16	STAD	digestive_system	stomach	14.5	0.987
HEL	LAML	blood	acute_myeloid_leukaemia	14.6	0.992
Farage	DLBC	blood	B_cell_lymphoma	14.6	0.993
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	14.7	0.975
MC-CAR	MM	blood	haematopoietic_neoplasm_other	14.7	0.987
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	14.9	0.988
EJM	MM	blood	lymphoid_neoplasm_other	14.9	0.991
CRO-AP2	DLBC	blood	B_cell_lymphoma	15	0.989
TC-71	UNCLASSIFIED	bone	ewings_sarcoma	15	0.992
KY821	LAML	blood	leukemia	15	0.989
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	15.1	0.98
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	15.2	0.992
EVSA-T	BRCA	breast	breast	15.2	0.99
OPM-2	MM	blood	myeloma	15.2	0.994
BB30-HNC	HNSC	aero_digestive_tract	head_and_neck	15.2	0.98
GA-10	UNCLASSIFIED	blood	Burkitt_lymphoma	15.3	0.991
CMK	LAML	blood	acute_myeloid_leukaemia	15.4	0.991
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	15.5	0.993
ES4	UNCLASSIFIED	bone	ewings_sarcoma	15.5	0.966
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	15.6	0.993
NB7	NB	nervous_system	neuroblastoma	15.7	0.975
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	15.8	0.98
KP-N-YS	NB	nervous_system	neuroblastoma	15.8	0.967
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	15.8	0.991
A704	KIRC	kidney	kidney	15.8	0.981
LNCaP-Clone-FGC	PRAD	urogenital_system	prostate	15.8	0.967
CPC-N	SCLC	lung	lung_small_cell_carcinoma	16	0.972
IST-MEL1	SKCM	skin	melanoma	16	0.963
L-363	MM	blood	myeloma	16	0.99
OCUB-M	BRCA	breast	breast	16.1	0.99
KG-1	LAML	blood	acute_myeloid_leukaemia	16.1	0.988
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	16.5	0.991
AMO-1	MM	blood	haematopoietic_neoplasm_other	16.7	0.991
LOXIMVI	SKCM	skin	melanoma	16.7	0.989
ATN-1	ALL	blood	lymphoblastic_T_cell_leukaemia	17	0.985
P3HR-1	UNCLASSIFIED	blood	Burkitt_lymphoma	17	0.989
SKM-1	UNCLASSIFIED	blood	haematopoietic_neoplasm_other	17	0.972
TE-12	ESCA	aero_digestive_tract	oesophagus	17	0.963
ES-2	UNCLASSIFIED	urogenital_system	ovary	17	0.99
ML-2	LAML	blood	acute_myeloid_leukaemia	17	0.989
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	17.1	0.984
HSC-39	STAD	digestive_system	stomach	17.1	0.991
LS-513	COREAD	digestive_system	large_intestine	17.1	0.977
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	17.4	0.991
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	17.4	0.95
NB69	NB	nervous_system	neuroblastoma	17.6	0.99
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	17.6	0.973
KMOE-2	LAML	blood	acute_myeloid_leukaemia	17.6	0.989
WSU-NHL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	17.7	0.99
NCI-H2196	SCLC	lung	lung_small_cell_carcinoma	17.8	0.977
BC-3	DLBC	blood	B_cell_lymphoma	17.9	0.989
MHH-PREB-1	UNCLASSIFIED	blood	B_cell_leukemia	18	0.989
NCI-H1385	UNCLASSIFIED	lung	lung_NSCLC_squamous_cell_carcinoma	18	0.977
NCI-H1522	UNCLASSIFIED	lung	lung_small_cell_carcinoma	18.2	0.991
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	18.3	0.983
TGW	NB	nervous_system	neuroblastoma	18.3	0.992
IM-9	MM	blood	myeloma	18.5	0.992
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	18.5	0.991
KELLY	NB	nervous_system	neuroblastoma	18.6	0.989
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	18.6	0.993
COR-L279	SCLC	lung	lung_small_cell_carcinoma	18.7	0.99
NCI-H748	SCLC	lung	lung_small_cell_carcinoma	18.9	0.962
NCI-H1963	SCLC	lung	lung_small_cell_carcinoma	19.1	0.992
OCI-LY-19	DLBC	blood	B_cell_lymphoma	19.2	0.988
LS-411N	COREAD	digestive_system	large_intestine	19.3	0.967
SK-UT-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	19.4	0.989
TGBC24TKB	UNCLASSIFIED	digestive_system	biliary_tract	19.7	0.988
HL-60	LAML	blood	acute_myeloid_leukaemia	19.7	0.99
LC-1F	UNCLASSIFIED	lung	lung_NSCLC_squamous_cell_carcinoma	19.8	0.962
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	20.1	0.989
D-283MED	MB	nervous_system	medulloblastoma	20.1	0.989
RPMI-8866	LCML	blood	chronic_myeloid_leukaemia	20.2	0.988
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	20.3	0.967
TUR	DLBC	blood	B_cell_lymphoma	20.4	0.989
NCI-H1581	UNCLASSIFIED	lung	lung_NSCLC_large_cell	20.5	0.989
MEG-01	LCML	blood	chronic_myeloid_leukaemia	20.5	0.988
JSC-1	DLBC	blood	B_cell_lymphoma	20.5	0.984
8-MG-BA	GBM	nervous_system	glioma	20.7	0.988
RKO	COREAD	digestive_system	large_intestine	20.7	0.989
VCaP	PRAD	urogenital_system	prostate	20.9	0.981
Hs-445	UNCLASSIFIED	blood	Hodgkin_lymphoma	20.9	0.989
MS-1	SCLC	lung	lung_small_cell_carcinoma	21.2	0.991
THP-1	LAML	blood	acute_myeloid_leukaemia	21.2	0.991
HCC1500	BRCA	breast	breast	21.5	0.981
VAL	DLBC	blood	B_cell_lymphoma	21.7	0.984
GR-ST	ALL	blood	lymphoblastic_leukemia	21.8	0.97
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	21.9	0.984
CAL-148	BRCA	breast	breast	22.1	0.99
SK-MEL-1	SKCM	skin	melanoma	22.2	0.993
GRANTA-519	DLBC	blood	B_cell_lymphoma	22.2	0.991
HT	DLBC	blood	B_cell_lymphoma	22.2	0.99
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	22.3	0.982
COR-L88	SCLC	lung	lung_small_cell_carcinoma	22.3	0.972
SHP-77	SCLC	lung	lung_small_cell_carcinoma	22.4	0.992
AM-38	GBM	nervous_system	glioma	22.4	0.983
MMAc-SF	SKCM	skin	melanoma	22.4	0.981
ECC4	UNCLASSIFIED	digestive_system	digestive_system_other	22.4	0.95
K5	THCA	thyroid	thyroid	22.4	0.987
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	22.5	0.985
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	22.6	0.993
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	22.7	0.988
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	22.8	0.993
KASUMI-1	LAML	blood	acute_myeloid_leukaemia	22.8	0.985
ES3	UNCLASSIFIED	bone	ewings_sarcoma	22.9	0.982
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	22.9	0.987
MSTO-211H	MESO	lung	mesothelioma	23	0.991
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	23	0.988
GOTO	NB	nervous_system	neuroblastoma	23.3	0.976
SK-MEL-2	SKCM	skin	melanoma	23.4	0.983
MPP-89	MESO	lung	mesothelioma	23.4	0.966
SNU-C1	COREAD	digestive_system	large_intestine	23.5	0.955
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	23.6	0.981
ME-1	LAML	blood	acute_myeloid_leukaemia	23.7	0.981
TE-1	ESCA	aero_digestive_tract	oesophagus	24.2	0.969
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	24.3	0.99
TALL-1	ALL	blood	lymphoblastic_T_cell_leukaemia	24.3	0.989
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	24.3	0.986
ARH-77	MM	blood	myeloma	24.6	0.988
DSH1	BLCA	urogenital_system	bladder	24.7	0.989
BB65-RCC	KIRC	kidney	kidney	25	0.977
COLO-668	SCLC	lung	lung_small_cell_carcinoma	25.1	0.986
NCI-H716	COREAD	digestive_system	large_intestine	25.1	0.97
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	25.3	0.968
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	25.3	0.986
TF-1	UNCLASSIFIED	blood	acute_myeloid_leukaemia	25.3	0.987
Toledo	UNCLASSIFIED	blood	B_cell_lymphoma	25.5	0.977
NB1	NB	nervous_system	neuroblastoma	25.6	0.98
A4-Fuk	DLBC	blood	B_cell_lymphoma	25.6	0.984
LB831-BLC	BLCA	urogenital_system	bladder	25.6	0.985
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	25.6	0.988
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	25.9	0.988
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	25.9	0.988
NB5	NB	nervous_system	neuroblastoma	26.1	0.986
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	26.1	0.982
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	26.2	0.986
GAK	SKCM	skin	melanoma	26.2	0.99
SW982	UNCLASSIFIED	soft_tissue	soft_tissue_other	26.2	0.985
SBC-1	SCLC	lung	lung_small_cell_carcinoma	26.5	0.989
KARPAS-422	DLBC	blood	B_cell_lymphoma	26.7	0.988
COLO-829	SKCM	skin	melanoma	26.7	0.958
KLE	UCEC	urogenital_system	endometrium	27	0.954
LC4-1	ALL	blood	lymphoblastic_leukemia	27.1	0.981
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	27.4	0.984
MDST8	COREAD	digestive_system	large_intestine	27.6	0.988
LAMA-84	LCML	blood	chronic_myeloid_leukaemia	28.1	0.987
HCC-33	SCLC	lung	lung_small_cell_carcinoma	28.2	0.987
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	28.2	0.986
SK-N-FI	NB	nervous_system	neuroblastoma	28.3	0.988
DB	DLBC	blood	B_cell_lymphoma	28.4	0.981
LS-123	COREAD	digestive_system	large_intestine	28.5	0.968
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	28.5	0.987
MFM-223	BRCA	breast	breast	28.5	0.988
DJM-1	UNCLASSIFIED	skin	skin_other	29	0.989
JVM-3	CLL	blood	lymphoid_neoplasm_other	29	0.987
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	29.4	0.983
KP-N-RT-BM-1	NB	nervous_system	neuroblastoma	29.6	0.971
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	29.7	0.989
CHP-126	NB	nervous_system	neuroblastoma	29.7	0.987
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	29.8	0.988
SF126	GBM	nervous_system	glioma	29.9	0.985
HA7-RCC	KIRC	kidney	kidney	29.9	0.983
IST-MES1	MESO	lung	mesothelioma	30.1	0.988
KALS-1	LGG	nervous_system	glioma	30.2	0.968
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	30.2	0.981
MZ7-mel	SKCM	skin	melanoma	30.2	0.987
D-502MG	LGG	nervous_system	glioma	30.3	0.957
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	30.7	0.987
PL-21	LAML	blood	acute_myeloid_leukaemia	30.7	0.979
EM-2	LCML	blood	chronic_myeloid_leukaemia	30.9	0.982
LB373-MEL-D	SKCM	skin	melanoma	31.1	0.99
SCC-15	HNSC	aero_digestive_tract	head_and_neck	31.1	0.97
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	31.1	0.989
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	31.2	0.986
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	31.2	0.98
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	31.3	0.988
SF268	GBM	nervous_system	glioma	31.5	0.985
RCC10RGB	KIRC	kidney	kidney	31.6	0.932
NCI-H719	UNCLASSIFIED	lung	lung_small_cell_carcinoma	31.7	0.987
SLVL	DLBC	blood	B_cell_lymphoma	31.7	0.986
ONS-76	MB	nervous_system	medulloblastoma	31.7	0.985
A388	UNCLASSIFIED	skin	skin_other	32.7	0.981
TE-8	ESCA	aero_digestive_tract	oesophagus	32.8	0.985
TE-9	ESCA	aero_digestive_tract	oesophagus	32.8	0.987
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	32.9	0.991
MKL-1-subclone-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	33	0.984
Tera-1	UNCLASSIFIED	urogenital_system	testis	33	0.984
CP67-MEL	SKCM	skin	melanoma	33.1	0.947
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	33.5	0.986
SK-MM-2	MM	blood	myeloma	33.5	0.987
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	33.6	0.984
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	33.7	0.986
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	34	0.986
COR-L95	SCLC	lung	lung_small_cell_carcinoma	34	0.981
NCI-H220	UNCLASSIFIED	lung	lung_small_cell_carcinoma	34.1	0.985
BT-474	BRCA	breast	breast	34.2	0.984
COLO-684	UCEC	urogenital_system	endometrium	34.5	0.983
HCC2157	BRCA	breast	breast	34.5	0.987
D-336MG	LGG	nervous_system	glioma	34.6	0.975
HCC1599	BRCA	breast	breast	34.6	0.983
C2BBe1	COREAD	digestive_system	large_intestine	34.6	0.982
LU-165	SCLC	lung	lung_small_cell_carcinoma	34.7	0.984
JVM-2	CLL	blood	lymphoid_neoplasm_other	34.8	0.978
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	34.8	0.988
OMC-1	CESC	urogenital_system	cervix	35.1	0.988
NB17	NB	nervous_system	neuroblastoma	35.2	0.982
LB996-RCC	KIRC	kidney	kidney	35.4	0.982
GCIY	STAD	digestive_system	stomach	35.5	0.984
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	35.6	0.983
HH	UNCLASSIFIED	blood	T_cell_leukemia	35.7	0.973
MHH-NB-11	NB	nervous_system	neuroblastoma	36	0.985
MZ1-PC	PAAD	pancreas	pancreas	36	0.978
DMS-114	SCLC	lung	lung_small_cell_carcinoma	36.2	0.983
MZ2-MEL	SKCM	skin	melanoma	36.3	0.982
NCI-H1436	SCLC	lung	lung_small_cell_carcinoma	36.7	0.983
NH-12	NB	nervous_system	neuroblastoma	36.7	0.984
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	37.4	0.985
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	37.4	0.977
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	37.5	0.982
no-10	LGG	nervous_system	glioma	37.8	0.979
KGN	UNCLASSIFIED	urogenital_system	ovary	37.8	0.98
SJSA-1	UNCLASSIFIED	bone	bone_other	38.1	0.985
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	38.2	0.988
KNS-42	LGG	nervous_system	glioma	38.5	0.981
LS-1034	COREAD	digestive_system	large_intestine	38.5	0.986
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	38.7	0.983
RF-48	STAD	digestive_system	stomach	39.1	0.985
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	39.1	0.984
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	39.2	0.982
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	39.5	0.982
TE-5	ESCA	aero_digestive_tract	oesophagus	39.7	0.984
GI-ME-N	NB	nervous_system	neuroblastoma	39.7	0.973
MKL-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	39.9	0.974
NMC-G1	LGG	nervous_system	glioma	39.9	0.98
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	39.9	0.985
BOKU	UNCLASSIFIED	urogenital_system	cervix	40.4	0.982
DMS-79	SCLC	lung	lung_small_cell_carcinoma	40.7	0.983
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	40.7	0.988
MDA-MB-134-VI	UNCLASSIFIED	breast	breast	40.7	0.987
