ccle	outlier	tissue	ic50
MDST8	1313	LARGE_INTESTINE	27.6
KNS_42	1188	CENTRAL_NERVOUS_SYSTEM	27.9
NCI_H23	2264	LUNG	28
A4_Fuk	1293	DLBC	28.6
EC_GI_10	4318	OESOPHAGUS	28.6
NCI_H2081	3414	LUNG	28.8
JVM_3	1222	LCLL	29
CAS_1	1586	CENTRAL_NERVOUS_SYSTEM	29.1
SKM_1	731	LCLL	29.2
NCI_H1876	5253	LUNG	29.7
NCI_H209	1778	LUNG	29.9
Toledo	3385	DLBC	29.9
SF268	1239	CENTRAL_NERVOUS_SYSTEM	29.9
CA46	2726	DLBC	30.1
ONS_76	2314	CENTRAL_NERVOUS_SYSTEM	30.4
SNU_5	822	STOMACH	30.8
SK_ES_1	1705	BONE_AND_SOFT_TISSUE	31
SJSA_1	1112	BONE_AND_SOFT_TISSUE	31.2
TE_8	3840	OESOPHAGUS	32
NCI_H1869	2447	LUNG	32.2
TE_9	962	OESOPHAGUS	32.3
KURAMOCHI	1804	OVARY	33.9
SK_MM_2	912	MM	34.2
KM12	7295	LARGE_INTESTINE	34.2
HCC2157	1383	BREAST	34.5
NCI_H716	1647	LARGE_INTESTINE	34.6
UACC_257	1719	SKIN	35.3
A101D	829	SKIN	35.5
NCI_H1385	21906	LUNG	35.9
KP_N_YN	4239	CENTRAL_NERVOUS_SYSTEM	35.9
PL_21	1561	LCLL	36.4
NCI_H1975	874	LUNG	36.9
NCI_H69	2664	LUNG	37
GB_1	1201	CENTRAL_NERVOUS_SYSTEM	37.2
KS_1	700	CENTRAL_NERVOUS_SYSTEM	37.5
BT_474	945	BREAST	37.8
ME_1	716	LCLL	40.8
NCI_H1299	1098	LUNG	41.9
NCI_H1838	1509	LUNG	42.7
CW_2	1588	LARGE_INTESTINE	43.2
NCI_H747	1364	LARGE_INTESTINE	43.7
SH_4	1508	SKIN	44.5
COR_L95	2822	LUNG	44.7
CL_11	1045	LARGE_INTESTINE	44.7
LC_1F	1389	LUNG	45.7
EHEB	1638	LCLL	50.1
OVCAR_4	736	OVARY	51.5
NCI_H2126	2746	LUNG	53.1
NCI_H1355	1337	LUNG	57.7
SNB75	574	CENTRAL_NERVOUS_SYSTEM	58.4
OS_RC_2	1390	KIDNEY	60.6
KLE	1367	CERVICAL	65.8
RCC10RGB	1641	KIDNEY	178
EKVX	862	LUNG	231
