ccle	outlier	tissue	ic50
MKN7	997	STOMACH	25.8
S_117	832	THYROID	26
MDST8	1313	LARGE_INTESTINE	26.1
NCI_H2452	1763	LUNG	26.1
A3_KAW	1977	DLBC	26.3
SF126	698	CENTRAL_NERVOUS_SYSTEM	26.7
RT_112	799	URINARY_TRACT	26.8
DEL	2137	DLBC	27
NCI_H2347	2563	LUNG	27.1
EBC_1	1266	LUNG	27.2
SK_N_DZ	1709	CENTRAL_NERVOUS_SYSTEM	27.3
P12_ICHIKAWA	2434	LCLL	27.6
KM12	7295	LARGE_INTESTINE	27.6
KG_1	804	LCLL	28.3
SIMA	2852	CENTRAL_NERVOUS_SYSTEM	28.4
DBTRG_05MG	982	CENTRAL_NERVOUS_SYSTEM	28.8
RERF_LC_KJ	1503	LUNG	28.9
SJSA_1	1112	BONE_AND_SOFT_TISSUE	29.1
SK_LMS_1	755	BONE_AND_SOFT_TISSUE	29.5
NCI_H2110	1279	LUNG	29.9
MKN1	822	STOMACH	30.3
NOMO_1	1356	LCLL	31.2
HCC1937	1797	BREAST	31.4
HOP_92	987	LUNG	31.8
RH_41	1785	BONE_AND_SOFT_TISSUE	31.9
CL_11	1045	LARGE_INTESTINE	32
NCI_H2029	1837	LUNG	32.1
KARPAS_299	1434	DLBC	32.3
NCI_H716	1647	LARGE_INTESTINE	32.4
PF_382	6404	LCLL	32.4
NCI_H2087	903	LUNG	32.5
RCM_1	3166	LARGE_INTESTINE	32.6
ML_1	767	THYROID	32.7
RPMI_7951	1662	SKIN	32.9
KMS_12_BM	1114	MM	33.6
RPMI_8226	904	MM	33.6
CAS_1	1586	CENTRAL_NERVOUS_SYSTEM	33.9
SHP_77	2657	LUNG	34.4
NCI_H2291	1761	LUNG	34.4
WSU_DLCL2	4181	DLBC	34.7
CAL_120	1098	BREAST	35.2
RPMI_8402	829	LCLL	35.4
NCI_H2170	1601	LUNG	35.4
YH_13	4922	CENTRAL_NERVOUS_SYSTEM	35.4
CAL_12T	1125	LUNG	35.4
HuH_7	1031	BILIARY	35.5
JJN_3	922	MM	35.7
NCI_H929	2298	MM	35.8
NAMALWA	1025	DLBC	35.9
LN_18	1230	CENTRAL_NERVOUS_SYSTEM	36.3
TGBC11TKB	5174	STOMACH	36.4
COLO_684	3120	CERVICAL	36.5
HEL	1063	LCLL	36.6
EPLC_272H	1068	LUNG	36.6
KYSE_140	783	OESOPHAGUS	36.8
SK_HEP_1	615	BILIARY	37.5
MES_SA	1704	BONE_AND_SOFT_TISSUE	37.8
OPM_2	1301	MM	38
GA_10	1309	DLBC	38.2
NCI_H2126	2746	LUNG	38.3
Raji	899	DLBC	38.5
Hs_683	659	CENTRAL_NERVOUS_SYSTEM	38.5
ChaGo_K_1	1243	LUNG	38.7
KARPAS_422	2036	DLBC	38.8
OVTOKO	959	OVARY	38.8
EFO_21	3455	OVARY	39.1
JVM_2	2169	LCLL	39.2
BT_20	1141	BREAST	39.7
MIA_PaCa_2	1830	PANCREAS	39.9
MONO_MAC_6	1201	LCLL	40.1
JM1	1764	LCLL	40.1
NCI_H2286	1162	LUNG	40.2
KARPAS_620	2147	MM	40.3
AsPC_1	1134	PANCREAS	40.5
EJM	858	MM	41.2
SUIT_2	3490	PANCREAS	41.3
KYSE_520	1157	OESOPHAGUS	41.4
BHY	6406	UPPER_AERODIGESTIVE_TRACT	41.4
AMO_1	1228	MM	41.6
SK_N_AS	975	CENTRAL_NERVOUS_SYSTEM	41.7
639_V	1004	URINARY_TRACT	41.9
SUP_T1	3005	DLBC	42.1
NCI_H1341	1336	LUNG	42.6
PC_3	0	PROSTATE	43
CADO_ES1	2276	BONE_AND_SOFT_TISSUE	43
BT_549	1783	BREAST	43.1
Daudi	1459	DLBC	43.3
NCI_H1623	2306	LUNG	43.5
ES_2	873	OVARY	43.6
L_1236	1702	DLBC	43.7
EC_GI_10	4318	OESOPHAGUS	44.1
KU812	1136	LCLL	44.2
SCC_25	1015	UPPER_AERODIGESTIVE_TRACT	44.6
SNG_M	1737	CERVICAL	45.3
TCCSUP	1235	URINARY_TRACT	45.7
NCI_H2052	1463	LUNG	45.7
L_428	1489	DLBC	46
RERF_LC_Sq1	1006	LUNG	46.2
RKN	1119	BONE_AND_SOFT_TISSUE	46.7
L_540	1641	DLBC	47.1
NCI_H1963	2030	LUNG	47.7
PE_CA_PJ15	1088	UPPER_AERODIGESTIVE_TRACT	48.1
OCI_AML5	1092	LCLL	48.6
OE33	664	OESOPHAGUS	48.8
RERF_GC_1B	1303	STOMACH	48.9
KMRC_20	1262	KIDNEY	49.3
HL_60	3831	LCLL	49.6
NCI_H522	1608	LUNG	50.1
HuCCT1	3868	BILIARY	50.6
SU_DHL_8	1571	DLBC	51.9
CA46	2726	DLBC	52.3
NCI_H358	3052	LUNG	52.5
HCC70	874	BREAST	52.5
KYSE_70	956	OESOPHAGUS	52.5
Hs_939_T	671	SKIN	52.6
SK_CO_1	1072	LARGE_INTESTINE	52.6
JHH_2	958	BILIARY	53.8
HCC38	1276	BREAST	54
NCI_H211	1679	LUNG	54.1
THP_1	1161	LCLL	54.2
MOLP_8	534	MM	54.3
JHH_1	739	BILIARY	54.6
GRANTA_519	3337	DLBC	55.5
COLO_829	1027	SKIN	55.5
SK_MEL_28	875	SKIN	55.7
HT	1478	DLBC	55.8
TE_15	826	OESOPHAGUS	56
MDA_MB_468	1145	BREAST	56.9
HT_1376	882	URINARY_TRACT	57.3
MSTO_211H	837	LUNG	57.4
T84	1086	LARGE_INTESTINE	58.4
SCC_9	7103	UPPER_AERODIGESTIVE_TRACT	58.8
C32	1202	SKIN	58.9
SNU_81	5721	LARGE_INTESTINE	59.2
MDA_MB_436	1338	BREAST	59.3
NCI_N87	1684	STOMACH	59.7
K_562	1415	LCLL	60.7
NCI_H1793	1515	LUNG	61.6
HCC2157	1383	BREAST	61.9
HH	1110	DLBC	61.9
NCI_H1975	874	LUNG	62.4
NCI_H1573	2351	LUNG	62.4
NCI_H727	1851	LUNG	63.5
NCI_H1355	1337	LUNG	63.7
HOP_62	780	LUNG	63.7
NCI_H82	1749	LUNG	63.7
JURL_MK1	3640	LCLL	64.2
NCI_H650	2428	LUNG	64.4
EHEB	1638	LCLL	65.5
TT	5223	THYROID	65.8
LAMA_84	994	LCLL	65.9
Calu_6	1156	LUNG	67.3
MEL_HO	974	SKIN	67.6
NCI_H596	1226	LUNG	67.9
TE_4	1768	OESOPHAGUS	68.6
COLO_792	1455	SKIN	69
SCaBER	1092	URINARY_TRACT	69.4
CCF_STTG1	982	CENTRAL_NERVOUS_SYSTEM	69.7
SK_MEL_30	971	SKIN	69.7
NCI_H1092	3599	LUNG	71.4
OCUM_1	1054	STOMACH	71.9
CW_2	1588	LARGE_INTESTINE	73
A4_Fuk	1293	DLBC	73.3
YAPC	2602	PANCREAS	73.5
JIMT_1	1212	BREAST	74.5
OS_RC_2	1390	KIDNEY	74.7
NCI_H1734	651	LUNG	76.6
PL_21	1561	LCLL	77.3
SNU_182	1020	BILIARY	77.7
AN3_CA	2364	CERVICAL	77.8
NCI_H1694	2639	LUNG	77.8
NCI_H2081	3414	LUNG	78.2
KALS_1	2047	CENTRAL_NERVOUS_SYSTEM	79.4
KP_3	1273	PANCREAS	79.4
NCI_H1944	3978	LUNG	79.9
NCI_H1781	1021	LUNG	80.4
MFE_296	897	CERVICAL	81.9
EM_2	1246	LCLL	82
TE_6	2551	OESOPHAGUS	82.2
KNS_42	1188	CENTRAL_NERVOUS_SYSTEM	85.4
CAMA_1	1439	BREAST	85.9
SK_MM_2	912	MM	86.5
HCC1500	2489	BREAST	87
SNU_449	976	BILIARY	89.6
KP_2	1391	PANCREAS	90.9
OE19	1150	OESOPHAGUS	91.1
HCC1428	1713	BREAST	91.7
NCI_H2085	1649	LUNG	92.6
NCI_H69	2664	LUNG	93.7
HCC1395	2290	BREAST	94.2
NCI_H1436	2328	LUNG	94.3
LOU_NH91	858	LUNG	94.4
COLO_679	1165	SKIN	94.4
SCLC_21H	14354	LUNG	95.8
SNU_387	1024	BILIARY	96.1
A101D	829	SKIN	97.1
SNU_C5	5185	LARGE_INTESTINE	98.3
FU_OV_1	1075	OVARY	98.5
EFM_192A	909	BREAST	98.7
NCI_H747	1364	LARGE_INTESTINE	99.2
SNU_423	867	BILIARY	99.5
NCI_H1869	2447	LUNG	99.9
EFM_19	1148	BREAST	100
NCI_H1666	1473	LUNG	101
UACC_893	2098	BREAST	104
NCI_H1703	944	LUNG	104
MPP_89	2517	LUNG	105
U_87_MG	1236	CENTRAL_NERVOUS_SYSTEM	106
CAL_85_1	917	BREAST	108
ME_1	716	LCLL	108
SK_MEL_3	1348	SKIN	109
SW837	3001	LARGE_INTESTINE	110
CL_34	906	LARGE_INTESTINE	111
NCI_H441	2405	LUNG	111
MDA_MB_175_VII	1481	BREAST	114
NCI_H2023	772	LUNG	119
HDQ_P1	1632	BREAST	119
SK_MEL_24	1533	SKIN	119
SK_OV_3	814	OVARY	120
RCC10RGB	1641	KIDNEY	122
CAL_78	3258	BONE_AND_SOFT_TISSUE	122
NCI_H1563	895	LUNG	123
Hs_940_T	971	SKIN	124
huH_1	2674	BILIARY	127
SW403	3673	LARGE_INTESTINE	127
SW1417	969	LARGE_INTESTINE	132
KLE	1367	CERVICAL	132
COLO_678	2652	LARGE_INTESTINE	133
NCI_H1838	1509	LUNG	134
COR_L95	2822	LUNG	135
OV_90	1691	OVARY	136
MFE_280	1628	CERVICAL	137
NCI_H1650	1842	LUNG	137
NCI_H2444	1677	LUNG	140
OE21	1310	OESOPHAGUS	141
EKVX	862	LUNG	141
Saos_2	1387	BONE_AND_SOFT_TISSUE	147
OVCAR_4	736	OVARY	153
EN	2151	CERVICAL	157
CL_40	951	LARGE_INTESTINE	169
SK_MEL_31	980	SKIN	174
SNB75	574	CENTRAL_NERVOUS_SYSTEM	176
SH_4	1508	SKIN	179
Hs_766T	882	PANCREAS	183
HCC202	1080	BREAST	184
JHOS_4	1052	OVARY	190
NCI_H2172	1286	LUNG	191
SNU_61	556	LARGE_INTESTINE	191
SW1116	4673	LARGE_INTESTINE	203
Caov_4	2799	OVARY	213
BT_483	857	BREAST	331
ZR_75_30	1194	BREAST	346
SW1463	2886	LARGE_INTESTINE	381
NCI_H2066	2876	LUNG	466
