ccle	outlier	tissue	ic50
LoVo	1500	LARGE_INTESTINE	61.5
OE33	664	OESOPHAGUS	61.6
MONO_MAC_6	1201	LCLL	61.7
CAL_29	1297	URINARY_TRACT	62.1
NCI_H1437	3682	LUNG	62.4
NCI_H1838	1509	LUNG	62.9
SK_N_DZ	1709	CENTRAL_NERVOUS_SYSTEM	63.4
SK_N_FI	2223	CENTRAL_NERVOUS_SYSTEM	63.4
COLO_684	3120	CERVICAL	63.7
LN_229	758	CENTRAL_NERVOUS_SYSTEM	64.1
NCI_H82	1749	LUNG	64.2
NCI_H1734	651	LUNG	64.5
HuH_7	1031	BILIARY	64.7
MEL_HO	974	SKIN	65.9
YH_13	4922	CENTRAL_NERVOUS_SYSTEM	65.9
TE_4	1768	OESOPHAGUS	65.9
CL_34	906	LARGE_INTESTINE	66.1
HSC_4	2212	UPPER_AERODIGESTIVE_TRACT	66.9
KARPAS_422	2036	DLBC	67.1
RL95_2	901	CERVICAL	67.2
NCI_H2286	1162	LUNG	68.5
S_117	832	THYROID	68.8
NCI_H1876	5253	LUNG	69
NCI_H1648	1958	LUNG	69.4
NCI_H1092	3599	LUNG	69.4
BT_20	1141	BREAST	69.9
HOP_92	987	LUNG	69.9
SF268	1239	CENTRAL_NERVOUS_SYSTEM	70
GMS_10	935	CENTRAL_NERVOUS_SYSTEM	70.3
ACHN	507	KIDNEY	70.4
NCI_H292	2046	LUNG	70.5
SF126	698	CENTRAL_NERVOUS_SYSTEM	71
HCC_78	5007	LUNG	71.7
SW403	3673	LARGE_INTESTINE	72.1
SCaBER	1092	URINARY_TRACT	72.4
EHEB	1638	LCLL	73
A4_Fuk	1293	DLBC	73.3
ME_1	716	LCLL	73.5
EC_GI_10	4318	OESOPHAGUS	73.6
SNU_423	867	BILIARY	74.1
RMG_I	1112	OVARY	74.1
CA46	2726	DLBC	75.1
SCLC_21H	14354	LUNG	75.3
SK_MEL_30	971	SKIN	76.1
RERF_LC_MS	871	LUNG	76.4
COLO_783	865	SKIN	77.1
NCI_H1694	2639	LUNG	77.8
SK_MEL_3	1348	SKIN	78
SNU_182	1020	BILIARY	78.2
HCC_56	1097	LARGE_INTESTINE	78.2
CCF_STTG1	982	CENTRAL_NERVOUS_SYSTEM	78.5
NCI_H838	5203	LUNG	79.4
RERF_LC_KJ	1503	LUNG	79.5
CHP_126	2950	CENTRAL_NERVOUS_SYSTEM	79.5
SK_MEL_24	1533	SKIN	79.8
NCI_H1944	3978	LUNG	79.9
OVCAR_4	736	OVARY	80.2
TE_8	3840	OESOPHAGUS	80.3
NCI_H1781	1021	LUNG	80.4
VMRC_RCZ	1493	KIDNEY	80.5
NCI_H520	2006	LUNG	81.1
NCI_H2087	903	LUNG	81.3
U_118_MG	1502	CENTRAL_NERVOUS_SYSTEM	81.4
NCI_H358	3052	LUNG	81.5
BxPC_3	889	PANCREAS	81.7
TE_9	962	OESOPHAGUS	81.9
EM_2	1246	LCLL	82
NCI_H650	2428	LUNG	82.6
G_402	1831	KIDNEY	83.3
EPLC_272H	1068	LUNG	84.2
KM12	7295	LARGE_INTESTINE	84.2
JHH_2	958	BILIARY	84.3
CL_11	1045	LARGE_INTESTINE	84.9
NCI_H508	2628	LARGE_INTESTINE	85.1
HCC2157	1383	BREAST	86.3
SK_MM_2	912	MM	86.5
NCI_H1869	2447	LUNG	87.2
T84	1086	LARGE_INTESTINE	87.4
SCC_25	1015	UPPER_AERODIGESTIVE_TRACT	87.9
KMRC_20	1262	KIDNEY	88.1
AU565	1063	BREAST	88.6
HCC38	1276	BREAST	88.7
CAL_85_1	917	BREAST	89
SNU_C5	5185	LARGE_INTESTINE	89.6
KP_N_YN	4239	CENTRAL_NERVOUS_SYSTEM	89.8
SNU_387	1024	BILIARY	90.5
LOU_NH91	858	LUNG	90.9
NCI_H661	2000	LUNG	91
KYSE_140	783	OESOPHAGUS	92.9
NCI_H1666	1473	LUNG	93
COLO_679	1165	SKIN	93.3
TT	5223	THYROID	93.9
NCI_H1975	874	LUNG	94.1
SNU_449	976	BILIARY	95.2
PL_21	1561	LCLL	96
MG_63	1766	BONE_AND_SOFT_TISSUE	96.9
SK_N_AS	975	CENTRAL_NERVOUS_SYSTEM	97.3
TE_15	826	OESOPHAGUS	97.5
RH_18	1701	BONE_AND_SOFT_TISSUE	97.5
NCI_H2405	1041	LUNG	98.3
KNS_42	1188	CENTRAL_NERVOUS_SYSTEM	99.2
NCI_H747	1364	LARGE_INTESTINE	100
NCI_H69	2664	LUNG	101
Calu_6	1156	LUNG	101
NCI_H2444	1677	LUNG	101
U_87_MG	1236	CENTRAL_NERVOUS_SYSTEM	102
HCC1428	1713	BREAST	103
YAPC	2602	PANCREAS	103
SIMA	2852	CENTRAL_NERVOUS_SYSTEM	103
NCI_H1623	2306	LUNG	104
BT_474	945	BREAST	105
KURAMOCHI	1804	OVARY	106
huH_1	2674	BILIARY	106
NCI_H1703	944	LUNG	106
UACC_257	1719	SKIN	107
OCUM_1	1054	STOMACH	107
NCI_H2227	3241	LUNG	109
NCI_H1395	1857	LUNG	110
CW_2	1588	LARGE_INTESTINE	111
MDA_MB_175_VII	1481	BREAST	114
HT_1376	882	URINARY_TRACT	114
KP_3	1273	PANCREAS	115
NCI_H2347	2563	LUNG	116
NCI_H1563	895	LUNG	117
SK_OV_3	814	OVARY	117
HT_1197	1014	URINARY_TRACT	119
NCI_H2452	1763	LUNG	120
NCI_H2126	2746	LUNG	121
COLO_678	2652	LARGE_INTESTINE	122
CAL_78	3258	BONE_AND_SOFT_TISSUE	124
HDQ_P1	1632	BREAST	124
SCC_9	7103	UPPER_AERODIGESTIVE_TRACT	126
CAL_120	1098	BREAST	127
FU_OV_1	1075	OVARY	127
RCM_1	3166	LARGE_INTESTINE	127
TE_6	2551	OESOPHAGUS	129
TE_1	996	OESOPHAGUS	130
COR_L95	2822	LUNG	132
SW1417	969	LARGE_INTESTINE	132
NCI_H2052	1463	LUNG	133
MPP_89	2517	LUNG	133
HCC202	1080	BREAST	133
MFE_280	1628	CERVICAL	136
CL_40	951	LARGE_INTESTINE	139
HCC1569	2098	BREAST	140
MKN7	997	STOMACH	141
MDA_MB_436	1338	BREAST	142
EN	2151	CERVICAL	145
UACC_893	2098	BREAST	146
NCI_H596	1226	LUNG	146
BT_549	1783	BREAST	150
8305C	299	THYROID	150
SH_4	1508	SKIN	150
NCI_H2172	1286	LUNG	160
SK_MEL_31	980	SKIN	169
Saos_2	1387	BONE_AND_SOFT_TISSUE	173
CAS_1	1586	CENTRAL_NERVOUS_SYSTEM	175
KLE	1367	CERVICAL	184
AsPC_1	1134	PANCREAS	184
MDA_MB_415	4686	BREAST	185
NCI_H2291	1761	LUNG	186
EFO_21	3455	OVARY	187
SNU_61	556	LARGE_INTESTINE	188
JHOS_4	1052	OVARY	188
NCI_H727	1851	LUNG	189
NCI_H441	2405	LUNG	191
DK_MG	1922	CENTRAL_NERVOUS_SYSTEM	192
SNB75	574	CENTRAL_NERVOUS_SYSTEM	199
EFM_19	1148	BREAST	201
Caov_4	2799	OVARY	210
EKVX	862	LUNG	214
RCC10RGB	1641	KIDNEY	245
ZR_75_30	1194	BREAST	342
BT_483	857	BREAST	628
